Address,Port,Packets,Bytes,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.1.31",49266,45,14939,21,4722,24,10217
"192.168.1.31",49274,37,10703,18,2975,19,7728
"192.168.1.31",49276,32,13995,16,3657,16,10338
"192.168.1.31",49277,8,1439,5,522,3,917
"192.168.1.31",49283,11,1172,6,618,5,554
"192.168.1.31",49285,24,5743,14,2076,10,3667
"192.168.1.31",49295,215,61148,90,41409,125,19739
"192.168.1.31",49296,103,20867,46,10642,57,10225
"192.168.1.31",49297,38,8818,19,2354,19,6464
"192.168.1.31",49298,31,7099,16,1958,15,5141
"192.168.1.31",49299,32,7155,16,1954,16,5201
"192.168.1.31",49300,37,9435,19,2428,18,7007
"192.168.1.31",49302,744,734669,166,22475,578,712194
"192.168.1.31",49303,4725,5786355,708,54854,4017,5731501
"192.168.1.31",49304,617,663460,132,10728,485,652732
"192.168.1.31",49305,23835,31541420,2677,166367,21158,31375053
"192.168.1.31",49306,21,6412,9,1445,12,4967
"192.168.1.31",49307,716,705395,176,14994,540,690401
"192.168.1.31",49308,1575,1051470,750,592000,825,459470
"192.168.1.31",49309,21,6505,9,1445,12,5060
"192.168.1.31",49310,29,5140,13,2774,16,2366
"192.168.1.31",49312,21,6397,9,1430,12,4967
"192.168.1.31",49318,23,5691,12,1967,11,3724
"192.168.1.31",49321,33,7774,17,2111,16,5663
"192.168.1.31",49322,134,31724,68,13333,66,18391
"192.168.1.31",49323,27,5027,12,2720,15,2307
"192.168.1.31",49324,55,34126,18,2358,37,31768
"192.168.1.31",49325,41,20148,15,2208,26,17940
"192.168.1.31",49326,61,38914,20,2466,41,36448
"192.168.1.31",49327,32,3295,17,1385,15,1910
"192.168.1.31",49328,32,3295,17,1385,15,1910
"192.168.1.31",49329,32,3295,17,1385,15,1910
"192.168.1.31",49333,314,77570,178,42183,136,35387
"192.168.1.31",49352,428,331024,138,13802,290,317222
"192.168.1.31",49353,217,233800,55,4467,162,229333
"192.168.1.31",49354,19,6838,9,1615,10,5223
"192.168.1.31",49355,38,11486,20,8984,18,2502
"192.168.1.31",49356,20,7302,9,1773,11,5529
"192.168.1.31",49357,111,71806,39,9153,72,62653
"192.168.1.31",49359,13,1184,7,499,6,685
"192.168.1.31",49360,23,6399,11,1218,12,5181
"192.168.1.31",61747,133,10319,71,4796,62,5523
"192.168.1.31",62411,749,74827,455,52671,294,22156
"192.168.1.31",62416,1906,146635,950,67750,956,78885
"192.168.1.31",62419,1975,152391,987,74325,988,78066
"192.168.1.31",62468,15,1026,6,432,9,594
"192.168.1.31",62538,3341,365083,1659,171594,1682,193489
"192.168.1.31",62570,2166,190264,758,76697,1408,113567
"192.168.1.31",62815,5741,584905,2868,198194,2873,386711
"192.168.1.31",63243,7,427,3,163,4,264
"192.168.1.31",63247,14443,18928487,1954,124137,12489,18804350
"192.168.1.31",63248,11,676,5,273,6,403
"192.168.1.31",63251,17,7477,8,6759,9,718
"192.168.1.31",63252,11,631,9,486,2,145
"192.168.1.31",63253,1,60,0,0,1,60
"192.168.1.31",63254,1,60,0,0,1,60
"192.168.1.31",63260,9,531,5,273,4,258
"192.168.1.31",63264,34,10578,15,2057,19,8521
"192.168.1.31",63265,30,10046,12,1583,18,8463
"192.168.1.31",63266,25,9111,12,1635,13,7476
"192.168.1.31",63267,28,10311,12,2513,16,7798
"192.168.1.31",63269,10,1126,6,618,4,508
"192.168.1.31",63270,193,187469,50,4354,143,183115
"192.168.1.31",63271,27,10227,11,2023,16,8204
"192.168.1.31",63272,14,3064,8,932,6,2132
"192.168.1.31",63273,180,152947,58,6210,122,146737
"192.168.1.31",63274,81,43897,33,3736,48,40161
"192.168.1.31",63276,38,6759,20,3861,18,2898
"192.168.1.31",63278,22,5634,12,1968,10,3666
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63288,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63289,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63290,1,86,1,86,0,0
"192.168.1.31",63291,166,179994,30,2705,136,177289
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63292,1,86,1,86,0,0
"192.168.1.31",63293,20,2579,11,1255,9,1324
"192.168.1.31",63294,18,2300,8,1120,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63295,1,86,1,86,0,0
"192.168.1.31",63296,128,124915,29,2904,99,122011
"192.168.1.31",63297,19,2354,9,1174,10,1180
"192.168.1.31",63306,37,5942,19,3083,18,2859
"192.168.1.31",63308,140,30387,59,18810,81,11577
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63320,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63321,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63322,1,86,1,86,0,0
"192.168.1.31",63323,22,2700,12,1310,10,1390
"192.168.1.31",63324,22,2702,12,1312,10,1390
"192.168.1.31",63325,20,2579,11,1255,9,1324
"192.168.1.31",63331,20,1562,14,877,6,685
"192.168.1.31",63332,26,6562,14,1380,12,5182
"192.168.1.31",63336,13,5782,6,609,7,5173
"192.168.1.31",63339,36,11704,18,2065,18,9639
"192.168.1.31",63342,30,7791,16,1949,14,5842
"192.168.1.31",63344,32,3045,17,1378,15,1667
"192.168.1.31",63349,31,4667,19,2878,12,1789
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63355,1,86,1,86,0,0
"192.168.1.31",63356,32,3305,17,1585,15,1720
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63357,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63358,1,86,1,86,0,0
"192.168.1.31",63359,33,7206,14,1760,19,5446
"192.168.1.31",63360,18,2300,8,1120,10,1180
"192.168.1.31",63363,33,7961,17,1999,16,5962
"192.168.1.31",63374,31,10029,16,4101,15,5928
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63376,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63377,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63378,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63379,1,86,1,86,0,0
"192.168.1.31",63380,26,2942,14,1420,12,1522
"192.168.1.31",63381,222,253971,36,3108,186,250863
"192.168.1.31",63382,26,2944,14,1422,12,1522
"192.168.1.31",63383,18,2300,8,1120,10,1180
"192.168.1.31",63403,67,14040,30,8058,37,5982
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63414,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63415,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63416,1,86,1,86,0,0
"192.168.1.31",63417,28,3063,15,1475,13,1588
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63418,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63419,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63420,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63421,1,86,1,86,0,0
"192.168.1.31",63422,60,33373,19,2190,41,31183
"192.168.1.31",63423,75,63541,17,2148,58,61393
"192.168.1.31",63424,18,2300,8,1120,10,1180
"192.168.1.31",63425,19,2354,9,1174,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63427,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63428,1,86,1,86,0,0
"192.168.1.31",63429,3541,4612363,482,35031,3059,4577332
"192.168.1.31",63430,29,2479,14,1344,15,1135
"192.168.1.31",63431,34,8634,15,2295,19,6339
"192.168.1.31",63432,33,8046,17,2009,16,6037
"192.168.1.31",63433,57,7102,23,3680,34,3422
"192.168.1.31",63434,68,37857,26,2633,42,35224
"192.168.1.31",63435,46,14254,21,2134,25,12120
"192.168.1.31",63437,27,11983,14,2396,13,9587
"192.168.1.31",63439,62,19165,31,12324,31,6841
"192.168.1.31",63450,20,1562,14,877,6,685
"192.168.1.31",63451,21,2341,12,1230,9,1111
"192.168.1.31",63470,14,6731,7,667,7,6064
"192.168.1.31",63471,11,3387,6,613,5,2774
"192.168.1.31",63472,11,3184,6,613,5,2571
"192.168.1.31",63473,21,14007,9,775,12,13232
"192.168.1.31",63474,10,1917,6,614,4,1303
"192.168.1.31",63476,36,10941,17,3248,19,7693
"192.168.1.31",63477,38,11658,19,3713,19,7945
"192.168.1.31",63478,38,11661,19,3719,19,7942
"192.168.1.31",63479,26,9078,11,2016,15,7062
"192.168.1.31",63480,25,7019,11,2016,14,5003
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63487,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63488,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63489,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63490,1,86,1,86,0,0
"192.168.1.31",63491,158,150967,40,3396,118,147571
"192.168.1.31",63492,20,2581,11,1257,9,1324
"192.168.1.31",63493,42,4020,21,1805,21,2215
"192.168.1.31",63494,18,2300,8,1120,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63495,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63496,1,86,1,86,0,0
"192.168.1.31",63497,2547,3288478,356,25035,2191,3263443
"192.168.1.31",63498,13,797,6,328,7,469
"192.168.1.31",63502,155,37996,66,25899,89,12097
"192.168.1.31",63503,31,4641,17,2758,14,1883
"192.168.1.31",63504,84,18017,37,8781,47,9236
"192.168.1.31",63505,31,7099,16,1958,15,5141
"192.168.1.31",63506,37,9440,18,2374,19,7066
"192.168.1.31",63507,34,8010,14,2088,20,5922
"192.168.1.31",63508,14,5549,8,1142,6,4407
"192.168.1.31",63509,24,8504,12,1609,12,6895
"192.168.1.31",63510,22,7905,11,1543,11,6362
"192.168.1.31",63512,19,7715,10,1489,9,6226
"192.168.1.31",63513,24,8528,14,1769,10,6759
"192.168.1.31",63514,923,960886,174,18036,749,942850
"192.168.1.31",63515,22,8384,10,1489,12,6895
"192.168.1.31",63516,65,41865,20,2462,45,39403
"192.168.1.31",63517,64,39322,24,2917,40,36405
"192.168.1.31",63518,32,3295,17,1385,15,1910
"192.168.1.31",63519,32,3216,17,1385,15,1831
"192.168.1.31",63520,32,3308,17,1376,15,1932
"192.168.1.31",63521,27,5018,13,2772,14,2246
"192.168.1.31",63522,28,8232,12,1667,16,6565
"192.168.1.31",63523,167,94487,55,8214,112,86273
"192.168.1.31",63524,28,7962,12,1667,16,6295
"192.168.1.31",63525,25,7722,10,1547,15,6175
"192.168.1.31",63526,24,7398,10,1535,14,5863
"192.168.1.31",63527,24,7398,10,1535,14,5863
"192.168.1.31",63528,355,52444,137,16355,218,36089
"192.168.1.31",63529,36,10619,15,2108,21,8511
"192.168.1.31",63530,1670,2147817,217,16554,1453,2131263
"192.168.1.31",63531,23,8490,11,1549,12,6941
"192.168.1.31",63532,23,8490,11,1549,12,6941
"192.168.1.31",63533,23,8490,11,1549,12,6941
"192.168.1.31",63534,25,8610,11,1549,14,7061
"192.168.1.31",63535,23,8490,11,1549,12,6941
"192.168.1.31",63536,33,7291,18,2346,15,4945
"192.168.1.31",63537,145,136621,36,4438,109,132183
"192.168.1.31",63538,35,9654,18,2331,17,7323
"192.168.1.31",63539,32,8203,17,2347,15,5856
"192.168.1.31",63540,32,3079,17,1376,15,1703
"192.168.1.31",63542,774,195762,359,110406,415,85356
"192.168.1.31",63545,29,15718,15,5930,14,9788
"192.168.1.31",63551,22,5632,12,1967,10,3665
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63557,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63558,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63559,1,86,1,86,0,0
"192.168.1.31",63560,67,42483,20,2256,47,40227
"192.168.1.31",63561,42,4022,21,1807,21,2215
"192.168.1.31",63562,18,2300,8,1120,10,1180
"192.168.1.31",63573,4398,2604727,2110,2376852,2288,227875
"192.168.1.31",63575,718,782898,122,12361,596,770537
"192.168.1.31",63576,504,503017,106,10171,398,492846
"192.168.1.31",63577,23,8464,11,1557,12,6907
"192.168.1.31",63578,23,8464,11,1557,12,6907
"192.168.1.31",63579,23,8464,11,1557,12,6907
"192.168.1.31",63580,23,8464,11,1557,12,6907
"192.168.1.31",63581,23,8464,11,1557,12,6907
"192.168.1.31",63582,50,17160,24,2891,26,14269
"192.168.1.31",63583,23,8465,11,1558,12,6907
"192.168.1.31",63584,2669,3221151,336,23680,2333,3197471
"192.168.1.31",63585,23,8465,11,1558,12,6907
"192.168.1.31",63586,23,8465,11,1558,12,6907
"192.168.1.31",63587,23,8473,13,1702,10,6771
"192.168.1.31",63588,895,855484,313,30372,582,825112
"192.168.1.31",63589,40,10898,21,3069,19,7829
"192.168.1.31",63590,56,29310,23,3235,33,26075
"192.168.1.31",63591,34,5909,18,3002,16,2907
"192.168.1.31",63593,3,198,1,66,2,132
"192.168.1.31",63594,4,264,1,66,3,198
"192.168.1.31",63596,19,9260,10,2735,9,6525
"192.168.1.31",63597,18,9204,8,2619,10,6585
"192.168.1.31",63599,22,9440,10,2735,12,6705
"192.168.1.31",63600,20,9318,9,2673,11,6645
"192.168.1.31",63601,20,9320,10,2735,10,6585
"192.168.1.31",63602,19,9258,9,2673,10,6585
"192.168.1.31",63603,19,7057,8,1213,11,5844
"192.168.1.31",63604,19,7051,9,1267,10,5784
"192.168.1.31",63606,27,5019,13,2773,14,2246
"192.168.1.31",63609,26,4966,12,2719,14,2247
"192.168.1.31",63611,27,5021,13,2774,14,2247
"192.168.1.31",63612,13,6511,6,1017,7,5494
"192.168.1.31",63613,32,3045,17,1378,15,1667
"192.168.1.31",63615,682,616716,154,15665,528,601051
"192.168.1.31",63616,54,10655,26,3075,28,7580
"192.168.1.31",63617,15,7472,7,1051,8,6421
"192.168.1.31",63618,455,271826,174,36842,281,234984
"192.168.1.31",63619,29,5139,13,2773,16,2366
"192.168.1.31",63622,15,7512,7,1066,8,6446
"192.168.1.31",63623,10465,13273474,1428,118359,9037,13155115
"192.168.1.31",63624,381,397098,100,8649,281,388449
"192.168.1.31",63625,13,4707,6,536,7,4171
"192.168.1.31",63626,20,11171,10,2649,10,8522
"192.168.1.31",63628,38,9008,23,2145,15,6863
"192.168.1.31",63630,34,10272,15,1745,19,8527
"192.168.1.31",63631,45,11160,26,2295,19,8865
"192.168.1.31",63632,20,4164,14,1012,6,3152
"192.168.1.31",63633,84,74042,21,1802,63,72240
"192.168.1.31",63634,17,3361,12,910,5,2451
"192.168.1.31",63635,18,3309,13,979,5,2330
"192.168.1.31",63636,28,10176,12,2378,16,7798
"192.168.1.31",63637,34,13855,15,4742,19,9113
"192.168.1.31",63639,112,100952,31,3056,81,97896
"192.168.1.31",63640,167,178891,41,3646,126,175245
"192.168.1.31",63641,35,11182,15,2147,20,9035
"192.168.1.31",63647,30,11126,13,1539,17,9587
"192.168.1.31",63648,37,13186,15,2633,22,10553
"192.168.1.31",63649,15,4052,7,971,8,3081
"192.168.1.31",63650,9407,1144305,4596,270381,4811,873924
"192.168.1.31",63656,60,36571,23,2634,37,33937
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63658,1,86,1,86,0,0
"192.168.1.31",63659,36,7418,17,2175,19,5243
"192.168.1.31",63660,47,8800,23,1861,24,6939
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63662,1,86,1,86,0,0
"192.168.1.31",63663,2035,390622,961,71602,1074,319020
"192.168.1.31",63664,32,5131,16,1466,16,3665
"192.168.1.31",63665,32,5131,16,1466,16,3665
"192.168.1.31",63666,36,6783,19,4198,17,2585
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63667,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63668,1,86,1,86,0,0
"192.168.1.31",63669,41,7459,20,2233,21,5226
"192.168.1.31",63670,30,2606,15,1399,15,1207
"192.168.1.31",63674,196,201873,36,3710,160,198163
"192.168.1.31",63677,20,1562,14,877,6,685
"192.168.1.31",63678,25,6508,13,1326,12,5182
"192.168.1.31",63684,23,6487,10,1635,13,4852
"192.168.1.31",63704,35,10902,17,3329,18,7573
"192.168.1.31",63705,35,10877,17,3303,18,7574
"192.168.1.31",63706,35,10885,17,3311,18,7574
"192.168.1.31",63707,26,7115,12,2098,14,5017
"192.168.1.31",63720,415,380901,109,31941,306,348960
"192.168.1.31",63721,55,10237,30,4257,25,5980
"192.168.1.31",63722,2512,3312490,306,24542,2206,3287948
"192.168.1.31",63724,180,32709,90,16073,90,16636
"192.168.1.31",63725,157,151225,41,4198,116,147027
"192.168.1.31",63726,22,6932,10,1504,12,5428
"192.168.1.31",63727,12,5293,5,945,7,4348
"192.168.1.31",63728,26,4960,13,2773,13,2187
"192.168.1.31",63731,82,27356,36,4797,46,22559
"192.168.1.31",63732,17,5951,7,1146,10,4805
"192.168.1.31",63733,193,62121,79,9025,114,53096
"192.168.1.31",63734,1680,1865952,285,26267,1395,1839685
"192.168.1.31",63735,5815,7799547,628,41369,5187,7758178
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63736,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63738,1,86,1,86,0,0
"192.168.1.31",63740,24,3815,11,2243,13,1572
"192.168.1.31",63741,21,8562,8,1450,13,7112
"192.168.1.31",63743,39,32609,17,8642,22,23967
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63744,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63745,1,86,1,86,0,0
"192.168.1.31",63746,38,16703,15,5941,23,10762
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63747,1,86,1,86,0,0
"192.168.1.31",63748,19,8409,7,1363,12,7046
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63749,1,86,1,86,0,0
"192.168.1.31",63750,34,14660,14,4198,20,10462
"192.168.1.31",63751,13,1835,6,1196,7,639
"192.168.1.31",63753,24,8691,12,3082,12,5609
"192.168.1.31",63756,213,200385,46,4313,167,196072
"192.168.1.31",63757,1556,1930340,186,15085,1370,1915255
"192.168.1.31",63758,20,5558,9,1444,11,4114
"192.168.1.31",63759,22,5670,10,1498,12,4172
"192.168.1.31",63760,21,5611,10,1498,11,4113
"192.168.1.31",63761,22,6082,10,1510,12,4572
"192.168.1.31",63762,21,5611,10,1498,11,4113
"192.168.1.31",63763,35,4412,19,1919,16,2493
"192.168.1.31",63764,38,5747,21,2462,17,3285
"192.168.1.31",63765,36,4472,19,1919,17,2553
"192.168.1.31",63766,6,354,4,228,2,126
"192.168.1.31",63767,235,248717,47,4594,188,244123
"192.168.1.31",63768,20,5558,9,1444,11,4114
"192.168.1.31",63769,21,5620,9,1446,12,4174
"192.168.1.31",63770,20,5512,9,1452,11,4060
"192.168.1.31",63771,118,63448,45,8290,73,55158
"192.168.1.31",63772,21,5566,10,1506,11,4060
"192.168.1.31",63773,20,5513,9,1452,11,4061
"192.168.1.31",63774,11,4439,5,961,6,3478
"192.168.1.31",63775,20,5513,9,1452,11,4061
"192.168.1.31",63776,21,5567,10,1506,11,4061
"192.168.1.31",63777,28,7704,14,2157,14,5547
"192.168.1.31",63778,43,7731,18,2188,25,5543
"192.168.1.31",63779,806,234532,386,205116,420,29416
"192.168.1.31",63780,36,7472,20,5021,16,2451
"192.168.1.31",63782,31,6374,16,1953,15,4421
"192.168.1.31",63783,567,193031,270,24706,297,168325
"192.168.1.31",63784,29,11685,12,2259,17,9426
"192.168.1.31",63785,28,9608,14,3838,14,5770
"192.168.1.31",63786,3,186,2,120,1,66
"192.168.1.31",63787,32,4702,17,2758,15,1944
"192.168.1.31",63788,32,6776,16,1956,16,4820
"192.168.1.31",63789,129,14542,63,8038,66,6504
"192.168.1.31",63791,10,1146,6,620,4,526
"192.168.1.31",63796,1485,832289,573,187061,912,645228
"192.168.1.31",63799,21,5579,11,1914,10,3665
"192.168.1.31",63803,29,8297,14,2269,15,6028
"192.168.1.31",63804,360,39256,190,16837,170,22419
"192.168.1.31",63806,68,40806,26,3183,42,37623
"192.168.1.31",63807,29,5141,13,2774,16,2367
"192.168.1.31",63811,27,5020,13,2773,14,2247
"192.168.1.31",63812,64,37665,27,3097,37,34568
"192.168.1.31",63821,29,5134,14,2827,15,2307
"192.168.1.31",63825,29,5140,13,2774,16,2366
"192.168.1.31",63827,20,1562,14,877,6,685
"192.168.1.31",63828,21,2341,12,1230,9,1111
"192.168.1.31",63834,10,1809,6,563,4,1246
"192.168.1.31",63835,10,1392,6,563,4,829
"192.168.1.31",63836,10,1003,6,543,4,460
"192.168.1.31",63837,13,1846,7,958,6,888
"192.168.1.31",63849,28,5080,13,2773,15,2307
"192.168.1.31",63850,27,5019,13,2772,14,2247
"192.168.1.31",63851,28,6419,13,2915,15,3504
"192.168.1.31",63853,33,8590,14,2241,19,6349
"192.168.1.31",63858,33,15564,15,3615,18,11949
"192.168.1.31",63859,37,32023,15,8376,22,23647
"192.168.1.31",63862,29,5129,15,2882,14,2247
"192.168.1.31",63867,23,8631,12,3082,11,5549
"192.168.1.31",63870,28,5081,13,2774,15,2307
"192.168.1.31",63871,28,5074,14,2827,14,2247
"192.168.1.31",63886,275,245942,71,8927,204,237015
"192.168.1.31",63887,43,5477,18,3300,25,2177
"192.168.1.31",63888,18,3546,8,2312,10,1234
"192.168.1.31",63890,2433,2897431,411,30582,2022,2866849
"192.168.1.31",63891,21,6466,9,1441,12,5025
"192.168.1.31",63892,21,6466,9,1441,12,5025
"192.168.1.31",63893,21,6466,9,1441,12,5025
"192.168.1.31",63894,21,6466,9,1441,12,5025
"192.168.1.31",63895,21,6466,9,1441,12,5025
"192.168.1.31",63896,996,1082090,226,16495,770,1065595
"192.168.1.31",63897,186,174097,48,4518,138,169579
"192.168.1.31",63898,893,1085883,133,10859,760,1075024
"192.168.1.31",63899,20509,27064362,2461,145963,18048,26918399
"192.168.1.31",63900,21,6403,9,1436,12,4967
"192.168.1.31",63901,21,6505,9,1445,12,5060
"192.168.1.31",63902,21,6403,9,1436,12,4967
"192.168.1.31",63903,21,6403,9,1436,12,4967
"192.168.1.31",63904,21,6403,9,1436,12,4967
"192.168.1.31",63905,21,6403,9,1436,12,4967
"192.168.1.31",63906,21,6480,9,1442,12,5038
"192.168.1.31",63907,400,255072,211,181408,189,73664
"192.168.1.31",63908,21,6413,9,1435,12,4978
"192.168.1.31",63909,21,6415,9,1437,12,4978
"192.168.1.31",63910,20,6304,9,1439,11,4865
"192.168.1.31",63911,160,185589,32,4690,128,180899
"192.168.1.31",63912,34,9899,20,2528,14,7371
"192.168.1.31",63914,16,4712,9,3337,7,1375
"192.168.1.31",63917,21,6397,9,1430,12,4967
"192.168.1.31",63918,21,6410,9,1443,12,4967
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63920,1,86,1,86,0,0
"192.168.1.31",63921,18,2458,10,1200,8,1258
"192.168.1.31",63925,38,30779,17,8362,21,22417
"192.168.1.31",63926,22,5933,11,1190,11,4743
"192.168.1.31",63927,31,22906,14,6382,17,16524
"192.168.1.31",63928,29,11396,16,3765,13,7631
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63930,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63931,1,86,1,86,0,0
"192.168.1.31",63932,4747,6271060,598,41026,4149,6230034
"192.168.1.31",63933,21,1995,10,1124,11,871
"192.168.1.31",63942,32,4702,17,2758,15,1944
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63948,1,86,1,86,0,0
"192.168.1.31",63949,14,2218,8,1092,6,1126
"192.168.1.31",63951,24,5741,14,2076,10,3665
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63957,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63958,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63959,1,86,1,86,0,0
"192.168.1.31",63960,18,2458,10,1200,8,1258
"192.168.1.31",63961,32,5490,14,1760,18,3730
"192.168.1.31",63962,18,2299,8,1119,10,1180
"192.168.1.31",63964,20,1562,14,877,6,685
"192.168.1.31",63965,22,2395,13,1284,9,1111
"192.168.1.31",63967,25,8879,13,2805,12,6074
"192.168.1.31",63968,26,8993,13,3282,13,5711
"192.168.1.31",63974,75,18313,33,7811,42,10502
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63976,1,86,1,86,0,0
"192.168.1.31",63977,28,3063,15,1475,13,1588
"192.168.1.31",63978,30,7781,17,1999,13,5782
"192.168.1.31",63979,20,7025,10,1490,10,5535
"192.168.1.31",63982,31,7888,16,1961,15,5927
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63988,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63989,1,86,1,86,0,0
"192.168.1.31",63990,68,45130,22,2418,46,42712
"192.168.1.31",63991,18,2300,8,1120,10,1180
"192.168.1.31",63992,361,34839,143,14160,218,20679
"192.168.1.31",63993,21,3611,11,2162,10,1449
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",63994,1,86,1,86,0,0
"192.168.1.31",63995,26,2944,14,1422,12,1522
"192.168.1.31",64024,68,14169,30,8160,38,6009
"192.168.1.31",64025,13,2071,6,949,7,1122
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64027,1,86,1,86,0,0
"192.168.1.31",64028,14,2216,8,1090,6,1126
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64029,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64030,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64031,1,86,1,86,0,0
"192.168.1.31",64032,20,2579,11,1255,9,1324
"192.168.1.31",64033,34,7458,15,1815,19,5643
"192.168.1.31",64034,21,2485,10,1239,11,1246
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64036,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64037,1,86,1,86,0,0
"192.168.1.31",64038,3984,5209818,527,36526,3457,5173292
"192.168.1.31",64039,15,1632,7,959,8,673
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64046,1,86,1,86,0,0
"192.168.1.31",64047,28,3065,15,1477,13,1588
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64059,1,86,1,86,0,0
"192.168.1.31",64061,22,2700,12,1310,10,1390
"192.168.1.31",64072,20,1562,14,877,6,685
"192.168.1.31",64073,26,6563,14,1380,12,5183
"192.168.1.31",64077,36,14994,16,1971,20,13023
"192.168.1.31",64082,25,5800,14,2075,11,3725
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64089,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64090,1,86,1,86,0,0
"192.168.1.31",64091,138,116917,41,3684,97,113233
"192.168.1.31",64092,19,2354,9,1174,10,1180
"192.168.1.31",64094,32,11052,16,5096,16,5956
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64095,1,86,1,86,0,0
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64096,1,86,1,86,0,0
"192.168.1.31",64097,242,239449,61,4808,181,234641
"192.168.1.31",64098,19,2354,9,1174,10,1180
"2001:14ba:a051:8c00:15a0:90ff:ab54:3867",64099,1,86,1,86,0,0
