conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

1026,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f08,65308,443,1700421152.961613 , 1700421152.961613 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,      2970474.4,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1027,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f08,65309,443,1700421153.183166 , 1700421153.183166 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,      2970252.8,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1028,192.168.1.31,62.165.159.41,65310,443,1700421153.275927 , 1700421273.293604 ,             33,            128,              0,              0,             32,            128,             24,              8,             13,              2,              5,              2,              1,              1,           1216,         129693,              7,            118,           1218,         159270,              2,             21,              2,          29577,              0,              0,              0,              0,              0,             21,              5,             18,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,             13,              2,              0,              0,              0,              0,           1460,           1460,            594,           1460,              1,             24,            173,           1349,         262656,          64128,         262144,          64128,              0,              0,         262592,          64128,            594,            264,              1,              1,           1216,         129693,              0,              0,              0,              0,              0,              0,         90.046,        120.011,        45016.1,        45016.2,              0,              0,             10,           1081,              7,             20,            1.0,            0.0,            1.8,            0.4,            1.2,            0.1,            0.3,            0.1,            1.3,            0.1,              2,              2,            1.1,            0.0,            1.3,            0.1,            1.2,            0.0,            0.0,            0.0,              0,              1,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             78,              3,              5,              0,              1,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1029,192.168.1.31,62.165.159.41,65311,443,1700421153.494543 , 1700421223.29540 ,              9,             10,              1,              0,              8,             10,              3,              4,              0,              0,              0,              0,              0,              0,            674,            598,              3,              4,            675,            598,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            594,            271,              1,             24,            224,            149,         262656,          64128,         262144,          64128,              0,              0,         229536,          64128,            594,            264,              1,              1,            675,            598,              1,              0,              0,              0,              0,              0,         55.005,         10.003,        45000.4,        45001.9,              0,              0,             10,              9,              4,              4,            1.3,            0.0,            2.5,           41.2,            1.8,           10.4,            0.5,           20.5,            1.6,            0.0,              2,              2,            1.6,            0.0,            2.5,            0.0,            2.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1030,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2600:1901:0001:0081::0000,65312,443,1700421155.70892 , 1700421155.70892 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,      2968365.1,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1031,192.168.1.31,35.186.224.17,65313,443,1700421155.381097 , 1700421345.531063 ,             11,              9,              0,              0,             10,              9,              3,              5,              0,              4,              0,              4,              0,              1,            647,            766,              6,              2,            651,            766,              4,              0,              4,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              4,              0,              0,              0,              0,           1460,           1412,            583,            554,              1,            212,            108,            382,         262400,          66816,         261632,          66816,              0,              0,         261862,          66816,            583,            212,              1,              1,            647,            766,              0,              0,              0,              0,              0,              0,        180.036,          0.002,        45003.7,        45015.9,              0,              0,              3,              4,              4,              4,            1.6,            0.0,            7.5,           46.2,            3.6,           11.6,            2.8,           23.0,            1.6,            0.0,              2,              2,            1.6,            0.0,            3.3,            0.1,            2.5,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              4,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1032,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f29,65314,443,1700421155.494475 , 1700421155.494475 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,      2967941.5,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1033,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f29,65315,443,1700421155.748548 , 1700421155.748548 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,      2967687.5,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1034,192.168.1.31,62.165.159.8,65316,443,1700421155.795034 , 1700421275.812020 ,             13,             18,              0,              0,             12,             18,              4,              8,              0,              2,              0,              2,              0,              1,            990,           3274,              7,              8,            992,           3274,              2,              0,              2,              0,              0,              0,              0,              0,              0,              0,              5,              7,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              2,              0,              0,              0,              0,           1460,           1460,            594,           1460,              1,             24,            141,            409,         262656,          64128,         262144,          64128,              0,              0,         262506,          64128,            594,            264,              1,              1,            990,           3274,              0,              0,              0,              0,              0,              0,         90.036,        120.011,        45016.6,        45017.5,              0,              0,              8,             27,              7,              5,            1.3,            0.0,            1.7,            0.3,            1.4,            0.1,            0.2,            0.1,            1.7,            0.0,              2,              2,            1.3,            0.0,            1.7,            0.1,            1.5,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              3,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1035,192.168.1.31,62.165.159.8,65317,443,1700421156.57681 , 1700421256.76896 ,              8,             10,              0,              1,              7,              9,              3,              3,              0,              0,              0,              0,              0,              0,            674,            598,              4,              4,            676,            598,              2,              0,              2,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/0,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            594,            271,              1,             24,            168,            149,         262656,          64128,         262144,          64128,              0,              0,         262326,          57002,            594,            264,              1,              1,             NA,            599,             NA,              1,              0,              0,              0,              0,        100.015,         10.002,        45010.4,        45010.5,              0,              0,              7,              6,              3,              4,            1.2,            0.0,            2.2,           54.9,            1.7,           13.8,            0.5,           27.4,            2.2,            0.0,              1,              2,            2.2,            0.0,            2.2,            0.0,            2.2,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              2,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1036,192.168.1.31,149.154.167.99,65321,443,1700421186.574537 , 1700421359.5642 ,             18,             21,              0,              0,             17,             21,              6,              6,              0,              0,              0,              0,              0,              0,           1990,           6637,             10,             12,           1990,           6637,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              9,              9,            1/1,            1/2,            Y/N,            Y/N,              8,             10,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1240,           1240,           1240,             24,             38,            198,            553,         262656,          73728,         261888,          68608,              1,              0,         246799,          71936,           1283,           5694,              2,              6,           1990,           6637,              0,              0,              0,              0,              0,              0,        172.121,        118.898,        58742.6,        58818.5,              0,              0,             12,             38,              8,              5,           30.9,            0.0,           73.2,           49.3,           36.4,           18.9,           14.9,           25.8,           31.2,            0.0,              2,              1,           31.1,            0.0,           31.2,            0.0,           31.1,            0.0,            0.0,            0.0,              0,              0,              0,              1,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              4,              8,              2,              1,              0,              0,              0,              1,            0.0,          246.8,            0.0,          246.8,            0.0,          246.7,            0.0,            0.0,
1037,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2600:1901:0001:0c36::0000,65325,443,1700421223.27581 , 1700421223.27581 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,      2900408.4,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1038,192.168.1.31,35.186.224.25,65326,443,1700421223.342876 , 1700421331.752263 ,              9,              7,              0,              0,              8,              7,              3,              3,              0,              2,              0,              2,              0,              1,            645,            766,              4,              2,            647,            766,              2,              0,              2,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              2,              0,              0,              0,              0,           1460,           1412,            581,            554,              1,            212,            161,            382,         262400,          66816,         261632,          66816,              0,              0,         261920,          66816,            581,            212,              1,              1,            645,            766,              0,              0,              0,              0,              0,              0,         90.012,          0.002,        45002.7,        45004.8,              0,              0,              6,              7,              4,              4,            1.2,            0.0,            2.2,           51.5,            1.6,           13.0,            0.4,           25.7,            1.4,            0.0,              2,              2,            1.4,            0.0,            2.2,            0.0,            1.8,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              2,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1039,192.168.1.31,40.114.178.124,65332,443,1700421273.618517 , 1700421298.134394 ,             16,             20,              0,              3,             15,             20,              6,              7,              0,              0,              0,              0,              0,              0,           1473,           5251,              8,              9,           1473,           5251,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              8,              8,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1440,            672,           1460,             24,             24,            184,            583,         263424,          42240,         262144,          42240,              0,              0,         262997,          35570,            672,           2920,              1,              2,           1473,           5252,              0,              1,              0,              0,              0,              0,         24.455,         24.386,        19939.9,        19985.4,              0,              1,             60,            214,             10,              6,           29.6,            0.0,           31.0,           45.8,           30.2,           14.5,            0.5,           22.4,           30.2,            0.0,              2,              1,           29.6,            0.0,           30.2,            0.0,           29.9,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1040,192.168.1.31,34.117.14.220,65333,443,1700421276.541625 , 1700421455.909741 ,             16,             16,              0,              0,             15,             16,              6,              5,              0,              0,              0,              0,              0,              0,           1078,           4283,              8,              8,           1078,           4283,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              8,              6,            1/1,            1/2,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1412,            672,           1412,             24,             31,            134,            535,         262400,          68352,         261888,          67072,              1,              0,         244565,          67840,            672,           3620,              1,              4,           1078,           4283,              0,              0,              0,              0,              0,              0,        177.652,        128.550,        61185.9,        61189.6,              0,              0,              6,             24,              9,              6,            1.1,            0.0,            9.8,           51.5,            3.4,           24.6,            3.1,           26.9,            1.2,            0.0,              2,              1,            1.2,            0.0,            1.6,            0.0,            1.4,            0.0,            0.0,            0.0,              0,              0,              0,              1,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              3,              2,              1,              0,              0,              0,              1,            0.0,          225.5,            0.0,          225.5,            0.0,          225.5,            0.0,            0.0,
1041,192.168.1.31,34.110.207.168,65334,443,1700421276.649497 , 1700421455.684422 ,             17,             14,              0,              0,             16,             14,              7,              4,              0,              0,              0,              0,              0,              0,           1082,           4283,              8,              8,           1082,           4283,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              8,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1412,            676,           1412,             24,             31,            135,            535,         262400,          68352,         261888,          67072,              0,              0,         262016,          67761,            676,           3620,              1,              4,           1082,           4283,              0,              0,              0,              0,              0,              0,        177.287,        128.182,        61143.2,        61188.6,              0,              0,              6,             24,              9,              7,            1.6,            0.0,            9.8,           51.7,            3.2,           26.9,            2.9,           25.4,            1.9,            0.1,              2,              2,            1.6,            0.0,            1.9,            0.1,            1.8,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              3,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1042,34.107.243.93,192.168.1.31,443,64740,1700421285.414864 , 1700421286.254343 ,              3,              3,              2,              0,              1,              3,              0,              1,              0,              0,              0,              0,              0,              0,              0,             24,              0,              1,              0,             24,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,            0/1,            0/1,            N/N,            N/N,              0,              0,              N,              N,              0,              0,              0,              0,              0,              0,              0,              0,              0,             24,              0,             24,              0,             23,            284,           1025,            284,           1025,              0,              0,             94,           1025,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,          839.2,          838.0,              0,              0,              0,             29,              1,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1043,192.168.1.31,216.58.211.234,65337,443,1700421291.750651 , 1700421305.506792 ,              7,             11,              0,              1,              6,             10,              4,              1,              0,              0,              0,              0,              0,              0,            760,           9820,              2,              7,            760,           9820,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/0,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1412,            696,           1412,             64,           1348,            379,           1402,         262400,          67072,         262400,          67072,              0,              0,         262400,          60364,            696,           7060,              1,              5,             NA,           9821,             NA,              1,              0,              0,              0,              0,         13.511,          0.000,         9789.0,         9789.0,              0,              0,             55,            714,              2,              4,            1.3,            0.0,            2.1,            0.1,            1.7,            0.0,            0.0,            0.0,            1.3,            0.1,              1,              2,            1.3,            0.0,            1.3,            0.1,            1.3,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              1,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1044,192.168.1.31,216.58.211.234,65338,443,1700421291.993537 , 1700421306.508196 ,              8,             14,              0,              3,              7,             11,              3,              1,              1,              0,              1,              0,              1,              0,            784,           9819,              3,              8,            784,          11166,              0,              1,              0,           1347,              0,              0,              0,              0,              0,              0,              3,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1412,            696,           1412,             24,           1347,            261,           1395,         262400,          67072,         262400,          67072,              0,              0,         262400,          51593,            696,           9819,              1,              7,            784,           9820,              0,              1,              0,              0,              0,              0,         13.810,          0.000,         9296.2,         9296.3,              0,              0,             54,            676,              2,              2,            1.6,            0.0,           15.2,            0.0,            8.4,            0.0,            0.0,            0.0,            1.6,            0.0,              1,              2,            1.6,            0.0,            1.6,            0.0,            1.6,            0.0,            0.0,            0.0,              0,              0,              0,              1,            0.0,            0.1,            0.0,            0.1,            0.0,            0.1,            0.0,            0.0,              0,              6,              1,              1,              0,              0,              0,              1,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1045,192.168.1.31,34.107.243.93,65339,443,1700421293.478449 , 1700421303.875021 ,              6,              9,              0,              1,              5,              8,              3,              1,              0,              0,              0,              0,              0,              0,            737,           4462,              2,              5,            737,           4462,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              2,              3,            1/0,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1412,            673,           1412,             64,            366,            368,            892,         262400,          67072,         262400,          67072,              0,              0,         262400,          58688,            673,           4462,              1,              5,             NA,           4463,             NA,              1,              0,              0,              0,              0,          9.771,          0.000,         9375.4,         9375.4,              0,              0,             71,            429,              2,              3,            1.4,            0.0,            2.1,            0.1,            1.8,            0.0,            0.0,            0.0,            2.1,            0.0,              1,              2,            2.1,            0.0,            2.1,            0.1,            2.1,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              1,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
1046,192.168.1.31,34.107.243.93,65340,443,1700421297.355671 , 1700421476.926016 ,             17,             18,              0,              0,             16,             18,              7,              5,              1,              0,              1,              0,              1,              0,           1079,           5125,              8,             10,           1079,           5491,              0,              2,              0,            367,              0,              0,              0,              0,              0,              0,              8,              8,            1/1,            1/2,            Y/N,            Y/N,              8,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1412,            673,           1412,             24,             31,            134,            549,         262400,          68352,         261888,          67072,              1,              0,         245648,          67749,            673,           4462,              1,              5,           1079,           5125,              0,              0,              0,              0,              0,              0,        178.593,        125.492,        58916.5,        58965.3,              0,              0,              6,             29,              9,              5,            1.3,            0.1,            7.7,           48.1,            3.2,           36.5,            2.4,           20.5,            1.5,            0.1,              2,              1,            1.5,            0.1,            1.5,            0.1,            1.5,            0.1,            0.0,            0.0,              0,              0,              0,              2,            0.0,            0.0,            0.0,            0.1,            0.0,            0.0,            0.0,            0.0,              1,              4,              2,              1,              0,              0,              0,              1,            0.0,          226.9,            0.0,          226.9,            0.0,          113.5,            0.0,            0.0,
