conn_#,host_a,host_b,port_a,port_b,first_packet,last_packet,total_packets_a2b,total_packets_b2a,resets_sent_a2b,resets_sent_b2a,ack_pkts_sent_a2b,ack_pkts_sent_b2a,pure_acks_sent_a2b,pure_acks_sent_b2a,sack_pkts_sent_a2b,sack_pkts_sent_b2a,dsack_pkts_sent_a2b,dsack_pkts_sent_b2a,max_sack_blks/ack_a2b,max_sack_blks/ack_b2a,unique_bytes_sent_a2b,unique_bytes_sent_b2a,actual_data_pkts_a2b,actual_data_pkts_b2a,actual_data_bytes_a2b,actual_data_bytes_b2a,rexmt_data_pkts_a2b,rexmt_data_pkts_b2a,rexmt_data_bytes_a2b,rexmt_data_bytes_b2a,zwnd_probe_pkts_a2b,zwnd_probe_pkts_b2a,zwnd_probe_bytes_a2b,zwnd_probe_bytes_b2a,outoforder_pkts_a2b,outoforder_pkts_b2a,pushed_data_pkts_a2b,pushed_data_pkts_b2a,SYN/FIN_pkts_sent_a2b,SYN/FIN_pkts_sent_b2a,req_1323_ws/ts_a2b,req_1323_ws/ts_b2a,adv_wind_scale_a2b,adv_wind_scale_b2a,req_sack_a2b,req_sack_b2a,sacks_sent_a2b,sacks_sent_b2a,urgent_data_pkts_a2b,urgent_data_pkts_b2a,urgent_data_bytes_a2b,urgent_data_bytes_b2a,mss_requested_a2b,mss_requested_b2a,max_segm_size_a2b,max_segm_size_b2a,min_segm_size_a2b,min_segm_size_b2a,avg_segm_size_a2b,avg_segm_size_b2a,max_win_adv_a2b,max_win_adv_b2a,min_win_adv_a2b,min_win_adv_b2a,zero_win_adv_a2b,zero_win_adv_b2a,avg_win_adv_a2b,avg_win_adv_b2a,initial_window_bytes_a2b,initial_window_bytes_b2a,initial_window_pkts_a2b,initial_window_pkts_b2a,ttl_stream_length_a2b,ttl_stream_length_b2a,missed_data_a2b,missed_data_b2a,truncated_data_a2b,truncated_data_b2a,truncated_packets_a2b,truncated_packets_b2a,data_xmit_time_a2b,data_xmit_time_b2a,idletime_max_a2b,idletime_max_b2a,hardware_dups_a2b,hardware_dups_b2a,throughput_a2b,throughput_b2a,RTT_samples_a2b,RTT_samples_b2a,RTT_min_a2b,RTT_min_b2a,RTT_max_a2b,RTT_max_b2a,RTT_avg_a2b,RTT_avg_b2a,RTT_stdev_a2b,RTT_stdev_b2a,RTT_from_3WHS_a2b,RTT_from_3WHS_b2a,RTT_full_sz_smpls_a2b,RTT_full_sz_smpls_b2a,RTT_full_sz_min_a2b,RTT_full_sz_min_b2a,RTT_full_sz_max_a2b,RTT_full_sz_max_b2a,RTT_full_sz_avg_a2b,RTT_full_sz_avg_b2a,RTT full_sz_stdev_a2b,RTT_full_sz_stdev_b2a,post-loss_acks_a2b,post-loss_acks_b2a,ambiguous_acks_a2b,ambiguous_acks_b2a,RTT_min_(last)_a2b,RTT_min_(last)_b2a,RTT_max_(last)_a2b,RTT_max_(last)_b2a,RTT_avg_(last)_a2b,RTT_avg_(last)_b2a,RTT_sdv_(last)_a2b,RTT_sdv_(last)_b2a,segs_cum_acked_a2b,segs_cum_acked_b2a,duplicate_acks_a2b,duplicate_acks_b2a,triple_dupacks_a2b,triple_dupacks_b2a,max_#_retrans_a2b,max_#_retrans_b2a,min_retr_time_a2b,min_retr_time_b2a,max_retr_time_a2b,max_retr_time_b2a,avg_retr_time_a2b,avg_retr_time_b2a,sdv_retr_time_a2b,sdv_retr_time_b2a,

107,192.168.1.31,62.183.170.33,63473,80,1700410783.895995 , 1700410814.228965 ,              9,             12,              0,              0,              8,             12,              6,              1,              0,              0,              0,              0,              0,              0,            277,          12560,              1,              9,            277,          12560,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              3,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            277,           1460,            277,            880,            276,           1395,         262656,          64128,         261888,          64128,              0,              0,         262368,          64128,            277,           4380,              1,              3,            277,          12560,              0,              0,              0,              0,              0,              0,          0.000,          0.002,        30228.2,        30271.8,              0,              0,              9,            414,              3,              6,            1.3,            0.0,            1.7,           42.1,            1.5,            7.1,            0.2,           17.2,            1.7,            0.0,              2,              2,            1.5,            0.0,            1.7,            0.0,            1.6,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              5,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
108,192.168.1.31,62.183.170.33,63474,80,1700410783.896103 , 1700410814.228982 ,              6,              4,              0,              0,              5,              4,              3,              1,              0,              0,              0,              0,              0,              0,            278,           1063,              1,              1,            278,           1063,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              1,              1,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            278,           1063,            278,           1063,            277,           1061,         262656,          64128,         261632,          64128,              0,              0,         262041,          64128,            278,           1063,              1,              1,            278,           1063,              0,              0,              0,              0,              0,              0,          0.000,          0.000,        30228.3,        30273.7,              0,              0,              9,             35,              3,              3,            1.5,            0.0,            1.8,           44.0,            1.6,           14.7,            0.2,           25.4,            1.8,            0.0,              2,              2,            1.5,            0.0,            1.8,            0.0,            1.6,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
109,192.168.1.31,62.165.155.56,63476,443,1700410790.127208 , 1700410820.436547 ,             17,             19,              1,              0,             16,             19,              7,              5,              0,              0,              0,              0,              0,              0,           2318,           6619,              7,             12,           2318,           6619,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              7,             11,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            523,           1460,             74,             24,            331,            551,         262656,          64128,         261376,          64128,              0,              0,         246000,          64128,            517,             99,              1,              1,           2319,           6619,              1,              0,              0,              0,              0,              0,          0.170,         30.291,        30076.3,        30120.4,              0,              0,             76,            218,              9,             10,            2.4,            0.0,            3.7,           50.7,            3.0,           15.8,            0.5,           20.9,            3.7,            0.0,              2,              1,            2.6,            0.0,            3.7,            0.0,            3.1,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
110,192.168.1.31,62.165.155.56,63477,443,1700410790.127353 , 1700410820.436988 ,             19,             19,              0,              0,             18,             19,              9,              4,              0,              0,              0,              0,              0,              0,           2675,           6877,              8,             13,           2675,           6877,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              8,             12,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            523,           1460,             74,             24,            334,            528,         262656,          64128,         261376,          64128,              0,              0,         262129,          64128,            517,             99,              1,              1,           2675,           6877,              0,              0,              0,              0,              0,              0,          0.216,         30.291,        30013.8,        30070.3,              0,              0,             88,            227,             10,             11,            2.4,            0.0,            7.7,           53.2,            3.6,           19.2,            1.6,           22.9,            3.9,            0.0,              2,              2,            3.2,            0.0,            3.9,            0.0,            3.6,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
111,192.168.1.31,62.165.155.56,63478,443,1700410790.127479 , 1700410820.498715 ,             19,             19,              1,              0,             18,             19,              8,              4,              0,              0,              0,              0,              0,              0,           2681,           6874,              8,             13,           2681,           6874,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              8,             12,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            523,           1460,             74,             24,            335,            528,         262656,          64128,         261632,          64128,              0,              0,         247808,          64128,            517,             99,              1,              1,           2682,           6874,              1,              0,              0,              0,              0,              0,          0.209,         30.345,        30075.8,        30132.0,              0,              0,             88,            226,             10,             11,            2.4,            0.0,            7.7,           53.2,            3.6,           18.5,            1.6,           23.2,            4.0,            0.0,              2,              1,            3.0,            0.0,            4.0,            0.0,            3.5,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
112,192.168.1.31,62.165.155.75,63479,443,1700410790.134261 , 1700410820.375695 ,             11,             15,              1,              0,             10,             15,              4,              4,              0,              0,              0,              0,              0,              0,           1410,           6210,              4,              9,           1410,           6210,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              7,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            523,           1460,             74,             24,            352,            689,         262656,          64128,         261888,          64128,              0,              0,         236262,          64128,            517,             99,              1,              1,           1411,           6210,              1,              0,              0,              0,              0,              0,          0.045,         30.222,        30172.1,        30176.1,              0,              0,             47,            205,              6,              7,            2.3,            0.0,            4.0,           25.2,            2.8,            4.4,            0.6,            9.4,            2.6,            0.0,              2,              1,            2.6,            0.0,            4.0,            0.0,            3.3,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              3,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
113,192.168.1.31,62.165.155.75,63480,443,1700410790.134409 , 1700410820.313047 ,             11,             14,              0,              0,             10,             14,              5,              4,              0,              0,              0,              0,              0,              0,           1410,           4205,              4,              8,           1410,           4205,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              4,              7,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            523,           1460,             74,             24,            352,            525,         262656,          64128,         261888,          64128,              0,              0,         262374,          64128,            517,             99,              1,              1,           1410,           4205,              0,              0,              0,              0,              0,              0,          0.094,         30.152,        30013.5,        30056.7,              0,              0,             47,            139,              6,              6,            2.4,            0.0,            3.5,           39.9,            2.9,           11.1,            0.4,           17.6,            2.7,            0.0,              2,              2,            2.7,            0.0,            3.2,            0.0,            2.9,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              4,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
114,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f29,63487,443,1700410852.967703 , 1700410852.967703 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13270468.3,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
115,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2600:1901:0001:0081::0000,63488,443,1700410852.985140 , 1700410852.985140 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13270450.9,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
116,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2600:1901:0001:0c36::0000,63489,443,1700410853.167814 , 1700410853.167814 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13270268.2,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
117,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2001:14b8:1800:0303::3ea5:9f29,63490,443,1700410853.213843 , 1700410853.213843 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13270222.2,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
118,192.168.1.31,62.165.159.8,63491,443,1700410853.275569 , 1700410973.295087 ,             40,            118,              0,              0,             39,            118,             29,             10,              6,              2,              1,              2,              1,              1,           1150,         136729,              9,            106,           1152,         141109,              2,              3,              2,           4380,              0,              0,              0,              0,              0,              3,              7,             17,            1/1,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              6,              2,              0,              0,              0,              0,           1460,           1460,            594,           1460,              1,             24,            127,           1331,         262656,          64128,         262144,          64128,              0,              0,         262596,          64128,            594,            264,              1,              1,           1150,         136729,              0,              0,              0,              0,              0,              0,         90.038,        120.008,        45013.5,        45012.9,              0,              0,             10,           1139,              9,             27,            1.3,            0.0,            7.5,            1.0,            2.1,            0.1,            2.0,            0.2,            1.4,            0.0,              2,              2,            1.4,            0.0,            1.4,            0.1,            1.4,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,             78,              3,              4,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
119,192.168.1.31,35.186.224.17,63492,443,1700410853.285605 , 1700411048.999921 ,             11,              9,              0,              0,             10,              9,              3,              5,              0,              4,              0,              4,              0,              1,            647,            766,              6,              2,            651,            766,              4,              0,              4,              0,              0,              0,              0,              0,              0,              0,              2,              2,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              4,              0,              0,              0,              0,           1460,           1412,            583,            554,              1,            212,            108,            382,         262400,          66816,         261632,          66816,              0,              0,         261862,          66816,            583,            212,              1,              1,            647,            766,              0,              0,              0,              0,              0,              0,        180.052,          0.002,        45014.1,        45014.2,              0,              0,              3,              4,              4,              4,            1.4,            0.0,            3.1,           40.2,            2.1,           10.1,            0.8,           20.0,            1.6,            0.0,              2,              2,            1.6,            0.0,            3.1,            0.1,            2.4,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              4,              1,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
120,192.168.1.31,35.186.224.25,63493,443,1700410853.477801 , 1700411513.505685 ,             21,             21,              0,              1,             20,             20,              4,             14,              0,             13,              0,             13,              0,              1,            645,            895,             16,              4,            659,            895,             14,              0,             14,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/0,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,             13,              0,              0,              0,              0,           1460,           1412,            581,            554,              1,             56,             41,            223,         262400,          66816,         261632,          66816,              0,              0,         261747,          63475,            581,            212,              1,              1,             NA,            896,             NA,              1,              0,              0,              0,              0,        660.024,        615.014,        45015.9,        45015.4,              0,              0,              1,              1,              3,              5,            1.4,            0.0,            1.6,           54.6,            1.5,           21.6,            0.1,           29.4,            1.6,            0.0,              1,              2,            1.6,            0.0,            1.6,            0.1,            1.6,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              1,             14,              0,              1,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
121,192.168.1.31,62.165.159.8,63494,443,1700410853.524428 , 1700410953.545997 ,              8,             10,              0,              1,              7,              9,              3,              3,              0,              0,              0,              0,              0,              0,            674,            598,              4,              4,            676,            598,              2,              0,              2,              0,              0,              0,              0,              0,              0,              0,              2,              4,            1/0,            1/1,            Y/N,            Y/N,              8,              7,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1460,            594,            271,              1,             24,            168,            149,         262656,          64128,         262144,          64128,              0,              0,         262326,          57002,            594,            264,              1,              1,             NA,            599,             NA,              1,              0,              0,              0,              0,        100.018,         10.003,        45011.8,        45011.9,              0,              0,              7,              6,              3,              4,            1.2,            0.0,            1.5,           55.1,            1.4,           13.9,            0.1,           27.5,            1.5,            0.0,              1,              2,            1.5,            0.0,            1.5,            0.0,            1.5,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              2,              2,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
122,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2a04:4e42:003a::0760,63495,443,1700410857.831333 , 1700410857.831333 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13265604.7,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
123,2001:14ba:a051:8c00:15a0:90ff:ab54:3867,2a04:4e42:003a::0760,63496,443,1700410858.72705 , 1700410858.72705 ,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            1/0,            0/0,            Y/N,            N/N,              8,              0,              Y,              N,              0,              0,              0,              0,              0,              0,           1440,              0,              0,              0,              0,              0,              0,              0,          64800,              0,          64800,              0,              0,              0,          64800,              0,              0,              0,              0,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13265363.3,             NA,              0,              0,             NA,             NA,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
124,192.168.1.31,151.101.246.248,63497,443,1700410858.134803 , 1700411503.418328 ,            356,           2191,              0,              1,            355,           2190,            338,             16,            177,             13,             10,             13,              4,              1,           1061,        3058637,             17,           2172,           1075,        3144931,             14,             61,             14,          86294,              0,              0,              0,              0,              0,            357,              3,            172,            1/0,            1/1,            Y/N,            Y/N,              8,              9,              Y,              Y,            177,             13,              0,              0,              0,              0,           1460,           1460,            517,           1456,              1,             31,             63,           1447,        4225024,         148480,         261120,         147456,              0,              0,        1632738,         148409,            517,           4694,              1,              4,             NA,        4468046,             NA,        1409409,              0,              0,              0,              0,        645.280,        600.248,        45015.6,        45016.1,              0,              0,              2,           4740,              4,            206,            1.2,            0.0,            1.6,            0.1,            1.4,            0.0,            0.2,            0.0,            1.6,            0.0,              1,              2,            1.6,            0.0,            1.6,            0.1,            1.6,            0.1,            0.0,            0.0,              0,              4,              0,              1,            0.0,            0.1,            0.0,            0.1,            0.0,            0.1,            0.0,            0.0,              0,           1902,             14,            123,              1,              5,              0,              1,            0.0,            6.2,            0.0,            6.2,            0.0,            6.2,            0.0,            0.0,
125,192.168.1.31,20.199.120.85,61747,443,1700410883.305427 , 1700410883.343812 ,              1,              1,              0,              0,              1,              1,              0,              1,              0,              1,              0,              1,              0,              1,              1,              0,              1,              0,              1,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,            0/0,            0/0,            N/N,            N/N,              0,              0,              N,              N,              0,              1,              0,              0,              0,              0,              0,              0,              1,              0,              1,              0,              0,              0,           1026,           8091,           1026,           8091,              0,              0,           1026,           8091,              1,              0,              1,              0,             NA,             NA,             NA,             NA,              0,              0,              0,              0,          0.000,          0.000,     13240130.6,     13240092.2,              0,              0,             26,              0,              1,              0,           38.4,            0.0,           38.4,            0.0,           38.4,            0.0,            0.0,            0.0,            0.0,            0.0,              1,              0,           38.4,            0.0,           38.4,            0.0,           38.4,            0.0,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              0,              0,              0,              0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
126,192.168.1.31,35.186.227.140,63502,443,1700410894.639365 , 1700411130.175828 ,             66,             89,              0,              0,             65,             89,             22,             38,              1,              0,              1,              0,              1,              0,          22311,           7006,             42,             49,          22311,           7045,              0,              1,              0,             39,              0,              0,              0,              0,              0,              0,             42,             49,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              1,              0,              0,              0,              0,              0,           1460,           1412,           1313,           1231,             24,             31,            531,            143,         262400,         128768,         261120,          68096,              0,              0,         261761,          96922,           1203,            212,              1,              1,          22311,           7006,              0,              0,              0,              0,              0,              0,        235.523,        181.750,        58734.2,        58734.3,              0,              0,             95,             30,             41,             23,            1.3,            0.0,            8.6,           45.8,            2.3,            4.0,            1.6,           12.9,            8.6,            0.1,              2,              2,            2.2,            0.0,            8.6,            0.1,            5.4,            0.0,            0.0,            0.0,              0,              0,              0,              1,            0.0,            0.1,            0.0,            0.1,            0.0,            0.1,            0.0,            0.0,              3,             26,              1,              1,              0,              0,              0,              1,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
127,192.168.1.31,34.117.237.239,63503,443,1700410895.706030 , 1700411066.45653 ,             17,             14,              0,              0,             16,             14,              5,              6,              0,              0,              0,              0,              0,              0,           1828,           1073,             10,              6,           1828,           1073,              0,              0,              0,              0,              0,              0,              0,              0,              0,              0,             10,              6,            1/1,            1/1,            Y/N,            Y/N,              8,              8,              Y,              Y,              0,              0,              0,              0,              0,              0,           1460,           1412,           1188,            554,             24,             31,            182,            178,         262400,          72704,         261376,          68096,              0,              0,         261760,          71640,           1188,            212,              1,              1,           1828,           1073,              0,              0,              0,              0,              0,              0,        170.326,        117.226,        58756.1,        58804.6,              0,              0,             11,              6,              9,              7,            1.4,            0.1,            8.7,           45.9,            4.3,           12.9,            3.3,           21.6,            3.7,            0.1,              2,              2,            3.7,            0.1,            8.7,            0.1,            6.2,            0.1,            0.0,            0.0,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,              3,              1,              1,              1,              0,              0,              0,              0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,            0.0,
