srcip,srcport,dstip,dstport,proto,duration
130.233.145.193,43266.0,216.58.211.1,,6.0,170655236.0
130.233.145.193,39170.0,54.192.98.201,443.0,6.0,115937231.0
130.233.145.193,39572.0,130.233.227.12,111.0,17.0,690.0
130.233.145.193,0.0,,26638.0,1.0,0.0
130.233.226.86,47092.0,130.233.145.193,10050.0,6.0,3802.0
130.233.145.193,0.0,13.234.235.84,3151.0,1.0,0.0
130.233.145.193,59578.0,151.101.85.111,,6.0,577080345.0
130.233.226.86,2048.0,130.233.145.193,12726.0,1.0,0.0
130.233.145.193,50110.0,130.233.251.6,53.0,17.0,578369250.0
130.233.145.193,41624.0,130.233.226.86,10051.0,6.0,1799.0
130.233.145.193,35846.0,130.233.227.12,635.0,17.0,382.0
,2048.0,130.233.145.193,19999.0,1.0,0.0
130.233.145.193,59208.0,130.233.226.86,10051.0,6.0,9416.0
130.233.145.193,50814.0,151.101.128.217,443.0,6.0,116960672.0
130.233.145.193,48582.0,172.217.20.34,443.0,6.0,170780310.0
130.233.226.86,2048.0,130.233.145.193,2921.0,1.0,0.0
130.233.145.193,818.0,130.233.227.12,635.0,17.0,347.0
130.233.145.193,,130.233.226.86,10051.0,,1417.0
130.233.226.86,44084.0,130.233.145.193,10050.0,6.0,2416.0
13.234.209.251,2048.0,130.233.145.193,632.0,1.0,0.0
130.233.145.193,59252.0,,443.0,6.0,124366843.0
130.233.145.193,45672.0,130.233.226.86,10051.0,6.0,2857.0
130.233.226.86,2048.0,130.233.145.193,20201.0,1.0,0.0
,46484.0,151.101.84.175,443.0,6.0,5031802.0
130.233.145.193,0.0,13.234.227.70,25835.0,1.0,0.0
130.233.145.193,0.0,3.112.14.218,46317.0,1.0,0.0
130.233.145.173,137.0,130.233.145.255,137.0,17.0,1523851.0
130.233.145.193,0.0,,32362.0,1.0,
130.233.145.193,57675.0,130.233.227.16,111.0,17.0,677.0
130.233.145.193,42402.0,70.42.32.31,443.0,6.0,572161.0
130.233.145.193,830.0,130.233.227.12,635.0,17.0,358.0
130.233.145.18,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,44984.0,130.233.226.86,10051.0,6.0,2241.0
130.233.145.193,47463.0,130.233.227.12,111.0,6.0,2034.0
130.233.145.193,0.0,130.233.226.86,39136.0,1.0,0.0
130.233.145.193,59160.0,130.233.226.86,10051.0,6.0,1530.0
130.233.145.193,59184.0,13.33.44.179,443.0,6.0,115633943.0
130.233.226.86,2048.0,130.233.145.193,29997.0,1.0,0.0
130.233.145.193,50202.0,13.33.44.248,443.0,6.0,115944058.0
130.233.145.193,0.0,130.233.226.86,49079.0,,0.0
130.233.226.86,48564.0,130.233.145.193,10050.0,6.0,5817.0
130.233.145.193,55140.0,192.0.76.3,443.0,6.0,319081192.0
130.233.145.151,137.0,130.233.145.255,137.0,17.0,1500432.0
130.233.145.193,45350.0,74.125.20.94,443.0,6.0,653094.0
130.233.145.193,,52.114.6.46,443.0,6.0,10926292.0
130.233.145.193,37764.0,192.0.77.32,443.0,6.0,30509.0
130.233.145.63,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,19643.0,1.0,0.0
130.233.145.35,57621.0,130.233.145.255,57621.0,17.0,305900689.0
130.233.145.193,46400.0,52.16.160.11,80.0,6.0,11432651.0
130.233.145.193,56776.0,130.233.226.86,10051.0,6.0,10983.0
130.233.145.193,59134.0,130.233.226.86,,6.0,1842.0
130.233.145.193,0.0,13.231.192.230,43020.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,64678.0,1.0,0.0
130.233.145.193,45502.0,130.233.226.86,10051.0,6.0,2527.0
130.233.145.193,42348.0,70.42.32.31,443.0,6.0,570466.0
130.233.145.70,138.0,130.233.145.255,138.0,,0.0
3.8.75.184,2048.0,130.233.145.193,6979.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,40893.0,1.0,0.0
130.233.145.193,0.0,54.65.70.208,31403.0,1.0,0.0
130.233.226.86,45782.0,130.233.145.193,10050.0,6.0,3053.0
130.233.145.193,41660.0,130.233.226.86,10051.0,6.0,1101.0
,38726.0,130.233.145.193,10050.0,6.0,2871.0
130.233.145.193,49968.0,157.240.194.27,443.0,6.0,170555826.0
130.233.145.193,60620.0,130.233.227.12,111.0,6.0,957.0
130.233.145.193,35372.0,192.139.46.66,443.0,6.0,5654521.0
130.233.145.193,43612.0,31.13.72.8,443.0,6.0,170234595.0
13.234.227.70,2048.0,130.233.145.193,2852.0,1.0,0.0
130.233.145.193,45570.0,130.233.226.86,10051.0,6.0,3227.0
130.233.145.193,53405.0,130.233.227.12,111.0,17.0,701.0
130.233.145.193,56812.0,151.139.128.14,80.0,6.0,65037860.0
130.233.145.193,59446.0,54.171.13.176,443.0,6.0,40669664.0
130.233.145.193,44898.0,130.233.226.86,10051.0,6.0,2495.0
130.233.145.193,44248.0,172.64.173.16,,6.0,59055226.0
130.233.145.193,0.0,13.231.120.57,15379.0,1.0,0.0
130.233.145.193,45952.0,130.233.227.12,111.0,,10267.0
130.233.145.193,47808.0,85.114.159.118,443.0,6.0,5940775.0
130.233.145.115,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,50660.0,130.233.227.12,111.0,17.0,428.0
130.233.145.193,43458.0,104.17.142.36,443.0,6.0,173558441.0
130.233.226.86,2048.0,130.233.145.193,33677.0,1.0,0.0
130.233.145.193,39598.0,216.58.207.195,443.0,6.0,35244.0
,,107.21.62.100,443.0,6.0,20733348.0
130.233.145.193,0.0,130.233.226.86,47815.0,1.0,0.0
130.233.145.193,59452.0,54.171.13.176,443.0,6.0,40802712.0
130.233.145.167,137.0,130.233.145.255,137.0,,1519753.0
130.233.145.193,35782.0,216.58.207.227,80.0,6.0,115286278.0
130.233.226.86,35188.0,130.233.145.193,10050.0,6.0,1038.0
130.233.145.193,50594.0,23.42.152.238,443.0,6.0,115341831.0
130.233.145.99,137.0,130.233.145.255,137.0,17.0,1525825.0
130.233.145.193,44298.0,185.76.9.25,443.0,6.0,170291747.0
,51672.0,216.58.207.193,443.0,6.0,170954078.0
130.233.145.193,797.0,130.233.227.12,635.0,17.0,
130.233.145.193,45726.0,52.85.243.55,443.0,6.0,5270263.0
130.233.145.193,46550.0,23.32.88.144,443.0,6.0,21969237.0
,59597.0,130.233.227.12,2049.0,6.0,794.0
130.233.145.193,0.0,130.233.226.86,40590.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,47031.0,1.0,0.0
130.233.145.193,32802.0,13.33.76.166,443.0,6.0,276812708.0
130.233.145.193,0.0,,37080.0,1.0,0.0
130.233.145.193,,151.101.85.111,443.0,6.0,24925.0
130.233.145.193,60216.0,130.233.227.12,111.0,,1478.0
130.233.145.193,42476.0,130.233.226.86,10051.0,6.0,3315.0
130.233.145.193,42432.0,70.42.32.31,443.0,6.0,579116.0
130.233.145.193,0.0,130.233.226.86,16383.0,1.0,0.0
130.233.145.193,39256.0,,443.0,6.0,154810978.0
130.233.145.193,53036.0,188.65.126.249,443.0,6.0,581521064.0
130.233.145.193,45728.0,52.85.243.55,443.0,6.0,5268553.0
54.65.70.208,2048.0,130.233.145.193,24651.0,1.0,0.0
130.233.226.86,57034.0,130.233.145.193,10050.0,6.0,
130.233.145.193,57976.0,31.13.72.8,443.0,6.0,597504117.0
130.233.145.193,41668.0,130.233.226.86,10051.0,,2498.0
130.233.145.193,0.0,130.233.226.86,55596.0,1.0,
130.233.145.180,,130.233.145.255,137.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,42043.0,1.0,0.0
130.233.145.193,38400.0,130.233.227.12,111.0,17.0,575.0
130.233.145.70,137.0,130.233.145.255,137.0,17.0,1486175.0
130.233.226.86,2048.0,130.233.145.193,43299.0,1.0,0.0
130.233.226.86,55102.0,130.233.145.193,10050.0,6.0,1292.0
130.233.145.193,57690.0,193.166.4.71,80.0,6.0,115676108.0
130.233.145.193,0.0,130.233.226.86,979.0,1.0,0.0
130.233.145.129,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.53,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,57546.0,130.233.226.86,,6.0,14076.0
130.233.145.193,52224.0,,443.0,6.0,170443483.0
130.233.145.193,44214.0,192.0.78.24,443.0,6.0,171065150.0
130.233.145.193,38454.0,192.0.77.2,443.0,6.0,30911.0
130.233.145.79,138.0,130.233.145.255,138.0,17.0,0.0
,45740.0,130.233.226.86,10051.0,6.0,2426.0
130.233.226.86,2048.0,130.233.145.193,1843.0,1.0,0.0
130.233.145.129,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,37786.0,192.0.77.32,443.0,6.0,29819.0
130.233.145.167,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,11403.0,1.0,0.0
,2048.0,130.233.145.193,42936.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,44847.0,1.0,
130.233.226.86,2048.0,130.233.145.193,19989.0,1.0,0.0
130.233.226.86,48306.0,130.233.145.193,10050.0,6.0,1523.0
130.233.226.86,2048.0,130.233.145.193,14466.0,1.0,0.0
52.69.153.168,2048.0,130.233.145.193,5202.0,1.0,0.0
130.233.145.193,59468.0,172.217.21.130,443.0,6.0,45687.0
130.233.145.193,0.0,130.233.226.86,59644.0,1.0,0.0
130.233.145.193,57496.0,130.233.226.86,10051.0,6.0,2354.0
130.233.145.193,41640.0,130.233.226.86,10051.0,6.0,3250.0
130.233.145.193,,130.233.226.86,10051.0,6.0,3848.0
130.233.145.193,52386.0,216.58.211.4,,6.0,170956920.0
130.233.145.162,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,48758.0,64.202.112.63,443.0,6.0,466638.0
130.233.145.193,,13.33.76.147,443.0,6.0,576341024.0
,0.0,130.233.226.86,19134.0,1.0,0.0
130.233.145.193,43764.0,51.77.117.114,443.0,6.0,10599463.0
130.233.145.193,40995.0,130.233.227.12,2049.0,6.0,1161.0
130.233.145.193,59026.0,130.233.227.12,111.0,17.0,333.0
130.233.145.193,43306.0,109.105.109.204,443.0,6.0,497034082.0
130.233.145.63,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,40166.0,18.204.96.124,443.0,6.0,115664562.0
130.233.145.193,42456.0,216.58.207.206,443.0,6.0,205943805.0
,52346.0,52.109.88.122,443.0,6.0,123344264.0
130.233.145.193,46704.0,151.101.84.175,443.0,6.0,5030798.0
130.233.145.193,60592.0,,111.0,6.0,10688.0
130.233.145.193,50110.0,130.233.251.6,53.0,17.0,595552171.0
130.233.145.193,0.0,130.233.226.86,13659.0,1.0,
130.233.145.193,46739.0,130.233.227.12,635.0,17.0,415.0
130.233.145.193,0.0,130.233.226.86,48539.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,57837.0,,0.0
130.233.145.193,49898.0,172.82.248.109,443.0,6.0,18930231.0
,45866.0,130.233.227.12,111.0,6.0,1066.0
130.233.145.193,59174.0,130.233.226.86,10051.0,6.0,1355.0
130.233.145.193,0.0,130.233.226.86,29472.0,1.0,0.0
,39784.0,13.107.136.13,443.0,6.0,124345323.0
130.233.145.193,52352.0,52.109.88.122,443.0,6.0,344146457.0
130.233.145.193,0.0,130.233.226.86,63936.0,1.0,0.0
130.233.145.193,59440.0,91.228.74.145,443.0,6.0,14705358.0
130.233.145.193,38726.0,216.58.211.22,443.0,6.0,60877.0
130.233.145.193,41600.0,130.233.226.86,10051.0,6.0,2003.0
130.233.145.25,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.151,,130.233.145.255,138.0,17.0,0.0
130.233.145.128,138.0,130.233.145.255,138.0,17.0,0.0
52.197.186.152,2048.0,130.233.145.193,11091.0,1.0,0.0
130.233.145.193,45520.0,130.233.226.86,10051.0,6.0,2735.0
130.233.145.193,44744.0,157.240.194.21,443.0,6.0,30025.0
130.233.145.193,53652.0,151.139.128.14,80.0,6.0,66164668.0
130.233.145.193,53167.0,130.233.224.60,123.0,17.0,802.0
130.233.145.193,40194.0,193.166.4.72,443.0,6.0,40026154.0
130.233.145.193,0.0,130.233.226.86,3891.0,1.0,0.0
130.233.145.167,,130.233.145.255,138.0,17.0,0.0
130.233.145.71,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.47,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,59164.0,130.233.226.86,10051.0,6.0,2810.0
130.233.145.99,137.0,130.233.145.255,137.0,17.0,1520560.0
130.233.145.193,52190.0,23.42.152.29,443.0,6.0,6014083.0
130.233.145.94,53497.0,,137.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,4208.0,1.0,0.0
130.233.145.193,52496.0,93.184.220.29,80.0,6.0,223753688.0
130.233.145.97,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,44904.0,130.233.226.86,10051.0,6.0,2003.0
130.233.145.193,57444.0,130.233.227.12,111.0,6.0,11428.0
130.233.145.193,50702.0,151.101.85.140,443.0,6.0,33260.0
130.233.226.86,2048.0,130.233.145.193,42260.0,1.0,0.0
130.233.145.193,52570.0,93.184.220.29,80.0,6.0,115028141.0
130.233.145.53,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.79,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,56762.0,130.233.226.86,10051.0,6.0,1364.0
130.233.145.193,58560.0,151.101.86.2,443.0,6.0,587248828.0
130.233.145.193,0.0,130.233.226.86,63895.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,64076.0,1.0,0.0
130.233.145.193,,130.233.227.12,111.0,6.0,
130.233.145.193,37700.0,93.184.220.113,443.0,6.0,60151524.0
130.233.226.86,2048.0,130.233.145.193,59406.0,1.0,0.0
130.233.145.193,0.0,13.234.221.187,64768.0,1.0,0.0
130.233.145.193,59084.0,3.248.146.79,443.0,6.0,60711793.0
130.233.145.193,38862.0,216.58.207.226,443.0,6.0,170361901.0
130.233.226.86,2048.0,130.233.145.193,23865.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,21876.0,1.0,0.0
130.233.145.193,32771.0,130.233.227.12,2049.0,6.0,1452.0
130.233.145.193,46674.0,208.123.73.73,443.0,6.0,71128507.0
130.233.145.193,40515.0,130.233.227.12,111.0,6.0,1026.0
130.233.145.193,771.0,130.233.251.5,36834.0,1.0,498563.0
130.233.145.193,40520.0,52.36.115.0,443.0,6.0,5883608.0
130.233.145.193,50828.0,151.101.128.217,443.0,6.0,120383827.0
130.233.145.193,52138.0,23.42.152.29,443.0,6.0,5536944.0
130.233.226.86,2048.0,130.233.145.193,60130.0,1.0,0.0
,41150.0,91.198.174.192,443.0,6.0,178000546.0
130.233.145.193,,52.85.241.96,443.0,6.0,977507.0
130.233.226.86,50432.0,130.233.145.193,10050.0,6.0,1399.0
130.233.145.118,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,56778.0,130.233.226.86,10051.0,6.0,13091.0
130.233.145.193,45066.0,104.102.51.133,443.0,6.0,9412158.0
130.233.226.86,2048.0,130.233.145.193,21498.0,1.0,0.0
130.233.145.193,57530.0,130.233.226.86,10051.0,6.0,1545.0
130.233.145.193,38738.0,130.233.227.12,111.0,17.0,640.0
130.233.145.193,44562.0,74.125.110.168,443.0,6.0,36963608.0
130.233.145.193,53244.0,216.58.211.142,443.0,6.0,170395612.0
130.233.145.193,46670.0,208.123.73.73,443.0,6.0,71804919.0
130.233.145.193,50596.0,23.42.152.238,443.0,6.0,115342879.0
,2048.0,130.233.145.193,23787.0,1.0,0.0
130.233.145.193,33509.0,130.233.227.16,2049.0,6.0,757.0
130.233.145.193,39158.0,52.85.241.129,443.0,6.0,298161.0
130.233.145.193,34618.0,185.33.223.215,443.0,6.0,5230866.0
130.233.145.82,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,62129.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,12745.0,1.0,0.0
130.233.145.193,50192.0,13.33.44.248,,6.0,116086860.0
130.233.145.193,50818.0,151.101.128.217,443.0,6.0,116357947.0
130.233.226.86,2048.0,130.233.145.193,7509.0,1.0,0.0
130.233.145.193,47168.0,130.233.227.12,111.0,17.0,608.0
130.233.145.193,0.0,,52495.0,1.0,0.0
,138.0,130.233.145.255,138.0,,0.0
130.233.145.193,51924.0,23.42.152.29,443.0,6.0,211817119.0
130.233.145.193,54646.0,52.85.241.19,443.0,6.0,170930658.0
130.233.145.193,50156.0,52.85.240.181,443.0,6.0,39978.0
130.233.145.193,,23.42.152.29,443.0,6.0,92734440.0
130.233.145.35,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,59108.0,130.233.226.86,10051.0,6.0,1649.0
130.233.145.193,48934.0,192.0.72.31,443.0,6.0,35748.0
130.233.145.193,44958.0,130.233.226.86,10051.0,6.0,14618.0
130.233.145.193,41636.0,130.233.227.12,,17.0,386.0
130.233.145.193,0.0,130.233.226.86,2439.0,1.0,0.0
130.233.145.193,33802.0,192.0.73.2,443.0,6.0,175830578.0
130.233.145.193,46715.0,130.233.227.12,2049.0,6.0,
130.233.145.193,40634.0,193.166.4.70,80.0,6.0,115740656.0
130.233.145.193,37536.0,93.184.220.113,443.0,6.0,59804634.0
130.233.145.193,0.0,130.233.226.86,10976.0,1.0,0.0
130.233.145.193,56640.0,,10051.0,,
130.233.145.193,50110.0,130.233.251.4,53.0,17.0,
130.233.226.86,2048.0,130.233.145.193,35118.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,48473.0,1.0,0.0
130.233.145.193,34417.0,130.233.227.12,635.0,17.0,3932.0
,2048.0,130.233.145.193,27909.0,1.0,0.0
130.233.145.193,59270.0,54.173.246.243,443.0,6.0,170805873.0
130.233.145.193,44790.0,195.8.215.224,443.0,,1275682.0
130.233.145.193,,130.233.226.86,10051.0,6.0,2352.0
130.233.145.98,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,57984.0,216.58.211.131,443.0,6.0,170216362.0
130.233.145.193,57540.0,130.233.226.86,10051.0,6.0,4432.0
130.233.145.193,59480.0,54.171.13.176,443.0,6.0,20281742.0
130.233.145.193,45564.0,172.217.21.162,443.0,6.0,170606803.0
130.233.145.193,45928.0,130.233.227.12,111.0,6.0,9381.0
130.233.226.86,2048.0,130.233.145.193,58458.0,1.0,0.0
,52950.0,140.109.20.229,80.0,6.0,744376.0
,42154.0,130.233.226.86,10051.0,6.0,1259.0
130.233.145.129,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,,24706.0,1.0,0.0
130.233.145.193,36941.0,130.233.227.12,111.0,6.0,1999.0
130.233.145.193,57268.0,130.233.227.12,111.0,6.0,1259.0
130.233.145.98,138.0,130.233.145.255,,17.0,
130.233.145.193,0.0,130.233.226.86,37166.0,1.0,0.0
130.233.145.193,59260.0,54.171.13.176,443.0,,119591982.0
130.233.145.193,59448.0,54.171.13.176,443.0,,1635764.0
130.233.145.193,,130.233.226.86,10051.0,6.0,
130.233.145.193,60436.0,130.233.227.12,111.0,6.0,897.0
130.233.145.193,40038.0,46.137.117.17,443.0,,238347086.0
130.233.226.86,33692.0,130.233.145.193,,6.0,2711.0
130.233.145.193,60548.0,130.233.227.12,111.0,6.0,1323.0
130.233.145.193,50600.0,23.42.152.238,443.0,6.0,115346307.0
130.233.145.193,35668.0,192.139.46.66,443.0,6.0,5353910.0
130.233.226.86,40472.0,130.233.145.193,,,3613.0
130.233.145.193,45906.0,130.233.227.12,111.0,6.0,1161.0
130.233.145.193,52642.0,52.114.6.46,443.0,6.0,7836348.0
130.233.145.66,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,33238.0,23.42.152.136,443.0,6.0,40039841.0
130.233.145.193,,130.233.226.86,13475.0,1.0,0.0
130.233.145.193,50110.0,130.233.251.6,53.0,17.0,353259895.0
130.233.145.193,43316.0,109.105.109.204,443.0,6.0,5029397.0
130.233.145.193,43370.0,130.233.227.12,111.0,6.0,1179.0
130.233.145.193,0.0,130.233.226.86,40814.0,1.0,0.0
130.233.145.193,33262.0,216.58.211.3,80.0,6.0,115150680.0
130.233.145.193,58940.0,140.109.20.229,443.0,6.0,7380445.0
130.233.226.86,43758.0,130.233.145.193,10050.0,6.0,2510.0
130.233.145.193,56670.0,130.233.226.86,10051.0,6.0,1706.0
130.233.145.193,53672.0,151.139.128.14,80.0,6.0,65036518.0
130.233.145.162,138.0,130.233.145.255,138.0,17.0,0.0
3.112.210.255,2048.0,130.233.145.193,2436.0,1.0,0.0
130.233.145.193,38542.0,52.85.241.28,443.0,6.0,20317862.0
130.233.226.86,2048.0,,,1.0,0.0
130.233.145.193,57152.0,130.233.227.12,111.0,6.0,1405.0
130.233.145.193,46596.0,151.101.84.175,443.0,6.0,5489598.0
130.233.145.193,57688.0,193.166.4.71,80.0,6.0,115676206.0
130.233.145.193,48932.0,192.0.72.31,443.0,6.0,36845.0
130.233.145.193,39574.0,216.58.207.195,443.0,,170497303.0
130.233.145.193,35111.0,130.233.227.12,111.0,,
130.233.145.193,54365.0,130.233.227.12,111.0,17.0,781.0
130.233.226.86,58300.0,130.233.145.193,10050.0,6.0,964.0
130.233.145.193,50110.0,130.233.251.4,53.0,17.0,599146006.0
130.233.145.193,53860.0,151.139.128.14,80.0,,20401814.0
,52804.0,130.233.251.5,88.0,6.0,1592.0
130.233.145.193,59094.0,130.233.226.86,10051.0,6.0,2973.0
130.233.226.86,43508.0,130.233.145.193,,,994.0
130.233.145.193,50110.0,130.233.251.7,53.0,17.0,345615171.0
130.233.145.99,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,27424.0,1.0,0.0
130.233.226.86,,130.233.145.193,10050.0,6.0,
130.233.145.193,0.0,130.233.226.86,23812.0,1.0,0.0
130.233.145.193,47804.0,85.114.159.118,443.0,6.0,
130.233.145.193,34650.0,185.33.223.215,443.0,6.0,5101037.0
130.233.145.193,50458.0,91.198.174.208,443.0,6.0,88115.0
130.233.226.86,2048.0,130.233.145.193,15112.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,2208.0,1.0,0.0
130.233.145.193,59256.0,31.13.72.36,,6.0,30113.0
130.233.145.193,34732.0,185.33.223.215,443.0,6.0,5077439.0
130.233.145.193,53193.0,130.233.227.12,635.0,17.0,396.0
130.233.145.193,34322.0,216.58.207.202,443.0,6.0,14933221.0
130.233.145.71,137.0,130.233.145.255,,17.0,1503853.0
,42470.0,130.233.226.86,10051.0,6.0,1747.0
130.233.145.193,42578.0,172.217.20.35,80.0,6.0,115126751.0
130.233.226.86,2048.0,130.233.145.193,13891.0,1.0,0.0
130.233.145.193,56875.0,130.233.227.16,635.0,17.0,436.0
130.233.145.99,137.0,130.233.145.255,137.0,17.0,308626392.0
130.233.145.193,42354.0,13.33.44.15,443.0,,115943073.0
130.233.226.86,33654.0,130.233.145.193,10050.0,6.0,1772.0
130.233.226.86,2048.0,130.233.145.193,41742.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,32672.0,1.0,0.0
130.233.145.90,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,60847.0,130.233.227.12,2049.0,17.0,2307.0
130.233.226.86,2048.0,130.233.145.193,17038.0,1.0,0.0
130.233.145.167,137.0,130.233.145.255,137.0,17.0,77634400.0
130.233.145.193,50706.0,151.101.85.140,443.0,6.0,27938.0
130.233.145.193,58423.0,130.233.227.12,111.0,6.0,1392.0
130.233.226.86,2048.0,130.233.145.193,63536.0,1.0,0.0
130.233.226.86,52000.0,130.233.145.193,10050.0,6.0,
130.233.145.193,56758.0,130.233.226.86,10051.0,6.0,3044.0
130.233.226.86,36310.0,130.233.145.193,10050.0,6.0,1036.0
130.233.145.143,138.0,130.233.145.255,,17.0,0.0
54.95.25.133,2048.0,130.233.145.193,58996.0,1.0,0.0
130.233.145.193,0.0,13.114.205.137,,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,3408.0,1.0,0.0
130.233.145.193,55388.0,172.217.22.162,443.0,6.0,171026134.0
130.233.145.193,0.0,130.233.226.86,44984.0,1.0,0.0
130.233.145.193,59494.0,172.217.21.130,443.0,6.0,25079.0
130.233.145.193,42396.0,130.233.226.86,10051.0,6.0,2839.0
130.233.145.193,57586.0,130.233.227.12,111.0,6.0,1167.0
130.233.145.193,45590.0,217.20.113.38,443.0,6.0,
130.233.226.86,59758.0,130.233.145.193,10050.0,,6743.0
130.233.145.193,51882.0,23.42.152.29,443.0,6.0,115993262.0
130.233.145.193,60904.0,104.16.90.50,443.0,6.0,20336351.0
130.233.145.193,40354.0,216.58.211.1,443.0,6.0,42433.0
130.233.145.193,0.0,,30307.0,1.0,0.0
130.233.145.193,35134.0,13.33.76.87,443.0,6.0,5026373.0
130.233.145.193,45688.0,130.233.226.86,10051.0,,15832.0
130.233.145.118,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,28506.0,1.0,0.0
130.233.145.193,45886.0,130.233.227.12,111.0,,1138.0
130.233.145.193,47936.0,54.194.74.162,443.0,6.0,595393871.0
130.233.145.185,137.0,130.233.145.255,137.0,17.0,43871073.0
130.233.145.71,138.0,130.233.145.255,138.0,17.0,
130.233.145.193,0.0,130.233.226.86,528.0,1.0,0.0
130.233.145.193,44412.0,195.8.215.136,443.0,6.0,286248.0
,40612.0,185.33.223.203,443.0,,5909417.0
130.233.226.86,2048.0,130.233.145.193,23152.0,1.0,0.0
130.233.145.22,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,59116.0,130.233.226.86,10051.0,6.0,3322.0
130.233.145.193,41672.0,130.233.226.86,10051.0,6.0,1584.0
130.233.145.193,920.0,130.233.227.12,,17.0,851.0
130.233.145.193,59274.0,54.171.13.176,,6.0,120603256.0
130.233.145.193,42306.0,70.42.32.31,443.0,6.0,596965.0
130.233.145.193,57528.0,130.233.226.86,10051.0,,1426.0
130.233.145.193,42464.0,130.233.226.86,10051.0,6.0,1884.0
130.233.145.193,,52.85.243.198,443.0,6.0,818156.0
130.233.145.193,0.0,3.112.60.141,,1.0,0.0
130.233.145.70,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,51922.0,23.42.152.29,443.0,6.0,115802802.0
130.233.145.193,35662.0,23.42.152.237,443.0,6.0,40042846.0
130.233.226.86,2048.0,130.233.145.193,43216.0,1.0,0.0
130.233.145.193,48734.0,130.233.227.12,2049.0,17.0,450.0
130.233.145.193,56782.0,130.233.226.86,10051.0,6.0,10456.0
130.233.145.193,59478.0,54.171.13.176,443.0,6.0,1664546.0
130.233.145.193,52612.0,52.114.6.46,443.0,6.0,30317680.0
130.233.145.193,0.0,130.233.226.86,27942.0,1.0,0.0
130.233.145.193,35833.0,130.233.251.5,88.0,17.0,779.0
130.233.226.86,45316.0,130.233.145.193,10050.0,6.0,1338.0
130.233.145.193,44382.0,195.8.215.136,443.0,6.0,11061786.0
130.233.145.193,34357.0,130.233.227.12,111.0,17.0,763.0
130.233.226.86,2048.0,130.233.145.193,44261.0,,0.0
130.233.145.193,0.0,130.233.226.86,31609.0,1.0,0.0
130.233.145.193,58942.0,140.109.20.229,443.0,6.0,9234650.0
130.233.145.193,,130.233.226.86,37492.0,1.0,0.0
130.233.145.47,137.0,130.233.145.255,137.0,17.0,1500428.0
130.233.145.193,59922.0,130.233.227.12,111.0,6.0,1140.0
130.233.145.193,45500.0,130.233.226.86,10051.0,6.0,1601.0
130.233.145.22,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,4986.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,28758.0,1.0,0.0
,,130.233.145.255,138.0,17.0,0.0
130.233.145.193,,130.233.226.86,60621.0,1.0,0.0
130.233.145.63,138.0,130.233.145.255,138.0,17.0,0.0
