srcip,srcport,dstip,dstport,proto,duration
130.233.145.193,59328.0,54.171.13.176,443.0,6.0,88451104.0
130.233.145.193,0.0,130.233.226.86,51649.0,1.0,0.0
130.233.145.193,52806.0,151.101.84.193,443.0,6.0,26122.0
130.233.145.193,0.0,52.69.153.168,7250.0,1.0,0.0
130.233.145.193,59392.0,54.171.13.176,443.0,6.0,107439360.0
130.233.145.193,38452.0,192.0.77.2,443.0,6.0,32340.0
130.233.145.193,46666.0,151.101.84.175,443.0,6.0,5031557.0
130.233.226.86,2048.0,130.233.145.193,30314.0,1.0,0.0
130.233.145.193,45558.0,130.233.226.86,10051.0,6.0,5033.0
130.233.145.193,49698.0,151.101.86.49,443.0,6.0,170850597.0
130.233.145.193,42326.0,13.33.44.15,443.0,6.0,115731639.0
130.233.145.193,,130.233.226.86,,1.0,0.0
130.233.145.193,57536.0,130.233.226.86,10051.0,6.0,2178.0
130.233.145.193,0.0,35.154.18.58,6143.0,1.0,0.0
130.233.145.193,45364.0,31.13.72.12,443.0,6.0,174466787.0
130.233.226.86,2048.0,130.233.145.193,38766.0,,0.0
130.233.145.193,0.0,130.233.226.86,22047.0,1.0,0.0
130.233.145.193,41917.0,130.233.227.12,111.0,6.0,1195.0
130.233.145.193,36085.0,130.233.227.12,111.0,6.0,1008.0
130.233.145.193,56702.0,130.233.226.86,10051.0,6.0,
130.233.145.193,41156.0,188.65.124.64,443.0,6.0,68804594.0
130.233.145.193,0.0,,60506.0,1.0,
130.233.145.193,55746.0,104.18.21.226,80.0,6.0,115348596.0
130.233.145.193,46306.0,216.58.211.130,443.0,6.0,2311691.0
130.233.145.193,39596.0,216.58.207.195,443.0,6.0,
,2048.0,130.233.145.193,24590.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,49859.0,1.0,0.0
130.233.145.47,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,33606.0,192.0.73.2,443.0,6.0,37392.0
130.233.145.193,34824.0,23.32.88.144,443.0,,5381253.0
130.233.145.193,59973.0,130.233.227.12,111.0,6.0,
130.233.145.143,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,44308.0,1.0,0.0
130.233.226.86,,130.233.145.193,10050.0,6.0,3349.0
130.233.145.193,52035.0,130.233.227.12,,6.0,740.0
130.233.145.193,50110.0,,53.0,17.0,588979105.0
130.233.145.193,50110.0,130.233.251.7,53.0,17.0,588979103.0
,0.0,130.233.226.86,64904.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,51330.0,1.0,0.0
130.233.145.193,41016.0,193.166.4.71,80.0,6.0,115905440.0
,0.0,,15780.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,23108.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,60633.0,1.0,0.0
130.233.226.86,2048.0,,22658.0,1.0,0.0
130.233.145.193,46254.0,151.101.84.175,443.0,6.0,123470796.0
,50174.0,13.33.44.248,443.0,6.0,117156353.0
130.233.145.193,0.0,130.233.226.86,25913.0,1.0,0.0
130.233.145.193,39478.0,192.0.123.248,443.0,6.0,171193791.0
130.233.226.86,2048.0,130.233.145.193,38542.0,1.0,0.0
130.233.145.193,51582.0,216.58.207.200,443.0,6.0,170315073.0
130.233.145.193,0.0,130.233.226.86,589.0,1.0,
130.233.145.193,35907.0,130.233.227.12,2049.0,6.0,916.0
130.233.145.193,59110.0,130.233.226.86,10051.0,6.0,2180.0
130.233.145.193,52689.0,130.233.227.12,2049.0,6.0,821.0
130.233.145.193,59454.0,172.217.21.130,443.0,6.0,170928204.0
130.233.145.193,974.0,130.233.227.16,2049.0,6.0,52813.0
130.233.145.193,55202.0,40.102.34.34,443.0,6.0,
130.233.145.193,57508.0,130.233.226.86,10051.0,6.0,6508.0
130.233.145.193,51978.0,192.0.78.18,443.0,6.0,170404559.0
130.233.145.193,44774.0,195.8.215.224,443.0,6.0,1359739.0
130.233.145.66,137.0,130.233.145.255,137.0,17.0,1504311.0
,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,11639.0,1.0,0.0
130.233.145.193,50824.0,151.101.128.217,443.0,6.0,120385471.0
130.233.145.16,,130.233.145.255,138.0,17.0,0.0
130.233.145.193,33608.0,192.0.73.2,443.0,6.0,174046521.0
130.233.145.193,0.0,130.233.226.86,,1.0,0.0
130.233.145.66,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,56666.0,130.233.226.86,10051.0,6.0,4238.0
130.233.145.193,45564.0,130.233.226.86,10051.0,6.0,2999.0
130.233.251.5,60191.0,130.233.145.193,137.0,17.0,498232.0
130.233.145.193,51132.0,,443.0,6.0,116125864.0
130.233.145.193,43820.0,172.64.173.16,443.0,6.0,171045172.0
130.233.145.193,0.0,130.233.226.86,29957.0,1.0,0.0
130.233.145.118,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,46764.0,130.233.145.193,10050.0,6.0,714.0
130.233.145.193,0.0,130.233.226.86,42143.0,1.0,0.0
130.233.145.193,35368.0,192.139.46.66,443.0,6.0,6241371.0
130.233.145.193,59348.0,46.51.199.167,443.0,6.0,226143092.0
130.233.145.193,33776.0,216.58.211.3,80.0,6.0,299399531.0
130.233.145.193,33280.0,208.80.154.232,80.0,6.0,65329698.0
130.233.145.193,34628.0,93.184.220.113,443.0,6.0,66819.0
130.233.145.193,50110.0,130.233.251.5,53.0,17.0,
130.233.145.193,57550.0,,10051.0,6.0,1299.0
130.233.145.193,40154.0,,443.0,6.0,116600327.0
130.233.145.193,0.0,130.233.226.86,6946.0,1.0,0.0
130.233.145.193,57114.0,130.233.227.12,111.0,17.0,347.0
130.233.145.193,44742.0,157.240.194.21,443.0,6.0,415760631.0
130.233.145.193,59098.0,130.233.226.86,10051.0,6.0,1740.0
130.233.145.193,897.0,130.233.227.12,635.0,17.0,867.0
13.234.221.183,2048.0,130.233.145.193,37403.0,1.0,0.0
130.233.145.193,43352.0,,443.0,6.0,115930126.0
130.233.145.193,44732.0,195.8.215.224,443.0,6.0,1196939.0
130.233.145.193,56752.0,130.233.226.86,10051.0,6.0,1626.0
130.233.226.86,2048.0,130.233.145.193,65043.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,63452.0,1.0,0.0
,53858.0,151.139.128.14,80.0,6.0,20401810.0
130.233.145.193,58872.0,3.120.224.89,443.0,6.0,10132057.0
130.233.145.193,34674.0,185.33.223.215,443.0,6.0,5086390.0
130.233.145.193,58930.0,140.109.20.229,443.0,6.0,10315630.0
130.233.145.193,59200.0,130.233.226.86,10051.0,6.0,1424.0
130.233.145.193,57752.0,172.217.21.163,443.0,6.0,170899336.0
,45620.0,130.233.226.86,10051.0,6.0,1837.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,33436.0,1.0,0.0
130.233.145.193,49282.0,23.32.88.144,443.0,6.0,597045032.0
130.233.226.86,2048.0,130.233.145.193,33838.0,1.0,0.0
130.233.145.193,38950.0,130.233.251.5,88.0,6.0,1453.0
130.233.145.193,37982.0,130.233.251.5,88.0,17.0,971.0
130.233.226.86,48110.0,130.233.145.193,10050.0,6.0,1269.0
130.233.145.193,47142.0,50.63.243.230,,6.0,394025.0
130.233.145.193,43494.0,130.233.227.12,111.0,6.0,1218.0
130.233.145.193,0.0,130.233.226.86,61504.0,1.0,0.0
130.233.145.193,53928.0,35.190.72.21,443.0,6.0,178360301.0
130.233.145.193,37640.0,93.184.220.113,443.0,6.0,59622185.0
130.233.145.193,55900.0,,443.0,6.0,177345964.0
130.233.145.193,51684.0,52.17.77.132,443.0,6.0,5957693.0
130.233.145.193,45736.0,130.233.226.86,10051.0,6.0,12965.0
130.233.145.193,41616.0,130.233.226.86,10051.0,,2251.0
130.233.226.86,2048.0,130.233.145.193,44556.0,1.0,0.0
130.233.145.193,41666.0,130.233.226.86,10051.0,6.0,1914.0
130.233.145.193,52806.0,130.233.251.5,88.0,6.0,1632.0
130.233.145.193,0.0,130.233.226.86,42941.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,5124.0,1.0,0.0
130.233.145.193,59386.0,172.217.21.130,443.0,6.0,576795701.0
130.233.145.193,0.0,130.233.226.86,1556.0,1.0,0.0
130.233.145.193,42292.0,130.233.226.86,10051.0,6.0,1398.0
3.112.14.218,2048.0,130.233.145.193,44269.0,1.0,0.0
13.114.205.137,2048.0,130.233.145.193,63434.0,1.0,0.0
130.233.145.193,50700.0,151.101.85.140,443.0,6.0,16338615.0
130.233.226.86,2048.0,130.233.145.193,46312.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,58676.0,1.0,0.0
130.233.145.193,56672.0,216.58.211.142,443.0,6.0,181200242.0
130.233.145.193,50456.0,91.198.174.208,443.0,6.0,
130.233.145.193,50158.0,52.85.240.181,443.0,6.0,32725.0
130.233.226.86,2048.0,,56342.0,1.0,0.0
130.233.145.193,57242.0,52.215.122.36,443.0,6.0,170887793.0
130.233.145.193,59144.0,130.233.226.86,10051.0,6.0,2181.0
130.233.145.193,53888.0,151.139.128.14,80.0,6.0,20586043.0
130.233.145.193,35670.0,192.139.46.66,443.0,6.0,5549474.0
130.233.145.124,17500.0,130.233.145.255,17500.0,17.0,573622916.0
130.233.226.86,2048.0,130.233.145.193,47936.0,1.0,0.0
130.233.145.193,,157.240.194.27,443.0,6.0,598919360.0
130.233.145.193,53670.0,151.139.128.14,80.0,6.0,65022998.0
130.233.145.193,59132.0,130.233.226.86,10051.0,6.0,1076.0
130.233.145.79,,,138.0,17.0,0.0
130.233.145.193,52786.0,188.65.124.34,443.0,6.0,
130.233.145.101,138.0,130.233.145.255,138.0,,0.0
130.233.145.12,138.0,,138.0,17.0,0.0
130.233.145.193,58334.0,54.72.133.38,443.0,6.0,82818384.0
130.233.226.86,2048.0,130.233.145.193,30794.0,,0.0
130.233.145.193,42466.0,130.233.226.86,10051.0,6.0,3594.0
130.233.145.193,59448.0,172.217.21.130,443.0,6.0,170572647.0
130.233.145.193,0.0,130.233.226.86,15054.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,2646.0,1.0,0.0
35.154.18.58,2048.0,130.233.145.193,29804.0,1.0,0.0
130.233.145.193,0.0,13.234.221.183,39451.0,1.0,0.0
130.233.145.193,55507.0,130.233.227.12,111.0,17.0,330.0
130.233.145.193,49530.0,104.102.56.238,443.0,6.0,40098314.0
130.233.145.193,59958.0,130.233.227.12,111.0,6.0,13021.0
130.233.145.193,56794.0,130.233.226.86,10051.0,6.0,2926.0
130.233.145.128,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,47218.0,50.63.243.230,80.0,6.0,394578.0
130.233.145.193,0.0,130.233.226.86,30140.0,1.0,0.0
130.233.145.157,57621.0,130.233.145.255,57621.0,17.0,450105133.0
130.233.145.193,51688.0,52.17.77.132,443.0,6.0,5957281.0
130.233.145.193,59138.0,130.233.226.86,10051.0,6.0,8749.0
130.233.145.193,42430.0,130.233.226.86,10051.0,6.0,2934.0
130.233.226.86,2048.0,130.233.145.193,19424.0,1.0,0.0
130.233.145.193,57306.0,130.233.227.12,111.0,6.0,9538.0
130.233.145.193,809.0,130.233.227.12,635.0,17.0,550.0
130.233.145.193,59602.0,151.101.85.111,,6.0,577030053.0
130.233.145.193,42434.0,70.42.32.31,443.0,6.0,576560.0
130.233.145.157,57621.0,130.233.145.255,57621.0,17.0,552485351.0
130.233.145.193,57514.0,130.233.226.86,10051.0,6.0,3443.0
130.233.226.86,2048.0,130.233.145.193,61493.0,1.0,0.0
130.233.145.193,59204.0,13.33.44.179,443.0,6.0,115943934.0
130.233.226.86,2048.0,130.233.145.193,42219.0,1.0,0.0
130.233.145.193,32804.0,13.33.76.166,443.0,6.0,31307.0
130.233.145.193,42632.0,130.233.226.86,10051.0,6.0,2858.0
130.233.145.193,0.0,130.233.226.86,,,0.0
,40447.0,130.233.227.16,2049.0,6.0,8661.0
3.112.60.141,2048.0,130.233.145.193,34835.0,1.0,0.0
130.233.145.193,44902.0,130.233.226.86,10051.0,,1771.0
130.233.145.193,32962.0,64.233.165.156,443.0,6.0,79692.0
130.233.145.193,0.0,130.233.226.86,5456.0,1.0,0.0
130.233.145.193,42130.0,104.19.198.151,443.0,6.0,170556836.0
130.233.226.86,2048.0,130.233.145.193,49133.0,1.0,0.0
130.233.145.193,,178.250.0.163,443.0,6.0,70960568.0
130.233.145.35,57621.0,130.233.145.255,57621.0,17.0,558915173.0
130.233.226.86,2048.0,130.233.145.193,7193.0,1.0,0.0
130.233.145.193,42412.0,130.233.226.86,10051.0,,3243.0
130.233.145.193,50110.0,130.233.251.6,53.0,17.0,587483948.0
130.233.145.193,44208.0,130.233.227.12,111.0,6.0,966.0
130.233.145.193,771.0,,36834.0,1.0,510911.0
130.233.145.193,51146.0,35.190.72.21,443.0,6.0,2008779.0
130.233.145.193,46167.0,130.233.227.12,635.0,17.0,368.0
130.233.145.18,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,42312.0,130.233.226.86,10051.0,6.0,2552.0
130.233.145.15,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,47788.0,216.58.207.246,443.0,6.0,54088.0
130.233.145.193,34603.0,130.233.227.16,2049.0,6.0,7936.0
130.233.226.86,2048.0,130.233.145.193,34746.0,1.0,0.0
130.233.145.193,50354.0,52.85.243.198,443.0,6.0,35141.0
130.233.145.79,138.0,130.233.145.255,138.0,17.0,0.0
,50110.0,130.233.251.4,53.0,17.0,577499172.0
130.233.145.193,0.0,130.233.226.86,45264.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,51907.0,1.0,0.0
130.233.145.193,34112.0,66.117.25.58,443.0,6.0,16744593.0
130.233.145.193,34032.0,31.13.72.36,443.0,6.0,
130.233.145.193,59210.0,,,6.0,12236.0
130.233.145.193,0.0,130.233.226.86,9001.0,1.0,0.0
130.233.145.90,138.0,130.233.145.255,138.0,,0.0
130.233.145.31,138.0,130.233.145.255,138.0,17.0,0.0
,45558.0,130.233.145.193,10050.0,6.0,1554.0
130.233.145.193,39602.0,216.58.207.195,443.0,6.0,42596.0
130.233.145.193,38407.0,130.233.227.12,111.0,6.0,1660.0
130.233.145.193,0.0,130.233.226.86,17244.0,1.0,0.0
130.233.145.193,42324.0,70.42.32.31,443.0,6.0,563792.0
130.233.145.193,52638.0,52.114.6.46,443.0,6.0,9418796.0
130.233.145.193,0.0,130.233.226.86,52580.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,39288.0,1.0,0.0
130.233.226.86,50294.0,130.233.145.193,10050.0,6.0,4660.0
130.233.226.86,42604.0,130.233.145.193,10050.0,6.0,1239.0
,2048.0,130.233.145.193,50110.0,1.0,0.0
130.233.145.193,54781.0,130.233.227.12,111.0,6.0,
130.233.145.193,0.0,130.233.226.86,11298.0,1.0,0.0
130.233.145.193,44236.0,130.233.227.12,111.0,6.0,1140.0
130.233.145.43,137.0,130.233.145.255,137.0,17.0,2260985.0
130.233.145.193,52408.0,107.23.63.145,443.0,6.0,20759029.0
130.233.145.193,0.0,119.93.171.187,20100.0,1.0,
130.233.145.193,41328.0,216.58.207.228,443.0,6.0,54098.0
130.233.145.193,0.0,130.233.226.86,28493.0,1.0,0.0
130.233.145.193,38630.0,23.42.154.17,443.0,6.0,5888965.0
130.233.145.193,,23.42.152.237,443.0,6.0,41684136.0
,44118.0,192.0.78.23,443.0,6.0,174267430.0
130.233.226.86,,130.233.145.193,10050.0,,1057.0
130.233.145.193,59464.0,46.51.199.167,443.0,6.0,82127171.0
130.233.226.86,2048.0,130.233.145.193,64015.0,1.0,0.0
,53380.0,37.252.173.38,443.0,6.0,5339094.0
130.233.145.193,56684.0,130.233.226.86,10051.0,6.0,1163.0
130.233.145.193,0.0,130.233.226.86,,1.0,0.0
130.233.226.86,51956.0,130.233.145.193,,6.0,7708.0
130.233.145.193,0.0,130.233.226.86,41336.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,22037.0,1.0,0.0
130.233.145.193,59876.0,130.233.227.12,111.0,6.0,1014.0
130.233.145.66,137.0,130.233.145.255,,17.0,101003392.0
130.233.145.193,60774.0,130.233.227.12,635.0,17.0,466.0
130.233.145.193,49902.0,172.82.248.109,443.0,6.0,
130.233.145.193,0.0,,14793.0,1.0,0.0
130.233.145.193,,130.233.226.86,10051.0,6.0,2177.0
130.233.226.86,2048.0,130.233.145.193,48048.0,1.0,0.0
130.233.145.193,52228.0,130.233.227.12,111.0,17.0,705.0
130.233.145.193,40382.0,104.24.111.35,443.0,6.0,10692739.0
130.233.226.86,2048.0,130.233.145.193,266.0,1.0,0.0
130.233.145.193,43466.0,104.17.142.36,443.0,6.0,42450.0
130.233.145.193,826.0,130.233.227.12,635.0,17.0,625.0
130.233.145.193,33304.0,23.42.152.136,443.0,6.0,40044568.0
130.233.145.193,46678.0,151.101.84.175,443.0,6.0,5589968.0
130.233.145.193,0.0,130.233.226.86,9284.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,,1.0,0.0
130.233.145.193,44746.0,157.240.194.21,443.0,6.0,30670.0
130.233.226.86,2048.0,130.233.145.193,20137.0,,0.0
130.233.145.193,46610.0,,443.0,6.0,5033240.0
,0.0,130.233.226.86,,1.0,0.0
130.233.145.193,45410.0,130.233.226.86,10051.0,6.0,2546.0
130.233.145.193,50712.0,151.101.85.140,443.0,6.0,24212.0
130.233.145.193,51350.0,172.217.20.46,443.0,6.0,375124213.0
130.233.145.193,0.0,130.233.226.86,45347.0,1.0,0.0
130.233.145.66,137.0,130.233.145.255,137.0,17.0,225709170.0
130.233.226.86,2048.0,130.233.145.193,46425.0,1.0,0.0
130.233.145.193,34922.0,54.76.84.205,443.0,6.0,72461901.0
130.233.145.16,138.0,130.233.145.255,138.0,,0.0
130.233.145.63,138.0,130.233.145.255,,17.0,0.0
130.233.145.193,44634.0,195.8.215.224,443.0,6.0,1205502.0
130.233.145.193,57502.0,130.233.226.86,10051.0,6.0,1252.0
130.233.145.128,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,35282.0,172.217.20.42,443.0,6.0,524760482.0
130.233.145.193,842.0,130.233.227.12,635.0,17.0,355.0
130.233.145.193,45412.0,130.233.226.86,10051.0,6.0,2361.0
,,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,52.197.186.152,13139.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,23001.0,1.0,0.0
130.233.145.193,56680.0,130.233.226.86,10051.0,6.0,1365.0
130.233.145.193,,130.233.226.86,32045.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,36794.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,18135.0,,0.0
130.233.145.193,0.0,130.233.226.86,40627.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,39584.0,1.0,0.0
130.233.145.193,33770.0,216.58.211.3,80.0,6.0,126044526.0
130.233.145.193,44970.0,130.233.226.86,10051.0,6.0,1249.0
130.233.145.193,53606.0,104.16.130.230,443.0,6.0,170501940.0
130.233.226.86,53396.0,130.233.145.193,10050.0,6.0,2022.0
130.233.145.193,0.0,130.233.226.86,22249.0,1.0,0.0
130.233.145.193,59002.0,54.171.13.176,,6.0,40982997.0
130.233.145.193,34606.0,,443.0,6.0,5100958.0
,48928.0,192.0.72.31,443.0,6.0,171087646.0
130.233.145.193,57490.0,130.233.226.86,,6.0,6126.0
130.233.226.86,2048.0,130.233.145.193,13612.0,1.0,0.0
130.233.145.53,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,34702.0,185.33.223.215,443.0,,5673593.0
,,130.233.145.255,137.0,17.0,337066718.0
,56672.0,130.233.226.86,10051.0,6.0,5076.0
130.233.145.193,42566.0,,10051.0,6.0,1111.0
130.233.145.193,50704.0,151.101.85.140,443.0,6.0,2149934.0
130.233.145.193,49882.0,152.199.19.43,443.0,6.0,
130.233.145.193,,130.233.226.86,10051.0,6.0,2900.0
130.233.145.193,47498.0,130.233.227.12,111.0,17.0,356.0
130.233.145.15,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,0.0,130.233.226.86,18627.0,1.0,0.0
130.233.145.193,40164.0,18.204.96.124,443.0,6.0,115666452.0
130.233.145.193,59684.0,151.101.85.111,443.0,6.0,24950.0
13.234.221.179,2048.0,130.233.145.193,16029.0,1.0,0.0
130.233.226.86,33374.0,130.233.145.193,10050.0,6.0,1476.0
130.233.145.193,0.0,130.233.226.86,,1.0,0.0
,50178.0,13.33.44.248,443.0,6.0,116711415.0
130.233.145.193,0.0,130.233.226.86,6256.0,,0.0
130.233.145.193,39315.0,130.233.227.12,635.0,17.0,284.0
130.233.145.180,,130.233.145.255,138.0,17.0,0.0
130.233.145.193,58028.0,31.13.72.8,443.0,6.0,23813.0
130.233.145.193,0.0,130.233.226.86,30554.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,12899.0,1.0,0.0
130.233.145.193,46672.0,208.123.73.73,443.0,6.0,71126060.0
130.233.145.10,137.0,130.233.145.255,137.0,17.0,10505581.0
130.233.145.193,0.0,130.233.226.86,16514.0,1.0,0.0
130.233.145.193,44276.0,130.233.227.12,111.0,6.0,
130.233.145.25,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,23170.0,1.0,0.0
130.233.145.193,45074.0,104.102.51.133,443.0,6.0,66829.0
130.233.145.180,137.0,130.233.145.255,137.0,17.0,
130.233.145.18,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,57542.0,130.233.226.86,10051.0,6.0,2041.0
130.233.145.193,0.0,130.233.226.86,64177.0,1.0,0.0
,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,37070.0,172.217.21.142,443.0,6.0,241506993.0
130.233.145.66,137.0,130.233.145.255,137.0,17.0,108568830.0
130.233.145.193,50110.0,130.233.251.5,53.0,17.0,424850402.0
35.154.18.58,2048.0,,4095.0,1.0,0.0
130.233.145.193,42278.0,54.192.98.134,80.0,6.0,116662387.0
130.233.226.86,2048.0,130.233.145.193,10336.0,1.0,0.0
130.233.226.86,2048.0,130.233.145.193,11427.0,1.0,0.0
54.65.70.208,2048.0,130.233.145.193,29355.0,1.0,0.0
130.233.145.193,974.0,130.233.227.16,2049.0,6.0,300121212.0
130.233.145.193,44722.0,195.8.215.224,443.0,6.0,1189509.0
130.233.145.193,680.0,130.233.227.16,2049.0,6.0,202301561.0
130.233.145.193,53676.0,151.139.128.14,,6.0,65035694.0
130.233.145.193,57520.0,130.233.226.86,10051.0,6.0,13966.0
130.233.145.193,50182.0,13.33.44.248,443.0,6.0,115204458.0
130.233.145.193,50460.0,91.198.174.208,443.0,,87980.0
130.233.145.133,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,863.0,130.233.227.12,635.0,,1175.0
130.233.145.193,0.0,130.233.226.86,61734.0,1.0,0.0
130.233.145.193,57733.0,130.233.227.12,111.0,6.0,1833.0
130.233.226.86,41042.0,130.233.145.193,10050.0,6.0,1419.0
130.233.145.193,43354.0,40.101.84.226,443.0,6.0,115848618.0
130.233.145.130,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,36944.0,130.233.145.193,10050.0,6.0,2456.0
130.233.145.193,0.0,130.233.226.86,7034.0,1.0,
130.233.145.193,56050.0,64.233.165.155,443.0,6.0,170631160.0
130.233.145.193,50110.0,130.233.251.5,53.0,17.0,588979113.0
130.233.145.193,0.0,130.233.226.86,24516.0,1.0,0.0
130.233.145.193,40118.0,46.137.117.17,443.0,6.0,5398815.0
130.233.226.86,37110.0,130.233.145.193,10050.0,6.0,995.0
130.233.145.193,44932.0,130.233.226.86,10051.0,6.0,1536.0
130.233.145.193,60274.0,13.33.44.61,443.0,6.0,
130.233.145.193,57504.0,130.233.226.86,10051.0,6.0,2917.0
130.233.145.167,137.0,130.233.145.255,137.0,17.0,1510030.0
130.233.145.193,39118.0,216.58.211.14,443.0,6.0,170871004.0
130.233.145.9,137.0,130.233.145.255,137.0,17.0,1506614.0
130.233.145.193,39600.0,216.58.207.195,443.0,6.0,41440.0
130.233.226.86,2048.0,130.233.145.193,17919.0,1.0,0.0
130.233.145.193,57518.0,130.233.226.86,10051.0,6.0,1806.0
130.233.145.193,646.0,130.233.227.16,,,638.0
130.233.145.118,138.0,130.233.145.255,138.0,17.0,0.0
130.233.226.86,2048.0,130.233.145.193,62856.0,1.0,0.0
130.233.145.193,52549.0,130.233.227.12,2049.0,6.0,995.0
130.233.226.86,2048.0,130.233.145.193,,1.0,0.0
130.233.145.193,58938.0,140.109.20.229,443.0,6.0,9762905.0
130.233.145.193,814.0,130.233.227.12,635.0,17.0,501.0
130.233.226.86,2048.0,130.233.145.193,22348.0,1.0,0.0
13.114.205.137,2048.0,130.233.145.193,32950.0,1.0,0.0
130.233.145.193,52184.0,23.42.152.29,443.0,6.0,92736827.0
130.233.226.86,2048.0,130.233.145.193,45109.0,1.0,0.0
130.233.145.193,56638.0,130.233.226.86,10051.0,6.0,1963.0
130.233.145.193,50810.0,151.101.128.217,443.0,6.0,192078.0
130.233.145.193,0.0,13.114.205.137,65482.0,1.0,0.0
130.233.145.193,50028.0,209.197.3.15,80.0,6.0,10022647.0
130.233.145.193,52594.0,93.184.220.29,80.0,6.0,115430967.0
130.233.145.193,44710.0,195.8.215.224,443.0,6.0,
130.233.145.193,53304.0,104.200.21.240,80.0,6.0,1042575.0
130.233.145.193,56792.0,130.233.226.86,10051.0,6.0,1139.0
130.233.145.193,43464.0,104.17.142.36,443.0,6.0,43725.0
130.233.145.193,50590.0,23.42.152.238,443.0,6.0,116635021.0
130.233.145.193,59090.0,54.171.13.176,443.0,6.0,134627385.0
130.233.145.193,54648.0,136.144.49.28,443.0,6.0,116593.0
,2048.0,130.233.145.193,4597.0,1.0,0.0
13.231.120.57,2048.0,130.233.145.193,13331.0,1.0,0.0
130.233.145.193,42530.0,70.42.32.31,443.0,6.0,566550.0
130.233.226.86,2048.0,130.233.145.193,46543.0,1.0,0.0
130.233.145.193,0.0,130.233.226.86,17502.0,1.0,0.0
130.233.145.193,57491.0,130.233.227.12,111.0,6.0,1714.0
130.233.145.193,33735.0,130.233.227.12,111.0,6.0,1099.0
130.233.145.193,49060.0,216.58.211.130,443.0,6.0,277991884.0
130.233.145.193,56572.0,130.233.227.12,111.0,6.0,951.0
130.233.145.182,137.0,130.233.145.255,137.0,17.0,303199285.0
130.233.145.193,,104.200.21.240,80.0,,1014483.0
130.233.145.193,0.0,130.233.226.86,48591.0,1.0,0.0
130.233.145.25,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.180,138.0,130.233.145.255,138.0,17.0,
,138.0,130.233.145.255,138.0,17.0,0.0
130.233.145.193,44798.0,195.8.215.224,443.0,6.0,259357.0
,0.0,130.233.226.86,46283.0,1.0,0.0
54.250.239.227,2048.0,130.233.145.193,17656.0,1.0,0.0
130.233.145.193,0.0,54.95.25.133,61044.0,1.0,0.0
130.233.145.193,53434.0,151.139.128.14,80.0,6.0,64546534.0
130.233.145.193,58896.0,104.19.118.115,443.0,6.0,173560652.0
130.233.145.99,137.0,130.233.145.255,137.0,17.0,
130.233.145.193,44792.0,172.217.20.54,443.0,6.0,170442712.0
130.233.145.193,,172.64.173.16,443.0,6.0,170201536.0
130.233.145.193,37502.0,216.58.207.202,443.0,6.0,58637139.0
130.233.145.193,42524.0,54.192.98.134,80.0,6.0,115639049.0
,0.0,,4900.0,1.0,0.0
130.233.145.193,53856.0,151.139.128.14,80.0,6.0,20401855.0
