Date,Price (USD)
06/28/2019,7671.07
06/27/2019,7657.05
06/26/2019,7627.05
06/25/2019,7591.54
06/24/2019,7723.02
06/21/2019,7728.78
06/20/2019,7738.05
06/19/2019,7667.74
06/18/2019,7635.4
06/17/2019,7526.52
06/14/2019,7479.11
06/13/2019,7510.68
06/12/2019,7472.29
06/11/2019,7513.85
06/10/2019,7501.93
06/07/2019,7417.29
06/06/2019,7275.93
06/05/2019,7220.9
06/04/2019,7166.75
06/03/2019,6978.02
05/31/2019,7127.96
05/30/2019,7245.4
05/29/2019,7216.86
05/28/2019,7278.38
05/24/2019,7300.96
05/23/2019,7307.93
05/22/2019,7420.66
05/21/2019,7451.02
05/20/2019,7376.7
05/17/2019,7503.68
05/16/2019,7580.14
05/15/2019,7503.25
05/14/2019,7401.88
05/13/2019,7324.13
05/10/2019,7586.53
05/09/2019,7582.75
05/08/2019,7617.55
05/07/2019,7640.15
05/06/2019,7794.09
05/03/2019,7845.73
05/02/2019,7724.06
05/01/2019,7751.85
04/30/2019,7781.46
04/29/2019,7839.04
04/26/2019,7826.68
04/25/2019,7816.92
04/24/2019,7784.41
04/23/2019,7810.71
04/22/2019,7713.49
04/18/2019,7689.72
04/17/2019,7680.72
04/16/2019,7654.73
04/15/2019,7629.12
04/12/2019,7628.15
04/11/2019,7594.89
04/10/2019,7611.49
04/09/2019,7568.49
04/08/2019,7599.74
04/05/2019,7578.84
04/04/2019,7540.57
04/03/2019,7544.97
04/02/2019,7499.64
04/01/2019,7478.42
03/29/2019,7378.77
03/28/2019,7320.47
03/27/2019,7308.19
03/26/2019,7351.15
03/25/2019,7316.96
03/22/2019,7326.06
03/21/2019,7493.27
03/20/2019,7380.75
03/19/2019,7349.28
03/18/2019,7326.28
03/15/2019,7306.99
03/14/2019,7243.01
03/13/2019,7256.98
03/12/2019,7201.28
03/11/2019,7164.02
03/08/2019,7015.69
03/07/2019,7026.88
03/06/2019,7112.47
03/05/2019,7156.79
03/04/2019,7150.83
03/01/2019,7151.57
02/28/2019,7097.53
02/27/2019,7117
02/26/2019,7123.22
02/25/2019,7115.43
02/22/2019,7090.63
02/21/2019,7035.16
02/20/2019,7062.34
02/19/2019,7066.61
02/15/2019,7055.18
02/14/2019,7022.42
