Date,Price (USD)
11/08/2020,15395.6
11/07/2020,15030.2
11/06/2020,15498.7
11/05/2020,15548.2
11/04/2020,14292.5
11/03/2020,13897.3
11/02/2020,13419
11/01/2020,13666.5
10/31/2020,13659
10/30/2020,13471.3
10/29/2020,13452.7
10/28/2020,13266.6
10/27/2020,13799.5
10/26/2020,13090
10/25/2020,13101.3
10/24/2020,13303.9
10/23/2020,12982.1
10/22/2020,12958.2
10/21/2020,12770.2
10/20/2020,12195.9
10/19/2020,11756.5
10/18/2020,11430.9
10/17/2020,11372.3
10/16/2020,11355.2
10/15/2020,11499
10/14/2020,11376.5
10/13/2020,11442.7
10/12/2020,11469.1
10/11/2020,11395.5
10/10/2020,11327.2
10/09/2020,11419.8
10/08/2020,10896.3
10/07/2020,10645.4
10/06/2020,10588.9
10/05/2020,10778.5
10/04/2020,10684.2
10/03/2020,10545.4
10/02/2020,10552.7
10/01/2020,10613.6
09/30/2020,10801.9
09/29/2020,10768.5
09/28/2020,10697.8
09/27/2020,10895.8
09/26/2020,10778.7
09/25/2020,10706.4
09/24/2020,10685.4
09/23/2020,10300.2
09/22/2020,10485.9
09/21/2020,10450.9
09/20/2020,10957.9
09/19/2020,10950.5
09/18/2020,10960
09/17/2020,10938.2
09/16/2020,10887.4
09/15/2020,10762.2
09/14/2020,10739.2
09/13/2020,10353
09/12/2020,10546.3
09/11/2020,10351.7
09/10/2020,10222.9
09/09/2020,10365.6
09/08/2020,10000.4
09/07/2020,10305.7
09/06/2020,10195.3
09/05/2020,10169.7
09/04/2020,10432.4
09/03/2020,10249.6
09/02/2020,11375.1
09/01/2020,11844.4
08/31/2020,11674.8
08/30/2020,11668.4
08/29/2020,11600.8
08/28/2020,11496.2
08/27/2020,11368
08/26/2020,11401.6
08/25/2020,11350.2
08/24/2020,11690.4
08/23/2020,11666.8
08/22/2020,11591.8
08/21/2020,11468.1
08/20/2020,11847.5
08/19/2020,11718
08/18/2020,11855.9
08/17/2020,12283
08/16/2020,11857.3
08/15/2020,11904.6
08/14/2020,11865.4
08/13/2020,11735.7
08/12/2020,11575.9
08/11/2020,11354.3
08/10/2020,11823.1
08/09/2020,12008.2
08/08/2020,11743.6
08/07/2020,11549.1
08/06/2020,11850.5
08/05/2020,11653.3
08/04/2020,11221.5
08/03/2020,11254.1
08/02/2020,11157.1
08/01/2020,11941.5
07/31/2020,11387.8
07/30/2020,10980.8
07/29/2020,10999
07/28/2020,10956.7
07/27/2020,10935.6
07/26/2020,10192
07/25/2020,9666.3
07/24/2020,9589
07/23/2020,9560
07/22/2020,9488.8
07/21/2020,9361.9
07/20/2020,9178.4
07/19/2020,9188.5
07/18/2020,9157
07/17/2020,9139.4
07/16/2020,9110.1
07/15/2020,9200.1
07/14/2020,9242.1
07/13/2020,9224.1
07/12/2020,9274.2
07/11/2020,9276.5
07/10/2020,9263.8
07/09/2020,9215.5
07/08/2020,9382.5
07/07/2020,9300.5
07/06/2020,9299.5
07/05/2020,9088.7
07/04/2020,9134.9
07/03/2020,9086.1
07/02/2020,9202
07/01/2020,9233.4
06/30/2020,9124.2
06/29/2020,9171.7
06/28/2020,9104.5
06/27/2020,8970.6
06/26/2020,9163.1
06/25/2020,9249.4
06/24/2020,9074.7
06/23/2020,9645.9
06/22/2020,9651.7
06/21/2020,9378.5
06/20/2020,9362
06/19/2020,9331.8
06/18/2020,9267.9
06/17/2020,9436.3
06/16/2020,9461.8
06/15/2020,9549.2
06/14/2020,9438.5
06/13/2020,9431.5
06/12/2020,9421.4
06/11/2020,9381.5
06/10/2020,9878.7
06/09/2020,9754.2
06/08/2020,9682.9
06/07/2020,9718.6
06/06/2020,9697.6
06/05/2020,9616.2
06/04/2020,9555
06/03/2020,9681.7
06/02/2020,9496
06/01/2020,10080.8
05/31/2020,9554.4
05/30/2020,9587.2
05/29/2020,9380.9
05/28/2020,9525.3
05/27/2020,9170.4
05/26/2020,8850.5
05/25/2020,8918.6
05/24/2020,8773.7
05/23/2020,9201
05/22/2020,9275.5
05/21/2020,8998.3
05/20/2020,9477.8
05/19/2020,9722.1
05/18/2020,9524.6
05/17/2020,9856.5
05/16/2020,9559.1
05/15/2020,9419.9
05/14/2020,9497.4
05/13/2020,9329.9
05/12/2020,8913.3
05/11/2020,8727.8
05/10/2020,8659.3
05/09/2020,8635.1
05/08/2020,9873.7
05/07/2020,9925.1
05/06/2020,9263.6
05/05/2020,8995.9
05/04/2020,8870.5
05/03/2020,8747.9
05/02/2020,9137.7
05/01/2020,8845.2
04/30/2020,8673.9
04/29/2020,9185.7
04/28/2020,7801
04/27/2020,7706.2
04/26/2020,7723.7
04/25/2020,7569.2
04/24/2020,7510.2
04/23/2020,7520.8
04/22/2020,7129.2
04/21/2020,6852
04/20/2020,6854.9
04/19/2020,7162.6
04/18/2020,7209.4
04/17/2020,7083.3
04/16/2020,7076.6
04/15/2020,6659.5
04/14/2020,6902.3
04/13/2020,6884.9
04/12/2020,6684.4
04/11/2020,6808.9
04/10/2020,6901
04/09/2020,7169.3
04/08/2020,7281.3
04/07/2020,7356.8
04/06/2020,7304.8
04/05/2020,6836.3
04/04/2020,6804.7
04/03/2020,6706.4
04/02/2020,6799.3
04/01/2020,6594.4
03/31/2020,6346.7
03/30/2020,6454.3
03/29/2020,5998.8
03/28/2020,6214.5
03/27/2020,6122.4
03/26/2020,6782
03/25/2020,6726.3
03/24/2020,6571.6
03/23/2020,6547.6
03/22/2020,5977.5
03/21/2020,6349.6
03/20/2020,6246.2
03/19/2020,6095.4
03/18/2020,5275
03/17/2020,5342.1
03/16/2020,5218.8
03/15/2020,5267.4
03/14/2020,5184.5
03/13/2020,5584.1
03/12/2020,5105.3
03/11/2020,7653.3
03/10/2020,7926.2
03/09/2020,7911.4
03/08/2020,8052.9
03/07/2020,8738.9
03/06/2020,9077.1
03/05/2020,9050.1
03/04/2020,8745.4
03/03/2020,8813.5
03/02/2020,8840.3
03/01/2020,8634.3
02/29/2020,8592.1
02/28/2020,8747.9
02/27/2020,8853.6
02/26/2020,8705.3
02/25/2020,9177.8
02/24/2020,9592.1
02/23/2020,9754.5
02/22/2020,9839.7
02/21/2020,9626.9
02/20/2020,9688
02/19/2020,9578.4
02/18/2020,10113.9
02/17/2020,9640.9
02/16/2020,9748.9
02/15/2020,10009.8
02/14/2020,10275.1
02/13/2020,10232.4
02/12/2020,10391.1
02/11/2020,10292.6
02/10/2020,9733.4
02/09/2020,10064
02/08/2020,10092.9
02/07/2020,9763.2
02/06/2020,9807
02/05/2020,9629.3
02/04/2020,9236.7
02/03/2020,9274.2
02/02/2020,9393.5
02/01/2020,9317.5
01/31/2020,9411.6
01/30/2020,9412.1
01/29/2020,9330
01/28/2020,9332.6
01/27/2020,9078.2
01/26/2020,8633.1
01/25/2020,8363
01/24/2020,8309.3
01/23/2020,8305.9
01/22/2020,8584.7
01/21/2020,8730.7
01/20/2020,8680.7
01/19/2020,8662.4
01/18/2020,9138.5
01/17/2020,8860.9
01/16/2020,8800.9
01/15/2020,8659.6
01/14/2020,8662.6
01/13/2020,8547.2
01/12/2020,8130.8
01/11/2020,8075.1
01/10/2020,8126
01/09/2020,7813.9
01/08/2020,7964.8
01/07/2020,8332
01/06/2020,7834.6
01/05/2020,7547.3
01/04/2020,7473.4
01/03/2020,7340.5
01/02/2020,7192
01/01/2020,7144.6
12/31/2019,7222
12/30/2019,7257.9
12/29/2019,7389
12/28/2019,7350.2
12/27/2019,7262.8
12/26/2019,7210.2
12/25/2019,7199.3
12/24/2019,7259.6
12/23/2019,7335.6
12/22/2019,7569.3
12/21/2019,7157
12/20/2019,7161.9
12/19/2019,7150.4
12/18/2019,7156.5
12/17/2019,6672.5
12/16/2019,6903.3
12/15/2019,7071.5
12/14/2019,7075.2
12/13/2019,7259.3
12/12/2019,7242.9
12/11/2019,7167.7
12/10/2019,7236.4
12/09/2019,7394.6
12/08/2019,7512.3
12/07/2019,7445.8
12/06/2019,7567.2
12/05/2019,7397.5
12/04/2019,7221.4
12/03/2019,7162.3
12/02/2019,7299.3
12/01/2019,7361
11/30/2019,7341.6
11/29/2019,7745.6
11/28/2019,7480
11/27/2019,7490.6
11/26/2019,7111.6
11/25/2019,7158
11/24/2019,6763
11/23/2019,7244.8
11/22/2019,7238.9
11/21/2019,7635.2
11/20/2019,8114.1
11/19/2019,8135.5
11/18/2019,8206.8
11/17/2019,8457.7
11/16/2019,8499.5
11/15/2019,8470.2
11/14/2019,8574.6
11/13/2019,8758.9
11/12/2019,8761.7
11/11/2019,8763.2
11/10/2019,9037.4
11/09/2019,8770.7
11/08/2019,8834.5
11/07/2019,9248.5
11/06/2019,9293.7
11/05/2019,9319.6
11/04/2019,9421.2
11/03/2019,9174
11/02/2019,9316.3
11/01/2019,9244.8
10/31/2019,9124
10/30/2019,9116.4
10/29/2019,9359.7
10/28/2019,9284.8
10/27/2019,9710
10/26/2019,9129.9
10/25/2019,8575.9
10/24/2019,7443.9
10/23/2019,7447.1
10/22/2019,8031.1
10/21/2019,8190
10/20/2019,8217.2
10/19/2019,7917.6
10/18/2019,7906.3
10/17/2019,8109.1
10/16/2019,7976.1
10/15/2019,8170
10/14/2019,8331.9
10/13/2019,8298.4
10/12/2019,8350.4
10/11/2019,8304.3
10/10/2019,8512.2
10/09/2019,8528.9
10/08/2019,8166.4
10/07/2019,8282.3
10/06/2019,7965.4
10/05/2019,8064.4
10/04/2019,8121.6
10/03/2019,8131.8
10/02/2019,8341.7
10/01/2019,8293.4
09/30/2019,8275.9
09/29/2019,7995
09/28/2019,8165.8
09/27/2019,8151.5
09/26/2019,7970.9
09/25/2019,8364.4
09/24/2019,8682.6
09/23/2019,9720.3
09/22/2019,9992.3
09/21/2019,9908.8
09/20/2019,10163.7
09/19/2019,10235.3
09/18/2019,10139.6
09/17/2019,10226.5
09/16/2019,10233.8
09/15/2019,10348.6
09/14/2019,10319
09/13/2019,10303.3
09/12/2019,10372.2
09/11/2019,10109.6
09/10/2019,10080.7
09/09/2019,10408.1
09/08/2019,10361.1
09/07/2019,10487.1
09/06/2019,10363.7
09/05/2019,10586
09/04/2019,10512.6
08/16/2019,10416.8
08/15/2019,10376
08/14/2019,10013.8
08/13/2019,10640.9
08/11/2019,11354.6
08/10/2019,11391
08/06/2019,11786.2
08/05/2019,11601.4
08/04/2019,11389.1
08/03/2019,10845.5
08/02/2019,10775.8
08/01/2019,10385.5
07/31/2019,10010.7
07/30/2019,9678.3
07/29/2019,9544.6
07/28/2019,9774.8
07/27/2019,9485.7
07/26/2019,10156.1
07/25/2019,9756.4
07/24/2019,10127
07/23/2019,9647.7
07/22/2019,10326.5
07/21/2019,10727.8
07/20/2019,10754.4
07/19/2019,10544.6
07/18/2019,10594.8
07/17/2019,9777.4
07/16/2019,9283.5
07/15/2019,10792.9
07/14/2019,10036.4
07/13/2019,11374.2
07/12/2019,11686.5
07/11/2019,11368.1
07/10/2019,11924.8
07/09/2019,13025
07/08/2019,12622.1
07/07/2019,11384.4
07/06/2019,11167.4
07/05/2019,11332.7
07/04/2019,11226
07/03/2019,11829.6
07/02/2019,11268.4
07/01/2019,10327
06/30/2019,11074.2
06/29/2019,12063.6
06/28/2019,11701.5
06/27/2019,11317.6
06/26/2019,12785.1
06/25/2019,11848.4
06/24/2019,11109
06/23/2019,10744.4
06/22/2019,10834.9
06/21/2019,10734.3
06/20/2019,9736.7
06/19/2019,9245
06/18/2019,9136.9
06/17/2019,9311.2
06/16/2019,9111.9
06/15/2019,8955.3
06/14/2019,8628.5
06/13/2019,8177.4
06/12/2019,8093.7
06/11/2019,7837.3
06/10/2019,7940.8
06/09/2019,7636.8
06/08/2019,7878.4
06/07/2019,7969.2
06/06/2019,7778.1
06/05/2019,7825
06/04/2019,7759.7
06/03/2019,8000.9
06/02/2019,8687.7
06/01/2019,8574.7
05/31/2019,8552.8
05/30/2019,8342.4
05/29/2019,8590.6
05/28/2019,8644.5
05/27/2019,8782.5
05/26/2019,8666.6
05/25/2019,8015.8
05/24/2019,8000.2
05/23/2019,7823.4
05/22/2019,7598.8
05/21/2019,7941.1
05/20/2019,7893
05/19/2019,7912.2
05/18/2019,7704.4
05/17/2019,7308.4
05/16/2019,7772.7
05/15/2019,8246.1
05/14/2019,8011.3
05/13/2019,7889.9
05/12/2019,7056.8
05/11/2019,6910.2
05/10/2019,6499.5
05/09/2019,6225.4
05/08/2019,6081.3
05/07/2019,5880.1
05/06/2019,5944.2
05/05/2019,5688.1
05/04/2019,5819.9
05/03/2019,5837
03/18/2019,3974.4
03/17/2019,3979.6
03/16/2019,4001.9
03/15/2019,3926.7
03/14/2019,3879.8
03/13/2019,3864.9
03/12/2019,3886
03/11/2019,3865.1
03/10/2019,3915.2
03/09/2019,3944.4
03/08/2019,3865.9
