Address,Port,Packets,Bytes,Total Packets,Percent Filtered,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.1.62",52295,8,531,0,0,5,357,3,174
"192.168.1.177",57137,27,8615,0,0,13,2143,14,6472
"192.168.1.62",52306,8,531,0,0,5,357,3,174
"192.168.1.62",52328,8,531,0,0,5,357,3,174
"192.168.1.62",52344,8,531,0,0,5,357,3,174
"192.168.1.177",57148,37,10031,0,0,20,2464,17,7567
"192.168.1.62",52359,8,531,0,0,5,357,3,174
"192.168.1.177",57153,26,18561,0,0,14,7576,12,10985
"192.168.1.177",57154,125,133624,0,0,78,82474,47,51150
"192.168.1.177",57157,77,17306,0,0,37,5826,40,11480
"192.168.1.177",57159,102,247713,0,0,38,5466,64,242247
"192.168.1.177",57160,37,10038,0,0,19,2450,18,7588
"192.168.1.62",52368,8,531,0,0,5,357,3,174
"192.168.1.177",57161,17,4420,0,0,9,3003,8,1417
"192.168.1.177",57163,338,553455,0,0,261,370562,77,182893
"192.168.1.62",52396,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57169,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57170,1,86,0,0,1,86,0,0
"192.168.1.177",57171,209,49918,0,0,102,36337,107,13581
"192.168.1.177",57172,42,4002,0,0,21,1805,21,2197
"192.168.1.177",57173,36,6714,0,0,19,4029,17,2685
"192.168.1.177",57175,85,273247,0,0,36,5815,49,267432
"192.168.1.177",57176,49,25221,0,0,18,3571,31,21650
"192.168.1.177",57177,24,9174,0,0,11,4336,13,4838
"192.168.1.177",57178,19,4527,0,0,9,3002,10,1525
"192.168.1.62",52420,8,531,0,0,5,357,3,174
"192.168.1.177",57181,380,902864,0,0,277,371228,103,531636
"192.168.1.62",52542,8,531,0,0,5,357,3,174
"192.168.1.177",57186,42,9072,0,0,20,2109,22,6963
"192.168.1.177",57187,32,4653,0,0,17,2758,15,1895
"192.168.1.177",57192,42,11609,0,0,22,3472,20,8137
"192.168.1.177",57193,42,35409,0,0,20,3679,22,31730
"192.168.1.177",57197,64,262321,0,0,20,4735,44,257586
"192.168.1.177",57198,24,9177,0,0,11,4337,13,4840
"192.168.1.177",57199,17,4419,0,0,9,3002,8,1417
"192.168.1.177",57202,334,550363,0,0,259,367947,75,182416
"192.168.1.177",57203,85,114055,0,0,24,3895,61,110160
"192.168.1.177",57204,82,178633,0,0,26,4195,56,174438
"192.168.1.177",57206,17,4390,0,0,9,2973,8,1417
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57208,1,86,0,0,1,86,0,0
"2a00:1450:4026:805::200e",443,18,1548,0,0,0,0,18,1548
"192.168.1.177",57209,1119,772988,0,0,411,198204,708,574784
"216.58.210.174",443,2303,1353263,0,0,1429,936910,874,416353
"192.168.1.177",57210,53,9902,0,0,29,4217,24,5685
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57211,1,86,0,0,1,86,0,0
"2a00:1450:4026:802::2003",443,8,688,0,0,0,0,8,688
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57212,1,86,0,0,1,86,0,0
"2a00:1450:4026:804::2001",443,2,172,0,0,0,0,2,172
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57213,1,86,0,0,1,86,0,0
"2a00:1450:4026:805::2003",443,3,258,0,0,0,0,3,258
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57214,1,86,0,0,1,86,0,0
"2a00:1450:4026:808::2003",443,8,688,0,0,0,0,8,688
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57215,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57216,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57217,1,86,0,0,1,86,0,0
"192.168.1.177",57218,461,797715,0,0,149,40210,312,757505
"216.58.209.163",443,627,914646,0,0,391,856210,236,58436
"192.168.1.177",57219,47,32840,0,0,21,2784,26,30056
"216.58.210.129",443,2185,7868658,0,0,1150,7780399,1035,88259
"192.168.1.177",57220,83,27305,0,0,35,4058,48,23247
"216.58.211.227",443,717,300509,0,0,422,245954,295,54555
"192.168.1.177",57221,38,9923,0,0,18,2420,20,7503
"192.168.1.177",57222,71,59280,0,0,25,3157,46,56123
"192.168.1.177",57223,8,456,0,0,4,228,4,228
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57225,5,430,0,0,5,430,0,0
"192.168.1.177",57226,21,9515,0,0,10,1489,11,8026
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57227,1,86,0,0,1,86,0,0
"2a00:1450:4026:808::200d",443,3,258,0,0,0,0,3,258
"192.168.1.177",57228,62,19870,0,0,28,9052,34,10818
"216.58.211.237",443,286,78208,0,0,151,39790,135,38418
"192.168.1.177",57229,150,33069,0,0,75,13869,75,19200
"192.168.1.177",57232,21,3574,0,0,11,2161,10,1413
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57234,1,86,0,0,1,86,0,0
"2a00:1450:4026:808::200a",443,19,1634,0,0,0,0,19,1634
"192.168.1.177",57235,51,19588,0,0,25,5322,26,14266
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57236,1,86,0,0,1,86,0,0
"2a00:1450:4026:808::200e",443,12,1032,0,0,0,0,12,1032
"192.168.1.177",57237,37,24557,0,0,17,3517,20,21040
"192.168.1.177",57238,40,10384,0,0,21,3982,19,6402
"216.58.211.238",443,461,160070,0,0,254,110981,207,49089
"192.168.1.177",57240,27,8571,0,0,14,2880,13,5691
"20.189.173.1",443,27,8571,0,0,13,5691,14,2880
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57246,5,430,0,0,5,430,0,0
"2a05:d014:275:cb02::c8",80,5,430,0,0,0,0,5,430
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57249,5,430,0,0,5,430,0,0
"2a05:d014:275:cb00::c8",80,5,430,0,0,0,0,5,430
"192.168.1.177",57252,15,1268,0,0,8,553,7,715
"18.192.231.252",80,15,1268,0,0,7,715,8,553
"192.168.1.177",57253,26,6538,0,0,13,1326,13,5212
"18.192.231.252",443,26,6538,0,0,13,5212,13,1326
"192.168.1.177",57254,47,15410,0,0,20,5465,27,9945
"192.168.1.177",57257,34,11437,0,0,16,6062,18,5375
"192.168.1.177",57258,51,19258,0,0,24,3216,27,16042
"192.168.1.177",57260,77,14119,0,0,35,8949,42,5170
"192.168.1.177",57267,86,210932,0,0,32,5425,54,205507
"192.168.1.177",57268,31,56743,0,0,13,4543,18,52200
"192.168.1.177",57269,96,300916,0,0,26,7409,70,293507
"192.168.1.177",57270,20,4526,0,0,10,3001,10,1525
"192.168.1.177",57271,29,8980,0,0,14,2253,15,6727
"216.58.209.202",443,97,24919,0,0,48,16172,49,8747
"192.168.1.177",57272,20,4541,0,0,10,3099,10,1442
"192.168.1.177",57273,22,7904,0,0,11,2523,11,5381
"192.168.1.177",57274,23,7933,0,0,11,2497,12,5436
"192.168.1.177",57275,17,6185,0,0,9,1268,8,4917
"192.168.1.177",57276,5,330,0,0,1,66,4,264
"192.168.1.177",57277,37,9936,0,0,16,2111,21,7825
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57278,1,86,0,0,1,86,0,0
"2a00:1450:4026:803::2005",443,1,86,0,0,0,0,1,86
"192.168.1.177",57279,38,9144,0,0,20,2543,18,6601
"216.58.209.197",443,3363,4597925,0,0,2277,4187402,1086,410523
"192.168.1.177",57280,38,5637,0,0,21,2470,17,3167
"192.168.1.177",57281,7,462,0,0,1,66,6,396
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57282,1,86,0,0,1,86,0,0
"2a00:1450:4026:808::2005",443,5,430,0,0,0,0,5,430
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57283,1,86,0,0,1,86,0,0
"192.168.1.177",57284,15,6724,0,0,9,1436,6,5288
"192.168.1.177",57285,3310,4582057,0,0,1057,406544,2253,4175513
"192.168.1.177",57286,34,3143,0,0,17,1379,17,1764
"192.168.1.177",57287,7,462,0,0,1,66,6,396
"192.168.1.177",57288,27,4984,0,0,13,2774,14,2210
"192.168.1.177",57290,109,293816,0,0,39,4880,70,288936
"192.168.1.177",57291,7,462,0,0,1,66,6,396
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57292,5,430,0,0,5,430,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57293,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57294,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57295,1,86,0,0,1,86,0,0
"192.168.1.177",57296,7,462,0,0,1,66,6,396
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57297,1,86,0,0,1,86,0,0
"2a00:1450:4026:804::2004",443,1,86,0,0,0,0,1,86
"192.168.1.177",57298,19,9404,0,0,10,1488,9,7916
"192.168.1.177",57299,237,84972,0,0,99,10592,138,74380
"192.168.1.177",57300,98,52269,0,0,45,9066,53,43203
"216.58.211.228",443,98,52269,0,0,53,43203,45,9066
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57301,1,86,0,0,1,86,0,0
"2a00:1450:4026:805::200a",443,10,860,0,0,0,0,10,860
"192.168.1.177",57302,98,112270,0,0,42,7990,56,104280
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57303,1,86,0,0,1,86,0,0
"192.168.1.177",57304,52,19156,0,0,25,4739,27,14417
"192.168.1.177",57305,44,10653,0,0,20,5929,24,4724
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57306,1,86,0,0,1,86,0,0
"2a00:1450:4026:808::2001",443,19,1634,0,0,0,0,19,1634
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57307,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57308,5,430,0,0,5,430,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57309,5,430,0,0,5,430,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57310,1,86,0,0,1,86,0,0
"2a00:1450:4026:803::2001",443,5,430,0,0,0,0,5,430
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57311,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57312,5,430,0,0,5,430,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57313,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57314,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57315,1,86,0,0,1,86,0,0
"192.168.1.177",57316,376,1216378,0,0,120,14702,256,1201676
"216.58.210.161",443,376,1216378,0,0,256,1201676,120,14702
"192.168.1.177",57317,18,11658,0,0,9,1446,9,10212
"192.168.1.177",57318,17,11604,0,0,9,1446,8,10158
"216.58.211.225",443,290,224248,0,0,150,203520,140,20728
"192.168.1.177",57319,19,11712,0,0,10,1500,9,10212
"192.168.1.177",57320,19,11712,0,0,10,1500,9,10212
"192.168.1.177",57321,17,11604,0,0,9,1446,8,10158
"192.168.1.177",57322,18,11659,0,0,9,1446,9,10213
"192.168.1.177",57323,18,11658,0,0,9,1446,9,10212
"192.168.1.177",57324,139,147075,0,0,62,7600,77,139475
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57325,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57326,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57327,5,430,0,0,5,430,0,0
"192.168.1.177",57328,255,262555,0,0,102,16394,153,246161
"192.168.1.177",57329,17,12358,0,0,10,1504,7,10854
"192.168.1.177",57330,36,14617,0,0,19,2654,17,11963
"216.58.210.170",443,150,47282,0,0,77,35583,73,11699
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57331,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57332,1,86,0,0,1,86,0,0
"192.168.1.177",57333,181,36444,0,0,84,15326,97,21118
"192.168.1.177",57334,41,17226,0,0,21,4297,20,12929
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57335,1,86,0,0,1,86,0,0
"192.168.1.177",57336,106,49718,0,0,44,9783,62,39935
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57337,5,430,0,0,5,430,0,0
"2a00:1450:4026:803::200a",443,10,860,0,0,0,0,10,860
"192.168.1.177",57338,21,7425,0,0,10,1495,11,5930
"192.168.1.177",57339,35,8450,0,0,18,2652,17,5798
"54.77.70.157",443,35,8450,0,0,17,5798,18,2652
"192.168.1.177",57340,32,3323,0,0,17,1376,15,1947
"192.168.1.177",57341,45,8413,0,0,22,2771,23,5642
"91.195.247.8",443,45,8413,0,0,23,5642,22,2771
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57342,5,430,0,0,5,430,0,0
"2606:4700::6812:f65",80,5,430,0,0,0,0,5,430
"192.168.1.177",57343,32,3296,0,0,17,1376,15,1920
"104.18.14.101",80,39,3698,0,0,18,2094,21,1604
"192.168.1.177",57344,106,218693,0,0,31,7130,75,211563
"91.195.247.11",443,629,1317554,0,0,439,1286532,190,31022
"192.168.1.177",57345,81,152395,0,0,26,4528,55,147867
"192.168.1.177",57346,310,788930,0,0,82,11267,228,777663
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57347,1,86,0,0,1,86,0,0
"2a02:26f0:41:386::1e80",443,1,86,0,0,0,0,1,86
"192.168.1.177",57348,71,130641,0,0,26,2808,45,127833
"104.76.24.246",443,71,130641,0,0,45,127833,26,2808
"192.168.1.177",57349,19,5535,0,0,9,1322,10,4213
"192.168.1.177",57351,48,9171,0,0,23,3390,25,5781
"91.195.246.80",443,48,9171,0,0,25,5781,23,3390
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57352,1,86,0,0,1,86,0,0
"192.168.1.177",57353,22,3627,0,0,11,2160,11,1467
"192.168.1.177",57355,20,3531,0,0,11,2172,9,1359
"192.168.1.177",57356,21,3585,0,0,11,2172,10,1413
"192.168.1.177",57357,22,3639,0,0,11,2172,11,1467
"192.168.1.177",57358,22,3643,0,0,11,2176,11,1467
"192.168.1.177",57359,21,3580,0,0,11,2167,10,1413
"192.168.1.177",57360,7,402,0,0,4,228,3,174
"192.168.1.177",57363,39,10160,0,0,20,2463,19,7697
"192.168.1.177",57366,82,142878,0,0,28,3313,54,139565
"192.168.1.177",57369,77,289142,0,0,26,6418,51,282724
"192.168.1.177",57375,21,9505,0,0,10,1108,11,8397
"130.233.231.219",443,21,9505,0,0,11,8397,10,1108
"192.168.1.177",57379,49,71255,0,0,24,3895,25,67360
"192.168.1.177",57382,31,9123,0,0,14,3462,17,5661
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57387,1,86,0,0,1,86,0,0
"2a00:1450:4026:803::2003",443,3,258,0,0,0,0,3,258
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57388,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57389,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57390,5,430,0,0,5,430,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57391,1,86,0,0,1,86,0,0
"192.168.1.177",57392,61,14405,0,0,29,4241,32,10164
"192.168.1.177",57393,17,9300,0,0,9,1437,8,7863
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57394,5,430,0,0,5,430,0,0
"192.168.1.177",57395,19,9411,0,0,9,1440,10,7971
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57396,5,430,0,0,5,430,0,0
"192.168.1.177",57397,19,7319,0,0,11,1551,8,5768
"192.168.1.177",57398,41,4657,0,0,23,2699,18,1958
"192.168.1.177",57399,54,19977,0,0,29,3080,25,16897
"18.165.122.26",443,54,19977,0,0,25,16897,29,3080
"192.168.1.177",57400,66,15011,0,0,31,4187,35,10824
"34.160.90.233",443,149,37717,0,0,78,29190,71,8527
"192.168.1.177",57401,21,5690,0,0,10,1085,11,4605
"192.168.1.177",57402,21,5690,0,0,10,1085,11,4605
"192.168.1.177",57403,21,5690,0,0,10,1085,11,4605
"192.168.1.177",57404,20,5636,0,0,10,1085,10,4551
"192.168.1.177",57405,47,8196,0,0,24,2487,23,5709
"192.168.1.177",57408,20,3522,0,0,11,2163,9,1359
"192.168.1.177",57409,21,3579,0,0,11,2166,10,1413
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57410,5,430,0,0,5,430,0,0
"192.168.1.177",57412,35,10003,0,0,16,2631,19,7372
"34.160.178.214",443,35,10003,0,0,19,7372,16,2631
"192.168.1.177",57413,32,3061,0,0,17,1393,15,1668
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57414,1,86,0,0,1,86,0,0
"2600:9000:25f7:3800:18:4845:acc0:93a1",443,3,258,0,0,0,0,3,258
"192.168.1.177",57415,374,541530,0,0,160,17348,214,524182
"18.165.140.127",443,737,1119105,0,0,443,1086352,294,32753
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57416,1,86,0,0,1,86,0,0
"2606:4700:4400::6812:205a",443,3,258,0,0,0,0,3,258
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57417,1,86,0,0,1,86,0,0
"2600:9000:25f7:dc00:1d:8345:69c0:93a1",443,6,516,0,0,0,0,6,516
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57418,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57419,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57420,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57421,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57422,1,86,0,0,1,86,0,0
"192.168.1.177",57423,67,28051,0,0,40,3946,27,24105
"104.18.32.90",443,114,53208,0,0,52,46243,62,6965
"192.168.1.177",57424,20,8272,0,0,10,1496,10,6776
"18.165.140.68",443,268,484414,0,0,133,468406,135,16008
"192.168.1.177",57425,19,8218,0,0,10,1496,9,6722
"192.168.1.177",57426,20,8272,0,0,10,1496,10,6776
"192.168.1.177",57427,89,222407,0,0,52,5222,37,217185
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57428,1,86,0,0,1,86,0,0
"2a02:26f0:e2::6854:98e9",443,3,258,0,0,0,0,3,258
"192.168.1.177",57429,83,104450,0,0,38,3614,45,100836
"2.21.240.165",443,168,211080,0,0,95,203286,73,7794
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57430,1,86,0,0,1,86,0,0
"2a02:26f0:1200:2b4::f09",443,5,430,0,0,0,0,5,430
"192.168.1.177",57431,44,9163,0,0,20,2593,24,6570
"23.61.233.27",443,177,39330,0,0,98,27712,79,11618
"192.168.1.177",57433,28,15566,0,0,15,5930,13,9636
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57434,1,86,0,0,1,86,0,0
"2a02:26f0:5200::b81f:fa9",443,2,172,0,0,0,0,2,172
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57436,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57435,1,86,0,0,1,86,0,0
"192.168.1.177",57437,22,3636,0,0,11,2169,11,1467
"192.168.1.177",57438,58,56506,0,0,29,6140,29,50366
"2.22.31.104",443,237,146788,0,0,113,79344,124,67444
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57439,1,86,0,0,1,86,0,0
"2603:1026:c11:c55::2",443,1,86,0,0,0,0,1,86
"192.168.1.177",57440,38,13011,0,0,18,2036,20,10975
"192.168.1.177",57441,27,8234,0,0,13,1161,14,7073
"192.168.1.177",57442,23,30236,0,0,14,8301,9,21935
"20.190.177.83",443,23,30236,0,0,9,21935,14,8301
"192.168.1.177",57443,25,9313,0,0,13,2540,12,6773
"52.98.149.162",443,25,9313,0,0,12,6773,13,2540
"192.168.1.177",57444,29,10478,0,0,17,3017,12,7461
"52.168.117.168",443,29,10478,0,0,12,7461,17,3017
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57445,1,86,0,0,1,86,0,0
"192.168.1.177",57446,114,69037,0,0,64,58107,50,10930
"192.168.1.177",57447,17,11049,0,0,10,2649,7,8400
"20.105.95.163",443,17,11049,0,0,7,8400,10,2649
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57450,1,86,0,0,1,86,0,0
"2620:1ec:46::53",443,1,86,0,0,0,0,1,86
"192.168.1.177",57451,31,10670,0,0,15,1723,16,8947
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57452,1,86,0,0,1,86,0,0
"2603:1063:2000::254",443,1,86,0,0,0,0,1,86
"192.168.1.177",57453,30,10380,0,0,12,1894,18,8486
"192.168.1.177",57454,30,10374,0,0,13,1945,17,8429
"204.79.197.254",443,30,10374,0,0,17,8429,13,1945
"192.168.1.177",57455,25,10023,0,0,11,2319,14,7704
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57459,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57460,1,86,0,0,1,86,0,0
"192.168.1.177",57461,91,75544,0,0,34,12558,57,62986
"192.168.1.177",57462,14,3038,0,0,8,1314,6,1724
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57468,1,86,0,0,1,86,0,0
"2a00:1450:4010:c02::bc",5228,1,86,0,0,0,0,1,86
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57469,1,86,0,0,1,86,0,0
"192.168.1.177",57470,16,9420,0,0,9,1090,7,8330
"216.58.210.142",443,67,37846,0,0,31,33486,36,4360
"192.168.1.177",57471,16,9421,0,0,9,1090,7,8331
"192.168.1.177",57472,16,9421,0,0,9,1090,7,8331
"192.168.1.177",57473,19,9584,0,0,9,1090,10,8494
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57474,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57475,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57476,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57477,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57478,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57479,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57480,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57481,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57482,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57483,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57484,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57485,1,86,0,0,1,86,0,0
"192.168.1.177",57486,31,9943,0,0,14,1532,17,8411
"108.177.14.188",5228,31,9943,0,0,17,8411,14,1532
"192.168.1.177",57487,66,17312,0,0,30,4677,36,12635
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57488,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57489,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57490,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57491,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57492,1,86,0,0,1,86,0,0
"192.168.1.177",57493,77,17242,0,0,34,4999,43,12243
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57494,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57495,1,86,0,0,1,86,0,0
"192.168.1.177",57496,34,14404,0,0,16,2965,18,11439
"192.168.1.177",57497,35,12922,0,0,17,4130,18,8792
"192.168.1.177",57498,23,8455,0,0,13,1892,10,6563
"192.168.1.177",57499,70,95098,0,0,29,5134,41,89964
"216.58.211.229",443,84,98066,0,0,47,91646,37,6420
"192.168.1.177",57500,66,21570,0,0,33,9931,33,11639
"192.168.1.177",57501,347,575651,0,0,126,14379,221,561272
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57502,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57503,1,86,0,0,1,86,0,0
"2a00:1450:4010:c08::66",443,2,172,0,0,0,0,2,172
"192.168.1.177",57504,16,1924,0,0,8,1026,8,898
"192.168.1.177",57505,14,2968,0,0,8,1286,6,1682
"192.168.1.177",57506,14,2983,0,0,8,1292,6,1691
"192.168.1.177",57507,14,2988,0,0,8,1294,6,1694
"192.168.1.177",57508,14,2988,0,0,8,1294,6,1694
"192.168.1.177",57509,14,3013,0,0,8,1304,6,1709
"192.168.1.177",57510,14,3068,0,0,8,1326,6,1742
"192.168.1.177",57511,14,2998,0,0,8,1298,6,1700
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57512,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57513,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57514,1,86,0,0,1,86,0,0
"192.168.1.177",57515,31,10213,0,0,15,2619,16,7594
"192.168.1.177",57516,29,11791,0,0,14,2127,15,9664
"64.233.165.101",443,43,14774,0,0,21,11355,22,3419
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57517,1,86,0,0,1,86,0,0
"192.168.1.177",57518,14,3078,0,0,8,1330,6,1748
"192.168.1.177",57520,1907,7278505,0,0,912,72231,995,7206274
"192.168.1.177",57522,14,2983,0,0,8,1292,6,1691
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57523,1,86,0,0,1,86,0,0
"192.168.1.177",57524,14,3043,0,0,8,1316,6,1727
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57525,1,86,0,0,1,86,0,0
"192.168.1.177",57526,152,52193,0,0,61,21924,91,30269
"192.168.1.177",57527,14,2988,0,0,8,1294,6,1694
"192.168.1.177",57529,43,48003,0,0,19,2510,24,45493
"108.156.22.66",443,43,48003,0,0,24,45493,19,2510
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57530,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57531,1,86,0,0,1,86,0,0
"192.168.1.177",57532,33,23018,0,0,14,1952,19,21066
"192.168.1.177",57533,14,2139,0,0,8,1067,6,1072
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57534,1,86,0,0,1,86,0,0
"2600:9000:25f7:5200:1d:8345:69c0:93a1",443,5,430,0,0,0,0,5,430
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57535,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57536,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:ad01:ffd8:f040:eb85",57537,1,86,0,0,1,86,0,0
