Address,Port,Packets,Bytes,Total Packets,Percent Filtered,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56626,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56627,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56628,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56629,1,86,0,0,1,86,0,0
"192.168.1.177",56630,33,16297,0,0,15,2063,18,14234
"192.168.1.177",56631,50,39285,0,0,19,3231,31,36054
"192.168.1.177",56632,37,42453,0,0,17,2249,20,40204
"192.168.1.177",56633,21,1972,0,0,10,1125,11,847
"192.168.1.177",56634,21,1971,0,0,10,1124,11,847
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56636,1,86,0,0,1,86,0,0
"2001:14b8:1800:303::3ea5:9f08",443,14,1204,0,0,0,0,14,1204
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56637,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56638,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56639,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56640,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56641,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56642,1,86,0,0,1,86,0,0
"192.168.1.177",56643,225,402603,0,0,97,9199,128,393404
"62.165.159.41",443,528,989544,0,0,324,967054,204,22490
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56644,1,86,0,0,1,86,0,0
"192.168.1.177",56645,38,23250,0,0,17,2376,21,20874
"192.168.1.177",56646,21,1971,0,0,10,1124,11,847
"192.168.1.62",51254,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56647,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56648,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56649,1,86,0,0,1,86,0,0
"192.168.1.177",56650,89,275115,0,0,29,2828,60,272287
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56651,1,86,0,0,1,86,0,0
"192.168.1.177",56652,4329,25587949,0,0,1500,116291,2829,25471658
"192.168.1.177",56653,21,1971,0,0,10,1124,11,847
"192.168.1.177",56654,21,1971,0,0,10,1124,11,847
"192.168.1.62",51264,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56659,5,430,0,0,5,430,0,0
"2001:b28:f23d:8007::805:532",443,10,860,0,0,0,0,10,860
"192.168.1.177",56660,56,47910,0,0,20,3310,36,44600
"149.154.174.200",443,191,253380,0,0,116,240178,75,13202
"192.168.1.177",56663,16,2861,0,0,8,1854,8,1007
"192.168.1.62",51306,8,531,0,0,5,357,3,174
"192.168.1.177",56667,32,4653,0,0,17,2758,15,1895
"192.168.1.177",56669,42,11053,0,0,23,3307,19,7746
"192.168.1.177",56670,43,38167,0,0,20,3679,23,34488
"192.168.1.62",51325,8,531,0,0,5,357,3,174
"192.168.1.62",51341,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56678,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56679,1,86,0,0,1,86,0,0
"192.168.1.177",56680,91,252122,0,0,24,2386,67,249736
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56681,1,86,0,0,1,86,0,0
"192.168.1.177",56682,18,2270,0,0,8,1120,10,1150
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56683,1,86,0,0,1,86,0,0
"192.168.1.177",56684,42,87176,0,0,15,2060,27,85116
"192.168.1.177",56685,18,2270,0,0,8,1120,10,1150
"192.168.1.62",51356,8,531,0,0,5,357,3,174
"192.168.1.62",51363,8,531,0,0,5,357,3,174
"192.168.1.177",56694,42,9849,0,0,21,3633,21,6216
"192.168.1.62",51366,8,531,0,0,5,357,3,174
"192.168.1.177",56698,41,27596,0,0,15,2832,26,24764
"192.168.1.62",51391,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56700,1,86,0,0,1,86,0,0
"2600:1901:1:81::",443,6,516,0,0,0,0,6,516
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56701,1,86,0,0,1,86,0,0
"192.168.1.177",56702,1669,314016,0,0,802,226947,867,87069
"192.168.1.177",56703,14,2206,0,0,8,1092,6,1114
"192.168.1.177",56705,38,28585,0,0,17,3517,21,25068
"192.168.1.62",51405,8,531,0,0,5,357,3,174
"192.168.1.177",56709,238,71359,0,0,123,41416,115,29943
"94.130.182.214",443,238,71359,0,0,115,29943,123,41416
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56712,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56713,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56714,1,86,0,0,1,86,0,0
"192.168.1.177",56715,60,152665,0,0,19,2116,41,150549
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56716,1,86,0,0,1,86,0,0
"192.168.1.177",56717,18,2270,0,0,8,1120,10,1150
"192.168.1.177",56718,41,51785,0,0,13,1953,28,49832
"192.168.1.177",56719,18,2270,0,0,8,1120,10,1150
"192.168.1.62",51421,8,531,0,0,5,357,3,174
"192.168.1.177",56722,524,157426,0,0,225,124225,299,33201
"192.168.1.177",56723,78,12454,0,0,41,8454,37,4000
"192.168.1.177",56725,1200,1305814,0,0,684,92614,516,1213200
"192.168.1.177",56726,50,51412,0,0,23,4104,27,47308
"192.168.1.62",51438,8,531,0,0,5,357,3,174
"192.168.1.177",56731,38,23443,0,0,21,11010,17,12433
"20.54.232.160",443,118,73028,0,0,53,42582,65,30446
"192.168.1.62",51454,8,531,0,0,5,357,3,174
"192.168.1.177",56734,37,24653,0,0,18,3571,19,21082
"192.168.1.177",56736,40,8866,0,0,20,2498,20,6368
"192.168.1.177",56737,24,7522,0,0,11,1575,13,5947
"142.132.209.32",443,150,42689,0,0,84,32346,66,10343
"192.168.1.177",56738,40,10380,0,0,17,2995,23,7385
"192.168.1.177",56739,25,7598,0,0,11,1575,14,6023
"192.168.1.177",56740,32,3217,0,0,17,1375,15,1842
"192.168.1.177",56741,32,3217,0,0,17,1375,15,1842
"192.168.1.177",56742,32,3217,0,0,17,1375,15,1842
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56743,1,86,0,0,1,86,0,0
"2606:4700:4400::6812:2439",443,1,86,0,0,0,0,1,86
"192.168.1.177",56744,190,338572,0,0,71,12746,119,325826
"172.64.151.199",443,271,361779,0,0,157,342663,114,19116
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56746,1,86,0,0,1,86,0,0
"2a01:4f8:c012:e655::1",443,4,344,0,0,0,0,4,344
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56747,1,86,0,0,1,86,0,0
"192.168.1.177",56748,47,11468,0,0,23,4474,24,6994
"91.107.148.202",443,66,18223,0,0,33,12250,33,5973
"192.168.1.177",56749,19,6755,0,0,10,1499,9,5256
"192.168.1.177",56751,5,330,0,0,1,66,4,264
"192.168.1.177",56752,66,17474,0,0,29,3538,37,13936
"192.168.1.177",56753,163,133231,0,0,72,8221,91,125010
"192.168.1.177",56754,39,11658,0,0,15,2219,24,9439
"192.168.1.177",56755,32,21164,0,0,16,2647,16,18517
"20.103.36.96",443,63,35693,0,0,31,30680,32,5013
"192.168.1.62",51477,8,531,0,0,5,357,3,174
"192.168.1.177",56756,92,56905,0,0,45,5115,47,51790
"192.168.1.177",56757,22,6867,0,0,10,1522,12,5345
"192.168.1.177",56758,23,6921,0,0,10,1522,13,5399
"192.168.1.177",56759,22,6867,0,0,10,1522,12,5345
"192.168.1.177",56760,20,6759,0,0,10,1522,10,5237
"192.168.1.177",56761,23,6921,0,0,10,1522,13,5399
"192.168.1.177",56763,49,54220,0,0,24,5237,25,48983
"185.179.237.109",443,405,155592,0,0,222,103061,183,52531
"192.168.1.177",56764,18,4754,0,0,10,2409,8,2345
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56765,1,86,0,0,1,86,0,0
"2a00:1450:4026:804::200a",443,9,774,0,0,0,0,9,774
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56766,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56767,1,86,0,0,1,86,0,0
"192.168.1.177",56768,19,7315,0,0,10,1494,9,5821
"192.168.1.177",56769,94,136452,0,0,36,4287,58,132165
"192.168.1.177",56770,17,7208,0,0,10,1494,7,5714
"192.168.1.177",56771,32,3033,0,0,17,1378,15,1655
"216.58.210.163",80,138,13153,0,0,64,7083,74,6070
"192.168.1.177",56772,32,3033,0,0,17,1378,15,1655
"192.168.1.177",56773,32,3033,0,0,17,1378,15,1655
"192.168.1.177",50114,30,2741,0,0,17,1566,13,1175
"195.148.124.36",5200,94375,120371816,0,0,15550,1062133,78825,119309683
"192.168.1.177",50074,1551,10589884,0,0,300,20839,1251,10569045
"192.168.1.177",50106,51,19496,0,0,27,3274,24,16222
"195.148.124.138",443,162,59447,0,0,73,49109,89,10338
"192.168.1.177",50142,10,1228,0,0,6,505,4,723
"192.168.1.177",50090,31,2829,0,0,17,1582,14,1247
"195.148.124.36",5204,25278,252557172,0,0,18569,252112157,6709,445015
"192.168.1.177",50100,25247,252554343,0,0,6692,443433,18555,252110910
"192.168.1.177",56775,36,8698,0,0,15,4565,21,4133
"192.168.1.177",56776,20,4909,0,0,9,2858,11,2051
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56777,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56778,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56779,1,86,0,0,1,86,0,0
"192.168.1.177",56780,45,72815,0,0,18,2062,27,70753
"192.168.1.177",56781,19,2348,0,0,8,1132,11,1216
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56782,1,86,0,0,1,86,0,0
"192.168.1.177",56783,42,82355,0,0,15,2048,27,80307
"192.168.1.177",56785,20,2402,0,0,9,1186,11,1216
"192.168.1.177",50144,20619,248935114,0,0,6020,399460,14599,248535654
"188.166.241.168",5208,3539,3742750,0,0,1094,72392,2445,3670358
"192.168.1.177",50060,29,10143,0,0,16,1796,13,8347
"192.168.1.177",56787,40,9481,0,0,18,5520,22,3961
"192.168.1.62",51497,8,531,0,0,5,357,3,174
"192.168.1.177",50096,32,2865,0,0,18,1645,14,1220
"188.166.241.168",5204,13972,118958263,0,0,10282,118708075,3690,250188
"192.168.1.177",50098,7714,53789601,0,0,1631,111067,6083,53678534
"192.168.1.177",50086,36,11063,0,0,20,2169,16,8894
"192.168.1.177",56790,46,11002,0,0,19,6185,27,4817
"192.168.1.62",51529,8,531,0,0,5,357,3,174
"192.168.1.177",56794,48,9158,0,0,23,5693,25,3465
"192.168.1.177",56796,37,11964,0,0,20,2956,17,9008
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56799,5,430,0,0,5,430,0,0
"2a05:d014:58f:6200::64",80,15,1290,0,0,0,0,15,1290
"192.168.1.177",56800,41,23371,0,0,17,3677,24,19694
"192.168.1.62",51571,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56802,5,430,0,0,5,430,0,0
"2a05:d014:275:cb01::c8",80,20,1720,0,0,0,0,20,1720
"192.168.1.177",56805,156,34791,0,0,73,14060,83,20731
"213.239.220.37",443,156,34791,0,0,83,20731,73,14060
"192.168.1.177",56806,15,1268,0,0,8,553,7,715
"3.72.140.173",80,45,3804,0,0,21,2145,24,1659
"192.168.1.177",56807,26,6536,0,0,14,1380,12,5156
"3.72.140.173",443,70,11266,0,0,32,7426,38,3840
"192.168.1.177",56808,272,559699,0,0,155,144128,117,415571
"192.168.1.177",56810,297,288246,0,0,237,277827,60,10419
"192.168.1.177",56811,195,180781,0,0,155,177299,40,3482
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56812,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56813,1,86,0,0,1,86,0,0
"192.168.1.177",56814,55,191467,0,0,22,2358,33,189109
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56815,1,86,0,0,1,86,0,0
"192.168.1.177",56816,18,2270,0,0,8,1120,10,1150
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56817,1,86,0,0,1,86,0,0
"192.168.1.177",56818,38,41856,0,0,15,2048,23,39808
"192.168.1.177",56819,18,2270,0,0,8,1120,10,1150
"192.168.1.62",51602,8,531,0,0,5,357,3,174
"192.168.1.62",51611,8,531,0,0,5,357,3,174
"192.168.1.177",56825,24,5738,0,0,14,2085,10,3653
"52.184.216.226",443,24,5738,0,0,10,3653,14,2085
"192.168.1.62",51638,8,531,0,0,5,357,3,174
"192.168.1.177",56832,29,5092,0,0,13,2774,16,2318
"192.168.1.177",56833,29,5091,0,0,13,2773,16,2318
"192.168.1.62",51657,8,531,0,0,5,357,3,174
"192.168.1.177",56838,22,6385,0,0,9,1575,13,4810
"185.136.68.153",443,110,32423,0,0,65,24050,45,8373
"192.168.1.62",51666,8,531,0,0,5,357,3,174
"192.168.1.177",56841,240,777119,0,0,59,8239,181,768880
"192.168.1.177",56843,101,221946,0,0,27,3717,74,218229
"192.168.1.177",56844,106,378706,0,0,41,5176,65,373530
"192.168.1.177",56846,37,6509,0,0,19,4021,18,2488
"192.168.1.62",51687,8,531,0,0,5,357,3,174
"192.168.1.177",56849,19,8619,0,0,9,1371,10,7248
"68.232.34.52",443,63,35004,0,0,35,30840,28,4164
"192.168.1.177",56850,22,6585,0,0,9,1775,13,4810
"192.168.1.177",56851,24,30089,0,0,14,8268,10,21821
"20.190.177.23",443,24,30089,0,0,10,21821,14,8268
"192.168.1.62",51720,8,531,0,0,5,357,3,174
"192.168.1.62",51727,8,531,0,0,5,357,3,174
"192.168.1.177",56857,22,6579,0,0,9,1769,13,4810
"192.168.1.177",56859,10,1134,0,0,6,620,4,514
"192.168.1.62",51736,8,531,0,0,5,357,3,174
"192.168.1.177",56863,33,4707,0,0,17,2758,16,1949
"192.168.1.62",51747,8,531,0,0,5,357,3,174
"192.168.1.177",56869,21,5511,0,0,11,1919,10,3592
"52.184.217.20",443,42,11083,0,0,19,7191,23,3892
"192.168.1.62",51750,8,531,0,0,5,357,3,174
"192.168.1.177",56874,36,9999,0,0,19,2410,17,7589
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56875,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56876,1,86,0,0,1,86,0,0
"192.168.1.177",56877,53,6573,0,0,26,3054,27,3519
"192.168.1.177",56878,42,3997,0,0,21,1800,21,2197
"192.168.1.62",51767,8,531,0,0,5,357,3,174
"192.168.1.177",50154,92619,116150375,0,0,75991,115024571,16628,1125804
"192.168.1.177",50156,6203,65164079,0,0,2029,136336,4174,65027743
"192.168.1.177",56885,31,8788,0,0,14,2881,17,5907
"20.189.173.18",443,31,8788,0,0,17,5907,14,2881
"192.168.1.62",51781,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56888,5,430,0,0,5,430,0,0
"2a02:26f0:41::216:1f93",443,5,430,0,0,0,0,5,430
"192.168.1.62",51785,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56892,5,430,0,0,5,430,0,0
"2a02:26f0:41::216:1f9b",443,5,430,0,0,0,0,5,430
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56893,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56894,1,86,0,0,1,86,0,0
"192.168.1.177",56895,37,6706,0,0,18,2450,19,4256
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56896,1,86,0,0,1,86,0,0
"192.168.1.177",56897,26,3813,0,0,13,1567,13,2246
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56898,1,86,0,0,1,86,0,0
"192.168.1.177",56899,37,5893,0,0,18,2620,19,3273
"192.168.1.177",56900,26,3878,0,0,13,1593,13,2285
"192.168.1.177",56903,29,32835,0,0,13,1277,16,31558
"104.84.152.10",443,29,32835,0,0,16,31558,13,1277
"192.168.1.177",56904,22,6449,0,0,9,1639,13,4810
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56906,1,86,0,0,1,86,0,0
"2620:1ec:12::239",443,4,344,0,0,0,0,4,344
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56908,1,86,0,0,1,86,0,0
"192.168.1.177",56910,30,10098,0,0,13,2208,17,7890
"204.79.197.239",443,105,43882,0,0,58,33002,47,10880
"192.168.1.177",56911,20,8236,0,0,9,1250,11,6986
"192.168.1.177",56912,95,25439,0,0,43,18465,52,6974
"192.168.1.177",56913,31,5672,0,0,17,3578,14,2094
"192.168.1.62",51794,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56914,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56915,1,86,0,0,1,86,0,0
"192.168.1.177",56916,34,17258,0,0,17,6226,17,11032
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56917,1,86,0,0,1,86,0,0
"2a02:26f0:5200::17c9:2b89",443,2,172,0,0,0,0,2,172
"192.168.1.177",56918,21,8290,0,0,8,1196,13,7094
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56919,1,86,0,0,1,86,0,0
"192.168.1.177",56920,32,6834,0,0,14,3724,18,3110
"95.101.142.225",443,50,9107,0,0,28,4260,22,4847
"192.168.1.177",56922,18,2273,0,0,8,1123,10,1150
"192.168.1.177",56925,68,64569,0,0,35,33325,33,31244
"72.25.64.8",443,68,64569,0,0,33,31244,35,33325
"192.168.1.177",56926,22,6425,0,0,9,1615,13,4810
"192.168.1.62",51806,8,531,0,0,5,357,3,174
"192.168.1.62",51809,8,531,0,0,5,357,3,174
"192.168.1.62",51819,8,531,0,0,5,357,3,174
"192.168.1.177",56939,40,10890,0,0,21,3176,19,7714
"192.168.1.62",51830,8,531,0,0,5,357,3,174
"192.168.1.177",56941,49,28747,0,0,18,3571,31,25176
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56942,5,430,0,0,5,430,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56945,5,430,0,0,5,430,0,0
"192.168.1.62",51834,8,531,0,0,5,357,3,174
"192.168.1.177",56948,15,1268,0,0,8,553,7,715
"192.168.1.177",56949,22,2365,0,0,12,1230,10,1135
"192.168.1.62",51847,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56956,1,86,0,0,1,86,0,0
"2a02:26f0:1200:58d::21cc",80,1,86,0,0,0,0,1,86
"192.168.1.177",56957,10,1797,0,0,6,563,4,1234
"23.60.21.15",80,20,3177,0,0,8,2051,12,1126
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56958,1,86,0,0,1,86,0,0
"2a02:26f0:1200:581::21cc",80,1,86,0,0,0,0,1,86
"192.168.1.177",56959,10,1380,0,0,6,563,4,817
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56960,1,86,0,0,1,86,0,0
"2a00:1450:4026:805::2003",80,1,86,0,0,0,0,1,86
"192.168.1.177",56961,10,993,0,0,6,543,4,450
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56962,1,86,0,0,1,86,0,0
"2001:1900:233b:1f00::1fe",80,1,86,0,0,0,0,1,86
"192.168.1.62",51871,8,531,0,0,5,357,3,174
"192.168.1.177",56963,12,1819,0,0,7,958,5,861
"93.184.221.240",80,12,1819,0,0,5,861,7,958
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56965,1,86,0,0,1,86,0,0
"2a00:1450:4026:802::200a",443,12,1032,0,0,0,0,12,1032
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",56966,1,86,0,0,1,86,0,0
"192.168.1.177",56967,1477,156984,0,0,592,56150,885,100834
"192.168.1.177",56968,16,3169,0,0,9,1373,7,1796
"192.168.1.62",51878,8,531,0,0,5,357,3,174
"192.168.1.177",56974,4930,2785514,0,0,2342,2536443,2588,249071
"192.168.1.177",56975,47,7640,0,0,24,4863,23,2777
"192.168.1.177",56977,35,8607,0,0,16,2349,19,6258
"192.168.1.62",51889,8,531,0,0,5,357,3,174
"192.168.1.177",56978,32,7955,0,0,15,1901,17,6054
"192.168.1.177",56979,41,6022,0,0,17,3222,24,2800
"192.168.1.177",56980,88,84768,0,0,37,3846,51,80922
"192.168.1.177",56981,44,14093,0,0,19,2026,25,12067
"192.168.1.177",56982,22,6558,0,0,11,1149,11,5409
"34.117.121.53",443,69,19912,0,0,37,16487,32,3425
"192.168.1.177",56983,47,13354,0,0,21,2276,26,11078
"192.168.1.177",56984,32,3218,0,0,17,1375,15,1843
"192.168.1.177",56985,32,3218,0,0,17,1375,15,1843
"192.168.1.177",56987,29,10377,0,0,13,2915,16,7462
"192.168.1.177",56988,206,48911,0,0,97,22393,109,26518
"192.168.1.177",56990,93,24556,0,0,45,15888,48,8668
"192.168.1.62",51912,8,531,0,0,5,357,3,174
"192.168.1.177",56993,86,34334,0,0,45,6345,41,27989
"192.168.1.177",56994,827,3790945,0,0,226,25806,601,3765139
"192.168.1.177",56995,211,948104,0,0,87,10722,124,937382
"192.168.1.177",56997,51,173231,0,0,21,3293,30,169938
"192.168.1.177",57000,21,8615,0,0,11,1994,10,6621
"192.168.1.177",57001,38,9198,0,0,17,5156,21,4042
"192.168.1.62",51919,8,531,0,0,5,357,3,174
"192.168.1.177",57003,506,977112,0,0,312,379771,194,597341
"192.168.1.177",57005,40,10201,0,0,19,2450,21,7751
"52.85.49.34",443,77,20239,0,0,39,15339,38,4900
"192.168.1.177",57006,17,4419,0,0,9,3002,8,1417
"192.168.1.62",51930,8,531,0,0,5,357,3,174
"192.168.1.177",57011,32,8873,0,0,15,2179,17,6694
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57012,1,86,0,0,1,86,0,0
"192.168.1.177",57013,42,9100,0,0,23,3234,19,5866
"192.168.1.177",57014,32,3217,0,0,17,1375,15,1842
"192.168.1.62",51942,8,531,0,0,5,357,3,174
"192.168.1.62",51947,8,531,0,0,5,357,3,174
"192.168.1.62",51955,8,531,0,0,5,357,3,174
"192.168.1.177",57026,108,22769,0,0,48,6104,60,16665
"192.168.1.62",51999,8,531,0,0,5,357,3,174
"192.168.1.177",57033,32,4653,0,0,17,2758,15,1895
"192.168.1.62",52010,8,531,0,0,5,357,3,174
"192.168.1.177",57036,181,26752,0,0,91,18349,90,8403
"192.168.1.177",57038,45,37491,0,0,24,3538,21,33953
"192.168.1.62",52018,8,531,0,0,5,357,3,174
"192.168.1.177",57043,33,8295,0,0,17,2016,16,6279
"192.168.1.62",52030,8,531,0,0,5,357,3,174
"192.168.1.62",52095,8,531,0,0,5,357,3,174
"192.168.1.62",52105,8,531,0,0,5,357,3,174
"192.168.1.177",57054,66,317721,0,0,27,3091,39,314630
"51.124.78.146",443,66,317721,0,0,39,314630,27,3091
"192.168.1.177",57055,19,8432,0,0,10,2510,9,5922
"54.214.185.83",443,19,8432,0,0,9,5922,10,2510
"192.168.1.177",57056,32,3067,0,0,17,1376,15,1691
"192.168.1.177",57057,36,70527,0,0,17,2229,19,68298
"34.120.158.37",443,657,2135460,0,0,414,2099044,243,36416
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57058,5,430,0,0,5,430,0,0
"2001:14b8:1800:300::3eb7:aa32",80,5,430,0,0,0,0,5,430
"192.168.1.177",57059,32,3218,0,0,17,1375,15,1843
"192.168.1.177",57060,25,16129,0,0,13,2529,12,13600
"192.168.1.177",57061,25,6638,0,0,13,2535,12,4103
"192.168.1.177",57062,26,11429,0,0,13,2530,13,8899
"192.168.1.177",57063,28,8578,0,0,14,2590,14,5988
"192.168.1.177",57064,25,13304,0,0,13,2532,12,10772
"192.168.1.177",57065,26,19778,0,0,13,2528,13,17250
"192.168.1.177",57066,226,1530007,0,0,64,5285,162,1524722
"192.168.1.177",57067,141,438732,0,0,32,3557,109,435175
"192.168.1.177",57068,27,6642,0,0,13,2527,14,4115
"192.168.1.177",57069,25,4802,0,0,13,2543,12,2259
"192.168.1.177",57070,24,4427,0,0,12,2489,12,1938
"192.168.1.177",57071,23,4467,0,0,13,2542,10,1925
"192.168.1.177",57074,41,9096,0,0,20,2478,21,6618
"34.98.75.36",443,41,9096,0,0,21,6618,20,2478
"192.168.1.177",57075,32,3218,0,0,17,1375,15,1843
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57076,1,86,0,0,1,86,0,0
"2600:1901:0:92a9::",443,1,86,0,0,0,0,1,86
"192.168.1.177",57077,41,9381,0,0,21,2857,20,6524
"192.168.1.62",52126,8,531,0,0,5,357,3,174
"192.168.1.177",57078,6,348,0,0,4,228,2,120
"192.168.1.177",57081,33,15306,0,0,15,2774,18,12532
"192.168.1.62",52136,8,531,0,0,5,357,3,174
"192.168.1.177",57086,244,51563,0,0,113,21662,131,29901
"192.168.1.62",52161,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57089,5,430,0,0,5,430,0,0
"192.168.1.177",57090,38,10859,0,0,21,3199,17,7660
"192.168.1.177",57091,55,126507,0,0,27,4441,28,122066
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57094,5,430,0,0,5,430,0,0
"192.168.1.62",52189,8,531,0,0,5,357,3,174
"192.168.1.177",57097,15,1268,0,0,8,553,7,715
"192.168.1.177",57098,22,2365,0,0,12,1230,10,1135
"192.168.1.177",57099,47,74045,0,0,22,3383,25,70662
"192.168.1.62",52229,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57104,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57106,1,86,0,0,1,86,0,0
"192.168.1.177",57107,489,53603,0,0,222,24742,267,28861
"192.168.1.177",57108,42,4002,0,0,21,1805,21,2197
"192.168.1.177",57109,77,79141,0,0,21,3717,56,75424
"192.168.1.62",52244,8,531,0,0,5,357,3,174
"192.168.1.177",57114,88,194042,0,0,38,5238,50,188804
"192.168.1.177",57115,69,211325,0,0,32,4519,37,206806
"192.168.1.62",52258,8,531,0,0,5,357,3,174
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57119,1,86,0,0,1,86,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",57120,1,86,0,0,1,86,0,0
"192.168.1.177",57121,48,5604,0,0,24,3064,24,2540
"192.168.1.177",57122,28,3053,0,0,15,1477,13,1576
"192.168.1.177",57125,778,1130619,0,0,229,19779,549,1110840
"192.168.1.62",52268,8,531,0,0,5,357,3,174
"192.168.1.62",52280,8,531,0,0,5,357,3,174
"192.168.1.177",57135,50,11501,0,0,23,4961,27,6540
