Address,Port,Packets,Bytes,Total Packets,Percent Filtered,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes
"192.168.1.177",55654,2,176,0,0,1,88,1,88
"192.168.1.177",55655,4,868,0,0,4,868,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",58329,1,109,0,0,1,109,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",62723,2,212,0,0,2,212,0,0
"192.168.1.177",58329,2,315,0,0,1,89,1,226
"192.168.1.177",62723,4,542,0,0,2,172,2,370
"192.168.1.62",61148,4,868,0,0,4,868,0,0
"192.168.1.1",52259,6,2354,0,0,6,2354,0,0
"192.168.1.1",59857,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",54823,2,186,0,0,2,186,0,0
"192.168.1.62",54823,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",51274,2,186,0,0,2,186,0,0
"192.168.1.62",51274,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",55247,4,372,0,0,4,372,0,0
"192.168.1.62",55247,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",61881,2,186,0,0,2,186,0,0
"192.168.1.62",61881,2,146,0,0,2,146,0,0
"192.168.1.1",56698,7,2716,0,0,7,2716,0,0
"192.168.1.1",60062,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",53957,4,372,0,0,4,372,0,0
"192.168.1.62",53957,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",50370,4,372,0,0,4,372,0,0
"192.168.1.62",50370,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",60283,2,186,0,0,2,186,0,0
"192.168.1.62",60283,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53071,2,186,0,0,2,186,0,0
"192.168.1.62",53071,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",56092,2,186,0,0,2,186,0,0
"192.168.1.62",56092,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",54897,4,372,0,0,4,372,0,0
"192.168.1.62",54897,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",55795,2,186,0,0,2,186,0,0
"192.168.1.62",55795,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50887,2,186,0,0,2,186,0,0
"192.168.1.62",50887,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",52484,2,186,0,0,2,186,0,0
"192.168.1.62",52484,2,146,0,0,2,146,0,0
"192.168.1.1",34131,1,92,0,0,1,92,0,0
"fe80::f17b:6c72:fea6:5dc5",56384,2,186,0,0,2,186,0,0
"192.168.1.62",56384,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",60720,2,186,0,0,2,186,0,0
"192.168.1.62",60720,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50311,2,186,0,0,2,186,0,0
"192.168.1.62",50311,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",56704,2,186,0,0,2,186,0,0
"192.168.1.62",56704,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",59172,4,372,0,0,4,372,0,0
"192.168.1.62",59172,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",61880,2,186,0,0,2,186,0,0
"192.168.1.62",61880,2,146,0,0,2,146,0,0
"192.168.1.1",55631,6,2354,0,0,6,2354,0,0
"192.168.1.1",48195,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",50862,2,186,0,0,2,186,0,0
"192.168.1.62",50862,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",54693,2,186,0,0,2,186,0,0
"192.168.1.62",54693,2,146,0,0,2,146,0,0
"192.168.1.1",40058,1,353,0,0,1,353,0,0
"192.168.1.1",53930,1,425,0,0,1,425,0,0
"192.168.1.1",60093,1,362,0,0,1,362,0,0
"192.168.1.1",43222,1,417,0,0,1,417,0,0
"192.168.1.1",39448,1,349,0,0,1,349,0,0
"192.168.1.1",40583,1,310,0,0,1,310,0,0
"192.168.1.1",48025,1,433,0,0,1,433,0,0
"192.168.1.1",48695,1,369,0,0,1,369,0,0
"192.168.1.1",59125,1,310,0,0,1,310,0,0
"192.168.1.1",36532,1,427,0,0,1,427,0,0
"192.168.1.1",43631,1,415,0,0,1,415,0,0
"192.168.1.1",45849,1,353,0,0,1,353,0,0
"192.168.1.1",44741,1,425,0,0,1,425,0,0
"192.168.1.1",38952,1,362,0,0,1,362,0,0
"192.168.1.1",40365,1,417,0,0,1,417,0,0
"fe80::f17b:6c72:fea6:5dc5",51241,2,186,0,0,2,186,0,0
"192.168.1.62",51241,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",64899,2,186,0,0,2,186,0,0
"192.168.1.62",64899,2,146,0,0,2,146,0,0
"192.168.1.1",42348,1,349,0,0,1,349,0,0
"192.168.1.1",45388,1,310,0,0,1,310,0,0
"192.168.1.1",49257,1,433,0,0,1,433,0,0
"192.168.1.1",39183,1,369,0,0,1,369,0,0
"192.168.1.1",40978,1,310,0,0,1,310,0,0
"192.168.1.1",39864,1,427,0,0,1,427,0,0
"192.168.1.1",59582,1,415,0,0,1,415,0,0
"192.168.1.1",41297,1,353,0,0,1,353,0,0
"192.168.1.1",41148,1,425,0,0,1,425,0,0
"192.168.1.1",42914,1,362,0,0,1,362,0,0
"192.168.1.1",32791,1,417,0,0,1,417,0,0
"192.168.1.1",51881,1,349,0,0,1,349,0,0
"192.168.1.1",32814,1,310,0,0,1,310,0,0
"192.168.1.1",55994,1,433,0,0,1,433,0,0
"192.168.1.1",60155,1,369,0,0,1,369,0,0
"192.168.1.1",39130,1,310,0,0,1,310,0,0
"192.168.1.1",46303,1,427,0,0,1,427,0,0
"192.168.1.1",58786,1,415,0,0,1,415,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",54124,1,110,0,0,1,110,0,0
"192.168.1.177",54124,4,450,0,0,2,159,2,291
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",55474,1,123,0,0,1,123,0,0
"192.168.1.177",55474,2,222,0,0,1,103,1,119
"192.168.1.1",54856,6,2354,0,0,6,2354,0,0
"192.168.1.1",53740,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",60215,2,186,0,0,2,186,0,0
"192.168.1.62",60215,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",59950,2,186,0,0,2,186,0,0
"192.168.1.62",59950,2,146,0,0,2,146,0,0
"192.168.1.103",5353,105,10815,0,0,105,10815,0,0
"192.168.1.103",45958,1,167,0,0,1,167,0,0
"192.168.1.253",57034,4,868,0,0,4,868,0,0
"192.168.1.1",34583,6,2354,0,0,6,2354,0,0
"192.168.1.1",51618,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",64720,2,186,0,0,2,186,0,0
"192.168.1.62",64720,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",57657,2,186,0,0,2,186,0,0
"192.168.1.62",57657,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",51843,2,186,0,0,2,186,0,0
"192.168.1.62",51843,2,146,0,0,2,146,0,0
"192.168.1.1",35839,6,2354,0,0,6,2354,0,0
"fe80::f17b:6c72:fea6:5dc5",59245,2,186,0,0,2,186,0,0
"192.168.1.62",59245,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",49674,4,372,0,0,4,372,0,0
"192.168.1.62",49674,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",61669,4,372,0,0,4,372,0,0
"192.168.1.62",61669,4,292,0,0,4,292,0,0
"192.168.1.1",42096,2,884,0,0,2,884,0,0
"192.168.1.1",36384,1,92,0,0,1,92,0,0
"fe80::f17b:6c72:fea6:5dc5",52774,4,372,0,0,4,372,0,0
"192.168.1.62",52774,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",50801,2,186,0,0,2,186,0,0
"192.168.1.62",50801,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",61553,2,186,0,0,2,186,0,0
"192.168.1.62",61553,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62526,2,186,0,0,2,186,0,0
"192.168.1.62",62526,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",63038,1,93,0,0,1,93,0,0
"192.168.1.62",63038,1,73,0,0,1,73,0,0
"fe80::f17b:6c72:fea6:5dc5",58519,1,93,0,0,1,93,0,0
"192.168.1.62",58519,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",55100,2,186,0,0,2,186,0,0
"192.168.1.62",55100,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",58520,1,93,0,0,1,93,0,0
"192.168.1.62",58520,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",52288,1,93,0,0,1,93,0,0
"192.168.1.62",52288,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53398,1,93,0,0,1,93,0,0
"fe80::f17b:6c72:fea6:5dc5",50599,1,93,0,0,1,93,0,0
"192.168.1.62",50599,2,146,0,0,2,146,0,0
"192.168.1.62",53398,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",55283,1,93,0,0,1,93,0,0
"192.168.1.62",55283,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50834,2,186,0,0,2,186,0,0
"fe80::f17b:6c72:fea6:5dc5",59996,2,186,0,0,2,186,0,0
"192.168.1.62",50834,2,146,0,0,2,146,0,0
"192.168.1.62",59996,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",56712,2,186,0,0,2,186,0,0
"fe80::f17b:6c72:fea6:5dc5",50452,2,186,0,0,2,186,0,0
"192.168.1.62",50452,2,146,0,0,2,146,0,0
"192.168.1.62",56712,2,146,0,0,2,146,0,0
"192.168.1.1",37622,6,2354,0,0,6,2354,0,0
"192.168.1.1",45839,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",53178,2,186,0,0,2,186,0,0
"192.168.1.62",53178,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",64056,4,372,0,0,4,372,0,0
"192.168.1.62",64056,4,292,0,0,4,292,0,0
"192.168.1.1",39948,6,2354,0,0,6,2354,0,0
"192.168.1.1",50202,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",52746,6,558,0,0,6,558,0,0
"192.168.1.62",52746,6,438,0,0,6,438,0,0
"fe80::f17b:6c72:fea6:5dc5",61509,2,186,0,0,2,186,0,0
"192.168.1.62",61509,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",51173,2,186,0,0,2,186,0,0
"192.168.1.62",51173,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",52830,2,186,0,0,2,186,0,0
"192.168.1.62",52830,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50166,2,186,0,0,2,186,0,0
"192.168.1.62",50166,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",52681,2,186,0,0,2,186,0,0
"192.168.1.62",52681,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53089,2,186,0,0,2,186,0,0
"192.168.1.62",53089,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",60659,2,186,0,0,2,186,0,0
"192.168.1.62",60659,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",65311,2,186,0,0,2,186,0,0
"192.168.1.62",65311,2,146,0,0,2,146,0,0
"192.168.1.1",54490,1,92,0,0,1,92,0,0
"fe80::f17b:6c72:fea6:5dc5",60279,2,186,0,0,2,186,0,0
"192.168.1.62",60279,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62516,2,186,0,0,2,186,0,0
"192.168.1.62",62516,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",49401,2,186,0,0,2,186,0,0
"192.168.1.62",49401,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",60050,4,372,0,0,4,372,0,0
"192.168.1.62",60050,4,292,0,0,4,292,0,0
"192.168.1.1",38477,6,2354,0,0,6,2354,0,0
"192.168.1.1",42654,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",53405,2,186,0,0,2,186,0,0
"192.168.1.62",53405,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",61694,2,186,0,0,2,186,0,0
"192.168.1.62",61694,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62019,2,186,0,0,2,186,0,0
"192.168.1.62",62019,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",63247,4,372,0,0,4,372,0,0
"192.168.1.62",63247,4,292,0,0,4,292,0,0
"192.168.1.1",48057,6,2354,0,0,6,2354,0,0
"fe80::f17b:6c72:fea6:5dc5",64290,2,186,0,0,2,186,0,0
"192.168.1.62",64290,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53530,2,186,0,0,2,186,0,0
"192.168.1.62",53530,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",55632,2,186,0,0,2,186,0,0
"192.168.1.62",55632,2,146,0,0,2,146,0,0
"192.168.1.1",38087,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",50468,4,372,0,0,4,372,0,0
"192.168.1.62",50468,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",57317,3,279,0,0,3,279,0,0
"192.168.1.62",57317,3,219,0,0,3,219,0,0
"192.168.1.103",42197,1,167,0,0,1,167,0,0
"192.168.1.177",60673,4,848,0,0,4,848,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",49553,2,192,0,0,2,192,0,0
"192.168.1.177",49553,2,168,0,0,1,76,1,92
"192.168.1.1",56501,6,2354,0,0,6,2354,0,0
"192.168.1.1",56042,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",53272,2,186,0,0,2,186,0,0
"192.168.1.62",53272,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53355,2,186,0,0,2,186,0,0
"192.168.1.62",53355,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62569,4,372,0,0,4,372,0,0
"192.168.1.62",62569,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",51014,2,186,0,0,2,186,0,0
"192.168.1.62",51014,2,146,0,0,2,146,0,0
"192.168.1.1",53002,6,2354,0,0,6,2354,0,0
"fe80::f17b:6c72:fea6:5dc5",65375,4,372,0,0,4,372,0,0
"192.168.1.62",65375,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",50252,2,186,0,0,2,186,0,0
"192.168.1.62",50252,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",57053,2,186,0,0,2,186,0,0
"fe80::f17b:6c72:fea6:5dc5",54990,2,186,0,0,2,186,0,0
"192.168.1.62",54990,2,146,0,0,2,146,0,0
"192.168.1.62",57053,2,146,0,0,2,146,0,0
"192.168.1.1",51715,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",59630,2,186,0,0,2,186,0,0
"192.168.1.62",59630,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",59105,2,186,0,0,2,186,0,0
"192.168.1.62",59105,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",65020,2,186,0,0,2,186,0,0
"192.168.1.62",65020,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",59679,4,372,0,0,4,372,0,0
"192.168.1.62",59679,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",58659,4,372,0,0,4,372,0,0
"192.168.1.62",58659,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",64322,4,372,0,0,4,372,0,0
"192.168.1.62",64322,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",59862,2,186,0,0,2,186,0,0
"192.168.1.62",59862,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",49293,2,186,0,0,2,186,0,0
"192.168.1.62",49293,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",63822,2,186,0,0,2,186,0,0
"192.168.1.62",63822,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",59271,2,186,0,0,2,186,0,0
"192.168.1.62",59271,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",55329,2,186,0,0,2,186,0,0
"192.168.1.62",55329,2,146,0,0,2,146,0,0
"192.168.1.1",33882,1,92,0,0,1,92,0,0
"192.168.1.177",62698,4,868,0,0,4,868,0,0
"192.168.1.62",55330,6,1014,0,0,6,1014,0,0
"fe80::f17b:6c72:fea6:5dc5",49358,2,186,0,0,2,186,0,0
"192.168.1.62",49358,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62163,2,186,0,0,2,186,0,0
"fe80::f17b:6c72:fea6:5dc5",54815,2,186,0,0,2,186,0,0
"192.168.1.62",62163,2,146,0,0,2,146,0,0
"192.168.1.62",54815,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53899,4,372,0,0,4,372,0,0
"192.168.1.62",53899,4,292,0,0,4,292,0,0
"192.168.1.1",56924,6,2354,0,0,6,2354,0,0
"192.168.1.1",55023,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",57010,2,186,0,0,2,186,0,0
"192.168.1.62",57010,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",61006,2,186,0,0,2,186,0,0
"192.168.1.62",61006,2,146,0,0,2,146,0,0
"192.168.1.1",52126,6,2354,0,0,6,2354,0,0
"fe80::f17b:6c72:fea6:5dc5",58163,4,372,0,0,4,372,0,0
"192.168.1.62",58163,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",54420,2,186,0,0,2,186,0,0
"192.168.1.62",54420,2,146,0,0,2,146,0,0
"192.168.1.1",55100,2,884,0,0,2,884,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",51927,2,214,0,0,2,214,0,0
"fe80::f17b:6c72:fea6:5dc5",52901,2,186,0,0,2,186,0,0
"192.168.1.62",52901,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53363,4,372,0,0,4,372,0,0
"192.168.1.62",53363,4,292,0,0,4,292,0,0
"192.168.1.177",51927,2,223,0,0,1,87,1,136
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",60540,1,107,0,0,1,107,0,0
"192.168.1.177",60540,2,235,0,0,1,87,1,148
"fe80::f17b:6c72:fea6:5dc5",64215,2,186,0,0,2,186,0,0
"192.168.1.62",64215,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",57040,5,465,0,0,5,465,0,0
"192.168.1.62",57040,5,365,0,0,5,365,0,0
"fe80::f17b:6c72:fea6:5dc5",61164,1,93,0,0,1,93,0,0
"192.168.1.62",61164,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",60463,1,93,0,0,1,93,0,0
"192.168.1.62",60463,2,146,0,0,2,146,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",51230,1,108,0,0,1,108,0,0
"192.168.1.177",51230,2,192,0,0,1,88,1,104
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",51333,1,108,0,0,1,108,0,0
"192.168.1.177",51333,2,204,0,0,1,88,1,116
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",55407,1,108,0,0,1,108,0,0
"192.168.1.177",55407,2,243,0,0,1,88,1,155
"fe80::f17b:6c72:fea6:5dc5",59056,2,186,0,0,2,186,0,0
"192.168.1.62",59056,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62745,2,186,0,0,2,186,0,0
"192.168.1.62",62745,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",51148,2,186,0,0,2,186,0,0
"192.168.1.62",51148,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",51464,2,186,0,0,2,186,0,0
"192.168.1.62",51464,2,146,0,0,2,146,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",52843,1,89,0,0,1,89,0,0
"2001:14ba:a051:8c00:61b5:31a4:d1f8:cc83",62945,1,89,0,0,1,89,0,0
"192.168.1.177",62945,2,138,0,0,1,69,1,69
"192.168.1.177",52843,2,154,0,0,1,69,1,85
"192.168.1.177",56013,2,154,0,0,1,69,1,85
"192.168.1.177",55381,2,138,0,0,1,69,1,69
"fe80::f17b:6c72:fea6:5dc5",54191,2,186,0,0,2,186,0,0
"fe80::f17b:6c72:fea6:5dc5",56636,2,186,0,0,2,186,0,0
"192.168.1.62",54191,2,146,0,0,2,146,0,0
"192.168.1.62",56636,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",60962,4,372,0,0,4,372,0,0
"192.168.1.62",60962,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",49366,2,186,0,0,2,186,0,0
"192.168.1.62",49366,2,146,0,0,2,146,0,0
"192.168.1.177",60189,2,207,0,0,1,80,1,127
"192.168.1.177",52817,2,176,0,0,1,88,1,88
"192.168.1.1",39707,6,2354,0,0,6,2354,0,0
"192.168.1.1",57877,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",56093,2,186,0,0,2,186,0,0
"192.168.1.62",56093,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",52202,4,372,0,0,4,372,0,0
"192.168.1.62",52202,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",49274,2,186,0,0,2,186,0,0
"192.168.1.62",49274,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",63461,2,186,0,0,2,186,0,0
"192.168.1.62",63461,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",58062,2,186,0,0,2,186,0,0
"192.168.1.62",58062,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",51151,4,372,0,0,4,372,0,0
"192.168.1.62",51151,4,292,0,0,4,292,0,0
"192.168.1.1",36338,6,2354,0,0,6,2354,0,0
"192.168.1.1",35469,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",62039,2,186,0,0,2,186,0,0
"192.168.1.62",62039,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",59011,2,186,0,0,2,186,0,0
"192.168.1.62",59011,2,146,0,0,2,146,0,0
"192.168.1.103",39763,1,167,0,0,1,167,0,0
"192.168.1.1",54648,1,92,0,0,1,92,0,0
"192.168.1.177",55351,2,227,0,0,1,83,1,144
"192.168.1.177",56402,2,215,0,0,1,83,1,132
"192.168.1.177",57300,2,289,0,0,1,83,1,206
"192.168.1.253",59026,4,868,0,0,4,868,0,0
"192.168.1.1",58185,6,2354,0,0,6,2354,0,0
"192.168.1.1",57129,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",62693,2,186,0,0,2,186,0,0
"192.168.1.62",62693,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50079,2,186,0,0,2,186,0,0
"192.168.1.62",50079,2,146,0,0,2,146,0,0
"192.168.1.1",32904,6,2354,0,0,6,2354,0,0
"192.168.1.1",52800,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",56615,2,186,0,0,2,186,0,0
"192.168.1.62",56615,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",54719,4,372,0,0,4,372,0,0
"192.168.1.62",54719,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",57130,2,186,0,0,2,186,0,0
"192.168.1.62",57130,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",64019,2,186,0,0,2,186,0,0
"192.168.1.62",64019,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",63204,2,186,0,0,2,186,0,0
"192.168.1.62",63204,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",58358,2,186,0,0,2,186,0,0
"192.168.1.62",58358,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",53425,2,186,0,0,2,186,0,0
"192.168.1.62",53425,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",54171,2,186,0,0,2,186,0,0
"192.168.1.62",54171,2,146,0,0,2,146,0,0
"192.168.1.1",46939,6,2354,0,0,6,2354,0,0
"192.168.1.1",51062,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",50186,2,186,0,0,2,186,0,0
"192.168.1.62",50186,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",52074,2,186,0,0,2,186,0,0
"192.168.1.62",52074,2,146,0,0,2,146,0,0
"192.168.1.177",53198,2,154,0,0,1,69,1,85
"192.168.1.177",62012,2,138,0,0,1,69,1,69
"192.168.1.1",48113,6,2354,0,0,6,2354,0,0
"192.168.1.1",51626,2,884,0,0,2,884,0,0
"fe80::f17b:6c72:fea6:5dc5",63725,2,186,0,0,2,186,0,0
"192.168.1.62",63725,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50080,2,186,0,0,2,186,0,0
"192.168.1.62",50080,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",49168,4,372,0,0,4,372,0,0
"192.168.1.62",49168,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",60033,2,186,0,0,2,186,0,0
"192.168.1.62",60033,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",64732,2,186,0,0,2,186,0,0
"192.168.1.62",64732,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",61955,4,372,0,0,4,372,0,0
"192.168.1.62",61955,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",57043,4,372,0,0,4,372,0,0
"192.168.1.62",57043,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",63684,2,186,0,0,2,186,0,0
"192.168.1.62",63684,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",64489,4,372,0,0,4,372,0,0
"192.168.1.62",64489,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",53865,2,186,0,0,2,186,0,0
"192.168.1.62",53865,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",62309,4,372,0,0,4,372,0,0
"192.168.1.62",62309,4,292,0,0,4,292,0,0
"fe80::f17b:6c72:fea6:5dc5",56284,2,186,0,0,2,186,0,0
"192.168.1.62",56284,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",64591,2,186,0,0,2,186,0,0
"192.168.1.62",64591,2,146,0,0,2,146,0,0
"fe80::f17b:6c72:fea6:5dc5",50174,2,186,0,0,2,186,0,0
"192.168.1.62",50174,2,146,0,0,2,146,0,0
"192.168.1.177",62347,2,192,0,0,1,88,1,104
"192.168.1.177",51541,2,176,0,0,1,88,1,88
"192.168.1.177",57139,2,222,0,0,1,103,1,119
