Address,Port,Packets,Bytes,Total Packets,Percent Filtered,Tx Packets,Tx Bytes,Rx Packets,Rx Bytes,Country,City,AS Number,AS Organization
20011900233b1f001fe,0,1,86,0,0,0,0,1,86,,,,
200114b818003003eb7aa32,0,5,430,0,0,0,0,5,430,,,,
26001901092a9,0,1,86,0,0,0,0,1,86,,,,
2a0014504026805200e,0,79,85924,0,0,0,0,79,85924,,,,
2a00145040268022003,0,21,18875,0,0,0,0,21,18875,,,,
2a00145040268042001,0,28,36546,0,0,0,0,28,36546,,,,
2a0014504026808200d,0,25,30073,0,0,0,0,25,30073,,,,
2a0014504026808200a,0,80,86010,0,0,0,0,80,86010,,,,
2a0014504026808200e,0,69,78849,0,0,0,0,69,78849,,,,
2a05d014275cb02c8,0,5,430,0,0,0,0,5,430,,,,
2a05d014275cb00c8,0,5,430,0,0,0,0,5,430,,,,
2a00145040268032005,0,1,86,0,0,0,0,1,86,,,,
2a00145040268082005,0,5,430,0,0,0,0,5,430,,,,
2a00145040268042004,0,14,18273,0,0,0,0,14,18273,,,,
2a0014504026805200a,0,37,37135,0,0,0,0,37,37135,,,,
2a00145040268082001,0,67,67823,0,0,0,0,67,67823,,,,
2a00145040268032001,0,18,18617,0,0,0,0,18,18617,,,,
2a0014504026803200a,0,32,30675,0,0,0,0,32,30675,,,,
260647006812f65,0,5,430,0,0,0,0,5,430,,,,
2a0226f0413861e80,0,1,86,0,0,0,0,1,86,,,,
,0,1,78,0,0,1,78,0,0,,,,
ff021ff40eb85,0,2,164,0,0,0,0,2,164,,,,
200114baa0518c00ad01ffd8f040eb85,0,1069,432476,0,0,691,304768,378,127708,,,,
2a00145040268032003,0,3,258,0,0,0,0,3,258,,,,
2600900025f73800184845acc093a1,0,3,258,0,0,0,0,3,258,,,,
2606470044006812205a,0,16,18445,0,0,0,0,16,18445,,,,
2600900025f7dc001d834569c093a1,0,6,516,0,0,0,0,6,516,,,,
2a0226f0e2685498e9,0,3,258,0,0,0,0,3,258,,,,
2a0226f012002b4f09,0,5,430,0,0,0,0,5,430,,,,
2a0226f05200b81ffa9,0,2,172,0,0,0,0,2,172,,,,
26031026c11c552,0,1,86,0,0,0,0,1,86,,,,
26201ec4653,0,1,86,0,0,0,0,1,86,,,,
260310632000254,0,1,86,0,0,0,0,1,86,,,,
2a0014504010c02bc,0,1,86,0,0,0,0,1,86,,,,
2a0014504010c0866,0,10,10508,0,0,0,0,10,10508,,,,
2600900025f752001d834569c093a1,0,5,430,0,0,0,0,5,430,,,,
2a0226f01200287f09,0,2,172,0,0,0,0,2,172,,,,
260650c08001153,0,2,172,0,0,0,0,2,172,,,,
2a014f81c1e85b61,0,6,516,0,0,0,0,6,516,,,,
260647004400ac4097c7,0,3,258,0,0,0,0,3,258,,,,
260647003034ac43bf1c,0,2,172,0,0,0,0,2,172,,,,
2a044e423a347,0,2,172,0,0,0,0,2,172,,,,
2a00145040268042003,0,9,6804,0,0,0,0,9,6804,,,,
2600190104c10,0,2,172,0,0,0,0,2,172,,,,
2a044e423a485,0,2,172,0,0,0,0,2,172,,,,
26064700310cac422f20,0,7,6632,0,0,0,0,7,6632,,,,
2a05d01892c71033856f8eb5631465,0,2,172,0,0,0,0,2,172,,,,
26001900411086f,0,1,86,0,0,0,0,1,86,,,,
ff0212,0,1,120,0,0,0,0,1,120,,,,
2a0226f0413852c1a,0,2,172,0,0,0,0,2,172,,,,
