NUTS2_ID,EU_Payments,Region
UKE1,936579765.0,East Yorkshire and Northern Lincolnshire
UKE2,613290902.0,North Yorkshire
UKE3,2140708991.0,South Yorkshire
UKE4,1243811948.0,West Yorkshire
UKF1,1282979251.0,Derbyshire and Nottinghamshire
UKF2,864062905.0,"Leicestershire, Rutland and Northamptonshire"
UKF3,647326932.0,Lincolnshire
UKG1,756303196.0,"Herefordshire, Worcestershire and Warwickshire"
UKG2,992912454.0,Shropshire and Staffordshire
UKG3,2123724247.0,West Midlands
UKH1,1108142811.0,East Anglia
UKH2,617656948.0,Bedfordshire and Hertfordshire
UKH3,617482169.0,Essex
UKI1,1212510807.0,Inner London
UKI2,1016959801.0,Outer London
UKJ1,742364371.0,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,922069767.0,"Surrey, East and West Sussex"
UKJ3,651218213.0,Hampshire and Isle of Wight
UKJ4,636543489.0,Kent
UKK1,917791898.0,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,571388490.0,Dorset and Somerset
UKK3,1577698266.0,Cornwall and Isles of Scilly
UKK4,955633550.0,Devon
UKL1,6407952198.0,West Wales and The Valleys
UKL2,1289754745.0,East Wales
UKM2,1619467873.0,Eastern Scotland
UKM3,2513495904.0,South Western Scotland
UKM5,705288421.0,North Eastern Scotland
UKM6,1173362443.0,Highlands and Islands
UKN0,3757775907.0,Northern Ireland
UKZZ,9777284.0,Extra-Regio NUTS 2
