NUTS2_ID,EU_Payments,Region
ITF1,1411615804.0,Abruzzo
ITF2,791267612.0,Molise
ITF3,16923591047.0,Campania
ITF4,12599875381.0,Puglia
ITF5,2463196385.0,Basilicata
ITF6,7540844571.0,Calabria
ITG1,15308875089.0,Sicilia
ITG2,4264296539.0,Sardegna
ITH1,177452286.0,Provincia Autonoma di Bolzano/Bozen
ITH2,135083705.0,Provincia Autonoma di Trento
ITH3,1256223057.0,Veneto
ITH4,431465112.0,Friuli-Venezia Giulia
ITH5,713203005.0,Emilia-Romagna
ITI1,1575876758.0,Toscana
ITI2,783106187.0,Umbria
ITI3,712422293.0,Marche
ITI4,1670752381.0,Lazio
LT00,6919270272.0,Lietuva
LU00,149779500.0,Luxembourg
LV00,4684595668.0,Latvija
MT00,729020961.0,Malta
NL11,380818252.0,Groningen
NL12,282073459.0,Friesland
NL13,187269670.0,Drenthe
NL21,219588842.0,Overijssel
NL22,378457422.0,Gelderland
NL23,216881668.0,Flevoland
NL31,115913782.0,Utrecht
NL32,219806546.0,Noord-Holland
NL33,322161667.0,Zuid-Holland
NL34,34585051.0,Zeeland
NL41,228860814.0,Noord-Brabant
NL42,372436255.0,Limburg
PL11,5064444344.0,Łódzkie
PL12,8371168959.0,Mazowieckie
PL21,6330492302.0,Małopolskie
PL22,7555463159.0,Śląskie
PL31,5459019654.0,Lubelskie
PL32,5612462586.0,Podkarpackie
PL33,3102422209.0,Świętokrzyskie
PL34,3071441478.0,Podlaskie
PL41,5727111055.0,Wielkopolskie
PL42,3319564544.0,Zachodniopomorskie
PL43,1905200767.0,Lubuskie
PL51,5403572005.0,Dolnośląskie
PL52,1837147096.0,Opolskie
PL61,3768355630.0,Kujawsko-Pomorskie
PL62,3918606742.0,Warmińsko-Mazurskie
PL63,4342739989.0,Pomorskie
PT11,17835139454.0,Norte
PT15,1688092897.0,Algarve
PT16,12034246117.0,Centro
PT17,6495402762.0,Lisboa
PT18,5591864170.0,Alentejo
PT20,3572921510.0,Região Autónoma dos Açores
PT30,2147578916.0,Região Autónoma da Madeira
RO11,1892531903.0,Nord-Vest
RO12,2043884900.0,Centru
RO21,2348835767.0,Nord-Est
RO22,2047485971.0,Sud-Est
RO31,1981075549.0,Sud - Muntenia
RO32,2127436634.0,Bucureşti - Ilfov
RO41,1495066949.0,Sud-Vest Oltenia
RO42,1647717313.0,Vest
SE11,152256829.0,Stockholm
SE12,349149622.0,Östra Mellansverige
SE21,184945116.0,Småland med öarna
SE22,211696848.0,Sydsverige
SE23,253919719.0,Västsverige
SE31,568119730.0,Norra Mellansverige
SE32,432276425.0,Mellersta Norrland
SE33,724205167.0,Övre Norrland
SI01,748221352.0,Vzhodna Slovenija
SI02,483959193.0,Zahodna Slovenija
SI03,1242865862.0,Zahodna Slovenija
SI04,827436951.0,Zahodna Slovenija
SK01,1253594707.0,Bratislavský kraj
SK02,3123476273.0,Západné Slovensko
SK03,2807044733.0,Stredné Slovensko
SK04,2889145838.0,Východné Slovensko
UKC1,826066321.0,Tees Valley and Durham
UKC2,945855378.0,Northumberland and Tyne and Wear
UKD1,220685253.0,Cumbria
UKD3,1160195698.0,Greater Manchester
UKD4,376354747.0,Lancashire
UKD6,176988708.0,Cheshire
UKD7,2197273814.0,Merseyside
UKE1,457014094.0,East Yorkshire and Northern Lincolnshire
UKE2,246605625.0,North Yorkshire
UKE3,1446288338.0,South Yorkshire
UKE4,633296130.0,West Yorkshire
UKF1,574189077.0,Derbyshire and Nottinghamshire
UKF2,347544427.0,"Leicestershire, Rutland and Northamptonshire"
UKF3,211470910.0,Lincolnshire
UKG1,287193447.0,"Herefordshire, Worcestershire and Warwickshire"
UKG2,437983416.0,Shropshire and Staffordshire
UKG3,1459986477.0,West Midlands
UKH1,276270940.0,East Anglia
UKH2,145239690.0,Bedfordshire and Hertfordshire
UKH3,120894714.0,Essex
UKI1,501334587.0,Inner London
UKI2,326233928.0,Outer London
UKJ1,105957829.0,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,138508730.0,"Surrey, East and West Sussex"
UKJ3,88630942.0,Hampshire and Isle of Wight
UKJ4,105219757.0,Kent
UKK1,291153509.0,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,112097894.0,Dorset and Somerset
UKK3,1151615010.0,Cornwall and Isles of Scilly
UKK4,379438437.0,Devon
UKL1,3535848358.0,West Wales and The Valleys
UKL2,507939772.0,East Wales
UKM2,755819298.0,Eastern Scotland
UKM3,1370159792.0,South Western Scotland
UKM5,97932201.0,North Eastern Scotland
UKM6,574937760.0,Highlands and Islands
UKN0,2161047802.0,Northern Ireland
UKZZ,5683312.0,Extra-Regio NUTS 2
