NUTS2_ID,EU_Payments,Region
ITC4,2051859171.0,Lombardia
ITF1,488346180.0,Abruzzo
ITF2,203845676.0,Molise
ITF3,3193877265.0,Campania
ITF4,2902043306.0,Puglia
ITF5,716305308.0,Basilicata
ITF6,1448354581.0,Calabria
ITG1,3440641797.0,Sicilia
ITG2,1110889691.0,Sardegna
ITH1,208831720.0,Provincia Autonoma di Bolzano/Bozen
ITH2,248327939.0,Provincia Autonoma di Trento
ITH3,1332020396.0,Veneto
ITH4,468306440.0,Friuli-Venezia Giulia
ITH5,1461651886.0,Emilia-Romagna
ITI1,1176180001.0,Toscana
ITI2,363838097.0,Umbria
ITI3,450885140.0,Marche
ITI4,1517918522.0,Lazio
LT00,7225221385.0,Lietuva
LU00,138568430.0,Luxembourg
LV00,4325234751.0,Latvija
MT00,722211344.0,Malta
NL11,247340315.0,Groningen
NL12,179316419.0,Friesland
NL13,269312114.0,Drenthe
NL21,196636103.0,Overijssel
NL22,285249680.0,Gelderland
NL23,107861381.0,Flevoland
NL31,179791115.0,Utrecht
NL32,384138734.0,Noord-Holland
NL33,465224998.0,Zuid-Holland
NL34,176470509.0,Zeeland
NL41,298120522.0,Noord-Brabant
NL42,210907077.0,Limburg
PL11,5048273759.0,Łódzkie
PL12,10155426424.0,Mazowieckie
PL21,5211196617.0,Małopolskie
PL22,8095864450.0,Śląskie
PL31,3558231614.0,Lubelskie
PL32,4076858095.0,Podkarpackie
PL33,2285259347.0,Świętokrzyskie
PL34,1861306355.0,Podlaskie
PL41,5168397784.0,Wielkopolskie
PL42,3680690576.0,Zachodniopomorskie
PL43,2299337298.0,Lubuskie
PL51,6136428358.0,Dolnośląskie
PL52,1668546021.0,Opolskie
PL61,3586262601.0,Kujawsko-Pomorskie
PL62,3141989899.0,Warmińsko-Mazurskie
PL63,4723599052.0,Pomorskie
PT11,10760921230.0,Norte
PT15,1927408082.0,Algarve
PT16,6146107944.0,Centro
PT17,4611807356.0,Lisboa
PT18,3973080727.0,Alentejo
PT20,1502368085.0,Região Autónoma dos Açores
PT30,1055721932.0,Região Autónoma da Madeira
RO11,2024069295.0,Nord-Vest
RO12,2734969328.0,Centru
RO21,2513322173.0,Nord-Est
RO22,2893087606.0,Sud-Est
RO31,2583047062.0,Sud - Muntenia
RO32,1771649449.0,Bucureşti - Ilfov
RO41,1725006277.0,Sud-Vest Oltenia
RO42,2542097755.0,Vest
SE11,239988956.0,Stockholm
SE12,528113744.0,Östra Mellansverige
SE21,313243094.0,Småland med öarna
SE22,482412514.0,Sydsverige
SE23,251036869.0,Västsverige
SE31,200154160.0,Norra Mellansverige
SE32,124387284.0,Mellersta Norrland
SE33,199107950.0,Övre Norrland
SI01,717988209.0,Vzhodna Slovenija
SI02,647949309.0,Zahodna Slovenija
SI03,1652745253.0,Zahodna Slovenija
SI04,845134044.0,Zahodna Slovenija
SK01,895836597.0,Bratislavský kraj
SK02,4034508642.0,Západné Slovensko
SK03,3130514646.0,Stredné Slovensko
SK04,3279950805.0,Východné Slovensko
UKC1,419211657.0,Tees Valley and Durham
UKC2,430100403.0,Northumberland and Tyne and Wear
UKD1,162968378.0,Cumbria
UKD3,348210305.0,Greater Manchester
UKD4,240909036.0,Lancashire
UKD6,158097086.0,Cheshire
UKD7,551317658.0,Merseyside
UKE1,306681471.0,East Yorkshire and Northern Lincolnshire
UKE2,134561372.0,North Yorkshire
UKE3,503283904.0,South Yorkshire
UKE4,352391006.0,West Yorkshire
UKF1,342390054.0,Derbyshire and Nottinghamshire
UKF2,273506115.0,"Leicestershire, Rutland and Northamptonshire"
UKF3,197592399.0,Lincolnshire
UKG1,196789918.0,"Herefordshire, Worcestershire and Warwickshire"
UKG2,292442214.0,Shropshire and Staffordshire
UKG3,614066797.0,West Midlands
UKH1,274339495.0,East Anglia
UKH2,226538273.0,Bedfordshire and Hertfordshire
UKH3,235866623.0,Essex
UKI1,653377378.0,Inner London
UKI2,640905963.0,Outer London
UKJ1,241411130.0,"Berkshire, Buckinghamshire and Oxfordshire"
UKJ2,293048721.0,"Surrey, East and West Sussex"
UKJ3,248124720.0,Hampshire and Isle of Wight
UKJ4,245483446.0,Kent
UKK1,253179889.0,"Gloucestershire, Wiltshire and Bristol/Bath area"
UKK2,191174531.0,Dorset and Somerset
UKK3,175269407.0,Cornwall and Isles of Scilly
UKK4,233977610.0,Devon
UKL1,2221594422.0,West Wales and The Valleys
UKL2,543568969.0,East Wales
UKM2,505097323.0,Eastern Scotland
UKM3,774499898.0,South Western Scotland
UKM5,429444619.0,North Eastern Scotland
UKM6,283120839.0,Highlands and Islands
UKN0,821908515.0,Northern Ireland
UKZZ,4093972.0,Extra-Regio NUTS 2
