NUTS2_ID,EU_Payments,Region
HR03,1633.1393930881302,Jadranska Hrvatska
HR05,0.0005644868804131404,
HR06,0.0005703412524574549,
HU21,6104.279431998156,Közép-Dunántúl
HU22,6467.7309123327295,Nyugat-Dunántúl
HU23,6332.5499354249,Dél-Dunántúl
HU31,6123.286264604567,Észak-Magyarország
HU32,6937.045164580692,Észak-Alföld
HU33,7283.439730466631,Dél-Alföld
IE04,0.007398699261954421,Northern and Western
ITC1,1075.8969434443054,Piemonte
ITC2,2480.66922397396,Valle d’Aosta/Vallée d’Aoste
ITC3,1072.614119557985,Liguria
ITC4,451.8784276992734,Lombardia
ITF1,1871.3029819820167,Abruzzo
ITF2,4496.783264755259,Molise
ITF3,4014.713674968743,Campania
ITF4,4606.623427630242,Puglia
ITF5,7421.141302966234,Basilicata
ITF6,5854.134799251682,Calabria
ITG1,4539.319713895025,Sicilia
ITG2,4341.707137031925,Sardegna
ITH1,1311.185017150249,Provincia Autonoma di Bolzano/Bozen
ITH2,1125.2889551810579,Provincia Autonoma di Trento
ITH3,765.0581467431248,Veneto
ITH4,1004.9298017042103,Friuli-Venezia Giulia
ITH5,742.3268459158556,Emilia-Romagna
ITI1,971.028292433314,Toscana
ITI2,2059.510704508414,Umbria
ITI3,1148.3234165679485,Marche
ITI4,706.3685624440074,Lazio
LU00,820.6245491892737,Luxembourg
LV00,5867.317707378456,Latvija
MT00,3254.933706000701,Malta
NL11,1162.9188290895393,Groningen
NL12,867.936819871787,Friesland (NL)
NL13,1047.346721742823,Drenthe
NL21,454.69928772231117,Overijssel
NL22,406.0564925587798,Gelderland
NL23,945.7015047557773,Flevoland
NL31,285.3441700741902,Utrecht
NL32,275.82851544442883,Noord-Holland
NL33,286.4687524517145,Zuid-Holland
NL34,661.7022337559264,Zeeland
NL41,290.43476712959654,Noord-Brabant
NL42,614.3798664500863,Limburg (NL)
PL11,4778.581136139529,Łódzkie
PL21,4117.204716199307,Małopolskie
PL22,3767.552527089564,Śląskie
PL31,5463.339555160125,Lubelskie
PL32,5447.717923336697,Podkarpackie
PL33,5518.82474925443,Świętokrzyskie
PL34,5157.121782975746,Podlaskie
PL41,3668.3882845421995,Wielkopolskie
PL42,4542.261561609595,Zachodniopomorskie
PL43,4626.797900947862,Lubuskie
PL51,4379.79971393389,Dolnośląskie
PL52,4284.74876590581,Opolskie
PL61,4175.376546936825,Kujawsko-pomorskie
PL62,5554.812224223018,Warmińsko-mazurskie
PL63,4308.553958501169,Pomorskie
PT11,9180.483975319818,Norte
PT15,9252.491913212294,Algarve
PT16,10061.078630532142,Centro (PT)
PT17,4362.009861463806,Área Metropolitana de Lisboa
PT18,15350.356959394907,Alentejo
PT20,23172.2335265971,Região Autónoma dos Açores
PT30,14084.554946937329,Região Autónoma da Madeira
RO11,2244.3767855799433,Nord-Vest
RO12,2634.172048405019,Centru
RO21,2589.2951164960277,Nord-Est
RO22,2835.0379943668463,Sud-Est
RO31,2379.86256413337,Sud-Muntenia
RO32,2089.01782804136,Bucureşti-Ilfov
RO41,2664.353499475831,Sud-Vest Oltenia
RO42,2954.7096041911163,Vest
SE11,198.59437768650463,Stockholm
SE12,933.0415376053436,Östra Mellansverige
SE21,1195.1823485190198,Småland med öarna
SE22,953.3985457154722,Sydsverige
SE23,655.0310028707814,Västsverige
